D,T
-4.81,12.99
-4.87,13.00
-4.93,12.99
-4.99,12.98
-5.05,12.98
-5.11,12.99
-5.17,12.99
-5.23,12.99
-5.29,13.00
-5.35,12.98
-5.41,12.98
-5.47,12.99
-5.53,12.99
-5.59,12.99
-5.65,12.99
-5.71,13.00
-5.77,12.99
-5.83,13.00
-5.89,12.98
-5.95,13.00
-6.01,12.99
-6.07,12.99
-6.13,12.98
-6.19,12.98
-6.25,12.99
-6.31,13.00
-6.37,12.99
-6.43,12.99
-6.49,12.99
-6.55,12.99
-6.61,12.99
-6.67,12.99
-6.73,12.98
-6.79,12.99
-6.85,12.99
-6.91,12.99
-6.97,12.99
-7.03,12.99
-7.09,13.00
-7.15,12.99
-7.21,12.99
-7.27,13.00
-7.33,12.99
-7.39,12.99
-7.45,12.98
-7.51,12.99
-7.57,12.99
-7.63,12.99
-7.69,12.99
-7.75,12.99
-7.81,12.99
-7.87,13.00
-7.93,12.98
-7.99,12.99
-8.05,12.99
-8.11,13.00
-8.17,12.99
-8.23,12.99
-8.29,12.99
-8.35,12.99
-8.41,13.00
-8.47,12.99
-8.53,12.99
-8.59,12.99
-8.65,12.99
-8.71,12.99
-8.77,12.99
-8.83,12.99
-8.89,12.97
-8.95,12.98
-9.01,12.99
-9.07,12.99
-9.13,12.98
-9.19,12.99
-9.25,13.00
-9.31,12.99
-9.37,13.01
-9.43,13.01
-9.49,13.00
-9.55,12.99
-9.61,12.99
-9.67,12.98
-9.73,12.99
-9.79,13.00
-9.85,13.00
-9.91,12.98
-9.97,13.00
-10.03,12.99
-10.09,12.99
-10.15,13.00
-10.21,12.98
-10.27,12.99
-10.33,12.98
-10.39,12.98
-10.45,12.98
-10.51,12.99
-10.57,12.99
-10.63,12.99
-10.69,12.99
-10.75,12.99
-10.81,12.98
-10.87,12.99
-10.93,12.99
-10.99,12.99
-11.05,13.00
-11.11,12.99
-11.17,12.99
-11.23,13.00
-11.29,12.99
-11.35,12.99
-11.41,13.00
-11.47,13.00
-11.53,12.99
-11.59,12.99
-11.65,12.99
-11.71,12.99
-11.77,12.99
-11.83,12.98
-11.89,12.98
-11.95,12.99
-12.01,12.99
-12.07,12.99
-12.13,12.99
-12.19,12.99
-12.25,12.99
-12.31,12.99
-12.37,12.98
-12.43,12.99
-12.49,12.98
-12.55,12.98
-12.61,12.99
-12.67,12.99
-12.73,12.99
-12.79,12.98
-12.85,12.99
-12.91,12.99
-12.97,12.97
-13.03,12.98
-13.09,12.98
-13.15,12.99
-13.21,12.99
-13.27,13.00
-13.33,12.99
-13.39,12.99
-13.45,12.99
-13.51,12.98
-13.57,12.98
-13.63,12.98
-13.69,12.99
-13.75,12.98
-13.81,12.99
-13.87,12.99
-13.93,12.97
-13.99,12.99
-14.05,12.98
-14.11,12.99
-14.17,12.98
-14.23,12.99
-14.29,12.99
-14.35,12.99
-14.41,12.98
-14.47,12.98
-14.53,12.99
-14.59,12.99
-14.65,12.98
-14.71,13.00
-14.77,12.99
-14.83,12.99
-14.89,12.98
-14.95,12.99
-15.01,12.98
-15.07,12.99
-15.13,12.99
-15.19,13.00
-15.25,12.99
-15.31,12.98
-15.37,12.98
-15.43,12.99
-15.49,12.98
-15.55,12.99
-15.61,13.00
-15.67,12.98
-15.73,12.99
-15.79,12.98
-15.85,12.99
-15.91,12.98
-15.97,12.98
-16.03,12.99
-16.09,12.98
-16.15,12.98
-16.21,12.99
-16.27,12.98
-16.33,12.99
-16.39,12.99
-16.45,12.99
-16.51,12.99
-16.57,13.00
-16.63,12.99
-16.69,12.99
-16.75,12.98
-16.81,12.98
-16.87,12.99
-16.93,12.98
-16.99,12.99
-17.05,12.99
-17.11,12.99
-17.17,12.99
-17.23,12.98
-17.29,12.99
-17.35,12.99
-17.41,12.99
-17.47,12.98
-17.53,12.99
-17.59,12.99
-17.65,12.99
-17.71,12.97
-17.77,12.98
-17.83,12.98
-17.89,12.99
-17.95,12.99
-18.01,12.98
-18.07,12.98
-18.13,12.98
-18.19,12.98
-18.25,12.99
-18.31,12.99
-18.37,12.99
-18.43,12.98
-18.49,12.99
-18.55,12.98
-18.61,12.99
-18.67,12.98
-18.73,12.99
-18.79,12.98
-18.85,12.99
-18.91,12.98
-18.97,12.98
-19.03,12.98
-19.09,12.98
-19.15,12.98
-19.21,12.98
-19.27,12.98
-19.33,12.98
-19.39,12.99
-19.45,12.98
-19.51,12.98
-19.57,12.99
-19.63,12.98
-19.69,12.98
-19.75,12.98
-19.81,12.99
-19.87,12.98
-19.93,12.98
-19.99,12.99
-20.05,12.98
-20.11,12.98
-20.17,12.99
-20.23,12.99
-20.29,12.98
-20.35,12.98
-20.41,12.98
-20.47,12.98
-20.53,12.98
-20.59,12.98
-20.65,12.99
-20.71,12.98
-20.77,12.98
-20.83,12.99
-20.89,13.00
-20.95,12.98
-21.01,12.97
-21.07,12.99
-21.13,12.97
-21.19,12.99
-21.25,12.97
-21.31,12.98
-21.37,13.00
-21.43,12.98
-21.49,12.98
-21.55,12.98
-21.61,12.99
-21.67,12.98
-21.73,12.98
-21.79,12.98
-21.85,12.98
-21.91,12.97
-21.97,12.99
-22.03,12.99
-22.09,12.98
-22.15,12.98
-22.21,12.98
-22.27,12.97
-22.33,12.99
-22.39,12.98
-22.45,12.98
-22.51,12.99
-22.57,12.98
-22.63,12.99
-22.69,12.97
-22.75,12.98
-22.81,12.99
-22.87,12.99
-22.93,12.98
-22.99,12.99
-23.05,12.99
-23.11,12.98
-23.17,13.00
-23.23,12.98
-23.29,12.97
-23.35,12.99
-23.41,12.99
-23.47,12.99
-23.53,12.99
-23.59,12.97
-23.65,12.97
-23.71,12.99
-23.77,12.99
-23.83,12.99
-23.89,12.99
-23.95,12.99
-24.01,12.99
-24.07,12.98
-24.13,12.98
-24.19,12.98
-24.25,12.98
-24.31,12.98
-24.37,12.99
-24.43,12.98
-24.49,12.98
-24.55,12.98
-24.61,12.98
-24.67,12.99
-24.73,12.98
-24.79,12.98
-24.85,12.98
-24.91,12.97
-24.97,12.98
-25.03,12.98
-25.09,12.99
-25.15,12.98
-25.21,12.98
-25.27,12.98
-25.33,12.98
-25.39,12.99
-25.45,12.99
-25.51,12.98
-25.57,12.98
-25.63,12.97
-25.69,12.97
-25.75,12.99
-25.81,12.99
-25.87,12.98
-25.93,12.98
-25.99,12.99
-26.05,12.98
-26.11,12.98
-26.17,12.98
-26.23,12.98
-26.29,12.98
-26.35,12.99
-26.41,12.98
-26.47,12.98
-26.53,12.98
-26.59,12.97
-26.65,12.98
-26.71,12.99
-26.77,12.98
-26.83,13.00
-26.89,12.98
-26.95,12.99
-27.01,12.97
-27.07,12.99
-27.13,12.97
-27.19,12.98
-27.25,12.98
-27.31,12.98
-27.37,12.99
-27.43,12.98
-27.49,12.98
-27.55,12.98
-27.61,12.99
-27.67,12.99
-27.73,12.98
-27.79,12.97
-27.85,12.99
-27.91,12.97
-27.97,12.98
-28.03,12.98
-28.09,12.99
-28.15,12.99
-28.21,12.98
-28.27,12.98
-28.33,12.98
-28.39,12.98
-28.45,12.97
-28.51,12.98
-28.57,12.99
-28.63,12.98
-28.69,12.97
-28.75,12.98
-28.81,12.98
-28.87,12.98
-28.93,12.98
-28.99,12.97
-29.05,12.98
-29.11,12.98
-29.17,12.99
-29.23,12.98
-29.29,12.98
-29.35,12.98
-29.41,12.98
-29.47,12.97
-29.53,12.97
-29.59,12.96
-29.65,12.97
-29.71,12.98
-29.77,12.98
-29.83,12.98
-29.89,12.99
-29.95,12.99
-30.01,12.98
-30.07,12.98
-30.13,12.98
-30.19,12.98
-30.25,12.98
-30.31,12.99
-30.37,12.97
-30.43,12.98
-30.49,12.98
-30.55,12.98
-30.61,12.98
-30.67,12.98
-30.73,12.99
-30.79,12.97
-30.85,12.98
-30.91,12.98
-30.97,12.99
-31.03,12.99
-31.09,12.98
-31.15,12.98
-31.21,12.98
-31.27,12.98
-31.33,12.97
-31.39,12.98
-31.45,12.98
-31.51,12.97
-31.57,12.97
-31.63,12.96
-31.69,12.98
-31.75,12.99
-31.81,12.98
-31.87,12.98
-31.93,12.98
-31.99,12.98
-32.05,12.97
-32.11,12.97
-32.17,12.97
-32.23,12.99
-32.29,12.98
-32.35,12.98
-32.41,12.97
-32.47,12.99
-32.53,12.99
-32.59,12.99
-32.65,12.96
-32.71,12.98
-32.77,12.98
-32.83,12.99
-32.89,12.98
-32.95,12.98
-33.01,12.98
-33.07,12.97
-33.13,12.97
-33.19,12.98
-33.25,12.99
-33.31,12.98
-33.37,12.98
-33.43,12.98
-33.49,12.97
-33.55,12.98
-33.61,12.99
-33.67,12.99
-33.73,12.98
-33.79,12.97
-33.85,12.97
-33.91,12.97
-33.97,12.98
-34.03,12.97
-34.09,12.98
-34.15,12.98
-34.21,12.99
-34.27,12.99
-34.33,12.98
-34.39,12.98
-34.45,12.99
-34.51,12.98
-34.57,12.98
-34.63,12.98
-34.69,12.98
-34.75,12.98
-34.81,12.98
-34.87,12.98
-34.93,12.99
-34.99,12.98
-35.05,12.97
-35.11,12.98
-35.17,12.98
-35.23,12.99
-35.29,12.99
-35.35,12.98
-35.41,12.98
-35.47,12.97
-35.53,12.98
-35.59,12.97
-35.65,12.98
-35.71,12.97
-35.77,12.98
-35.83,12.98
-35.89,12.99
-35.95,12.98
-36.01,12.98
-36.07,12.98
-36.13,12.99
-36.19,12.99
-36.25,12.99
-36.31,12.97
-36.37,12.98
-36.43,12.99
-36.49,12.98
-36.55,12.98
-36.61,12.99
-36.67,12.98
-36.73,12.98
-36.79,12.98
-36.85,12.98
-36.91,12.97
-36.97,12.98
-37.03,12.97
-37.09,12.98
-37.15,12.98
-37.21,12.97
-37.27,12.98
-37.33,12.99
-37.39,12.97
-37.45,12.98
-37.51,12.98
-37.57,12.97
-37.63,12.98
-37.69,12.97
-37.75,12.98
-37.81,12.97
-37.87,12.98
-37.93,12.99
-37.99,12.98
-38.05,12.96
-38.11,12.98
-38.17,12.99
-38.23,12.98
-38.29,12.98
-38.35,12.98
-38.41,12.97
-38.47,12.97
-38.53,12.98
-38.59,12.98
-38.65,12.99
-38.71,12.97
-38.77,12.97
-38.83,12.98
-38.89,12.98
-38.95,12.96
-39.01,12.98
-39.07,12.97
-39.13,12.98
-39.19,12.98
-39.25,12.98
-39.31,12.98
-39.37,12.99
-39.43,12.99
-39.49,12.99
-39.55,12.98
-39.61,12.97
-39.67,12.98
-39.73,12.98
-39.79,12.98
-39.85,12.98
-39.91,12.98
-39.97,12.97
-40.03,12.98
-40.09,12.97
-40.15,12.98
-40.21,12.97
-40.27,12.98
-40.33,12.97
-40.39,12.97
-40.45,12.97
-40.51,12.97
-40.57,12.98
-40.63,12.98
-40.69,12.98
-40.75,12.98
-40.81,12.99
-40.87,12.98
-40.93,12.98
-40.99,12.98
-41.05,12.98
-41.11,12.98
-41.17,12.99
-41.23,12.98
-41.29,12.98
-41.35,12.98
-41.41,12.98
-41.47,12.98
-41.53,12.99
-41.59,12.99
-41.65,12.99
-41.71,12.98
-41.77,12.98
-41.83,12.98
-41.89,12.99
-41.95,12.98
-42.01,12.99
-42.07,12.98
-42.13,12.97
-42.19,12.99
-42.25,12.99
-42.31,12.99
-42.37,12.98
-42.43,12.99
-42.49,12.98
-42.55,12.98
-42.61,12.99
-42.67,12.98
-42.73,12.97
-42.79,12.99
-42.85,12.99
-42.91,12.99
-42.97,12.99
-43.03,12.97
-43.09,12.98
-43.15,12.98
-43.21,12.98
-43.27,12.97
-43.33,12.98
-43.39,12.98
-43.45,12.99
-43.51,12.98
-43.57,12.98
-43.63,12.99
-43.69,12.98
-43.75,12.99
-43.81,12.98
-43.87,12.99
-43.93,12.98
-43.99,12.98
-44.05,12.98
-44.11,12.99
-44.17,12.99
-44.23,12.98
-44.29,12.98
-44.35,12.98
-44.41,12.98
-44.47,12.97
-44.53,12.99
-44.59,12.98
-44.65,12.98
-44.71,12.98
-44.77,12.97
-44.83,12.98
-44.89,12.98
-44.95,12.99
-45.01,12.98
-45.07,12.98
-45.13,12.99
-45.19,12.99
-45.25,12.99
-45.31,12.98
-45.37,12.99
-45.43,12.98
-45.49,12.98
-45.55,12.98
-45.61,12.98
-45.67,12.97
-45.73,12.98
-45.79,12.97
-45.85,12.98
-45.91,12.98
-45.97,12.98
-46.03,12.99
-46.09,12.97
-46.15,12.97
-46.21,12.99
-46.27,12.98
-46.33,12.97
-46.39,12.98
-46.45,12.98
-46.51,12.99
-46.57,12.98
-46.63,12.98
-46.69,12.98
-46.75,12.99
-46.81,12.98
-46.87,12.99
-46.93,12.99
-46.99,12.98
-47.05,12.97
-47.11,12.99
-47.17,12.98
-47.23,12.99
-47.29,12.99
-47.35,12.97
-47.41,12.97
-47.47,12.99
-47.53,12.98
-47.59,12.98
-47.65,12.98
-47.71,12.98
-47.77,12.99
-47.83,12.98
-47.89,12.98
-47.95,12.99
-48.01,12.98
-48.07,12.98
-48.13,12.99
-48.19,12.99
-48.25,12.98
-48.31,12.98
-48.37,12.98
-48.43,12.97
-48.49,12.98
-48.55,12.97
-48.61,12.98
-48.67,12.97
-48.73,12.98
-48.79,12.98
-48.85,12.99
-48.91,12.99
-48.97,12.98
-49.03,12.98
-49.09,12.98
-49.15,12.98
-49.21,12.99
-49.27,12.98
-49.33,12.99
-49.39,12.97
-49.45,12.98
-49.51,12.98
-49.57,12.97
-49.63,12.97
-49.69,12.98
-49.75,12.98
-49.81,12.98
-49.87,12.97
-49.93,12.98
-49.99,12.99
-50.05,12.98
-50.11,12.99
-50.17,12.98
-50.23,12.98
-50.29,12.97
-50.35,12.99
-50.41,12.98
-50.47,12.98
-50.53,12.97
-50.59,12.98
-50.65,12.97
-50.71,12.98
-50.77,12.97
-50.83,12.97
-50.89,12.98
-50.95,12.99
-51.01,12.98
-51.07,12.98
-51.13,12.97
-51.19,12.99
-51.25,12.99
-51.31,12.98
-51.37,12.99
-51.43,12.98
-51.49,12.98
-51.55,12.98
-51.61,12.99
-51.67,12.98
-51.73,12.99
-51.79,12.98
-51.85,12.97
-51.91,12.98
-51.97,12.99
-52.03,12.99
-52.09,12.98
-52.15,12.97
-52.21,12.97
-52.27,12.98
-52.33,12.98
-52.39,12.98
-52.45,12.98
-52.51,12.98
-52.57,12.98
-52.63,12.97
-52.69,12.98
-52.75,12.98
-52.81,12.97
-52.87,12.98
-52.93,12.99
-52.99,12.98
-53.05,12.98
-53.11,12.98
-53.17,12.98
-53.23,12.99
-53.29,12.99
-53.35,12.98
-53.41,12.99
-53.47,12.99
-53.53,12.99
-53.59,12.97
-53.65,12.99
-53.71,12.99
-53.77,12.99
-53.83,13.00
-53.89,12.99
-53.95,12.99
-54.01,13.00
-54.07,12.99
-54.13,12.98
-54.19,12.98
-54.25,12.97
-54.31,12.98
-54.37,12.98
-54.43,12.98
-54.49,12.99
-54.55,12.98
-54.61,12.97
-54.67,12.98
-54.73,12.98
-54.79,12.98
-54.85,12.99
-54.91,12.98
-54.97,12.99
-55.03,12.99
-55.09,12.98
-55.15,12.98
-55.21,12.99
-55.27,12.98
-55.33,12.98
-55.39,12.98
-55.45,12.98
-55.51,12.97
-55.57,12.99
-55.63,12.99
-55.69,12.98
-55.75,12.97
-55.81,12.98
-55.87,12.98
-55.93,12.99
-55.99,12.98
-56.05,12.99
-56.11,12.99
-56.17,12.98
-56.23,12.98
-56.29,12.97
-56.35,12.98
-56.41,12.98
-56.47,12.99
-56.53,12.97
-56.59,12.98
-56.65,12.98
-56.71,12.98
-56.77,12.97
-56.83,12.98
-56.89,12.98
-56.95,12.98
-57.01,12.98
-57.07,12.99
-57.13,12.98
-57.19,12.99
-57.25,12.98
-57.31,13.00
-57.37,12.98
-57.43,12.98
-57.49,12.98
-57.55,12.98
-57.61,12.98
-57.67,12.98
-57.73,12.98
-57.79,12.98
-57.85,12.98
-57.91,12.98
-57.97,12.98
-58.03,12.99
-58.09,12.99
-58.15,12.98
-58.21,12.99
-58.27,12.99
-58.33,12.98
-58.39,12.98
-58.45,12.97
-58.51,12.98
-58.57,12.99
-58.63,12.99
-58.69,12.99
-58.75,12.97
-58.81,12.98
-58.87,12.98
-58.93,12.98
-58.99,12.98
-59.05,12.98
-59.11,12.98
-59.17,12.98
-59.23,12.99
-59.29,12.99
-59.35,12.97
-59.41,12.98
-59.47,12.97
-59.53,12.99
-59.59,12.99
-59.65,12.98
-59.71,12.97
-59.77,12.98
-59.83,12.98
-59.89,12.98
-59.95,13.00
-60.01,12.98
-60.07,12.98
-60.13,12.99
-60.19,12.99
-60.25,12.99
-60.31,12.99
-60.37,12.99
-60.43,12.98
-60.49,12.99
-60.55,12.98
-60.61,12.97
-60.67,12.97
-60.73,12.98
-60.79,12.99
-60.85,12.98
-60.91,12.98
-60.97,12.99
-61.03,12.98
-61.09,12.99
-61.15,12.98
-61.21,12.98
-61.27,12.99
-61.33,12.99
-61.39,12.98
-61.45,12.98
-61.51,12.98
-61.57,12.98
-61.63,12.98
-61.69,12.97
-61.75,12.98
-61.81,12.99
-61.87,12.99
-61.93,12.98
-61.99,12.99
-62.05,12.99
-62.11,13.00
-62.17,12.98
-62.23,12.98
-62.29,12.98
-62.35,12.99
-62.41,12.98
-62.47,12.99
-62.53,12.98
-62.59,12.98
-62.65,12.99
-62.71,12.99
-62.77,12.99
-62.83,12.99
-62.89,12.99
-62.95,12.98
-63.01,12.99
-63.07,12.99
-63.13,12.98
-63.19,12.98
-63.25,12.99
-63.31,12.97
-63.37,12.99
-63.43,12.99
-63.49,12.97
-63.55,12.98
-63.61,12.98
-63.67,12.98
-63.73,12.98
-63.79,12.99
-63.85,12.98
-63.91,12.98
-63.97,12.98
-64.03,12.99
-64.09,12.98
-64.15,12.98
-64.21,12.97
-64.27,12.99
-64.33,12.99
-64.39,12.99
-64.45,12.97
-64.51,12.98
-64.57,12.99
-64.63,12.97
-64.69,12.99
-64.75,12.99
-64.81,12.98
-64.87,12.98
-64.93,12.98
-64.99,12.99
-65.05,12.97
-65.11,12.97
-65.17,12.97
-65.23,12.98
-65.29,12.98
-65.35,12.98
-65.41,12.99
-65.47,12.98
-65.53,12.98
-65.59,12.99
-65.65,12.99
-65.71,12.97
-65.77,12.98
-65.83,13.00
-65.89,12.98
-65.95,12.98
-66.01,12.98
-66.07,12.99
-66.13,12.98
-66.19,12.98
-66.25,12.99
-66.31,12.99
-66.37,12.98
-66.43,12.99
-66.49,12.99
-66.55,12.98
-66.61,12.98
-66.67,12.99
-66.73,12.99
-66.79,12.98
-66.85,12.98
-66.91,12.99
-66.97,12.98
-67.03,12.98
-67.09,12.99
-67.15,12.99
-67.21,12.97
-67.27,12.99
-67.33,12.99
-67.39,12.98
-67.45,12.99
-67.51,12.98
-67.57,12.98
-67.63,12.98
-67.69,12.98
-67.75,12.98
-67.81,12.98
-67.87,12.98
-67.93,12.99
-67.99,12.97
-68.05,12.99
-68.11,12.98
-68.17,12.99
-68.23,12.99
-68.29,12.99
-68.35,12.98
-68.41,12.99
-68.47,13.00
-68.53,12.99
-68.59,12.99
-68.65,12.98
-68.71,13.00
-68.77,12.99
-68.83,12.99
-68.89,12.98
-68.95,12.99
-69.01,12.98
-69.07,12.98
-69.13,12.98
-69.19,13.00
-69.25,12.99
-69.31,12.98
-69.37,12.99
-69.43,12.98
-69.49,12.98
-69.55,12.99
-69.61,12.98
-69.67,12.98
-69.73,12.99
-69.79,12.99
-69.85,12.98
-69.91,12.98
-69.97,12.98
-70.03,12.98
-70.09,12.98
-70.15,12.98
-70.21,12.98
-70.27,12.99
-70.33,12.99
-70.39,12.98
-70.45,12.98
-70.51,12.98
-70.57,12.98
-70.63,12.99
-70.69,12.98
-70.75,12.98
-70.81,12.97
-70.87,12.98
-70.93,12.97
-70.99,12.97
-71.05,12.98
-71.11,12.98
-71.17,12.98
-71.23,12.99
-71.29,12.99
-71.35,12.99
-71.41,12.99
-71.47,12.99
-71.53,12.99
-71.59,12.99
-71.65,12.98
-71.71,12.99
-71.77,12.98
-71.83,12.98
-71.89,12.98
-71.95,12.99
-72.01,12.98
-72.07,12.98
-72.13,13.00
-72.19,12.98
-72.25,12.99
-72.31,12.98
-72.37,13.00
-72.43,12.99
-72.49,12.98
-72.55,12.99
-72.61,13.00
-72.67,12.99
-72.73,12.99
-72.79,12.98
-72.85,12.99
-72.91,12.98
-72.97,12.98
-73.03,12.98
-73.09,12.98
-73.15,12.98
-73.21,12.99
-73.27,13.00
-73.33,12.99
-73.39,12.99
-73.45,13.00
-73.51,12.99
-73.57,12.99
-73.63,12.98
-73.69,12.98
-73.75,12.98
-73.81,12.99
-73.87,12.98
-73.93,13.00
-73.99,12.99
-74.05,12.99
-74.11,12.99
-74.17,12.99
-74.23,12.99
-74.29,12.99
-74.35,12.98
-74.41,12.99
-74.47,12.99
-74.53,12.98
-74.59,12.99
-74.65,12.99
-74.71,12.99
-74.77,12.99
-74.83,12.99
-74.89,12.98
-74.95,12.98
-75.01,13.00
-75.07,12.98
-75.13,12.99
-75.19,12.98
-75.25,12.99
-75.31,12.99
-75.37,12.98
-75.43,12.98
-75.49,12.97
-75.55,12.97
-75.61,12.98
-75.67,12.99
-75.73,12.99
-75.79,12.99
-75.85,12.98
-75.91,12.99
-75.97,12.99
-76.03,12.98
-76.09,12.98
-76.15,12.99
-76.21,13.00
-76.27,12.99
-76.33,12.99
-76.39,12.98
-76.45,12.98
-76.51,12.99
-76.57,12.99
-76.63,12.99
-76.69,12.98
-76.75,12.99
-76.81,12.99
-76.87,12.99
-76.93,12.98
-76.99,12.99
-77.05,12.98
-77.11,12.99
-77.17,12.99
-77.23,12.98
-77.29,12.99
-77.35,12.99
-77.41,12.99
-77.47,12.99
-77.53,12.98
-77.59,12.98
-77.65,12.99
-77.71,12.99
-77.77,12.99
-77.83,12.99
-77.89,12.99
-77.95,12.98
-78.01,13.00
-78.07,12.99
-78.13,12.99
-78.19,12.99
-78.25,12.98
-78.31,12.99
-78.37,12.99
-78.43,12.99
-78.49,12.99
-78.55,12.99
-78.61,12.99
-78.67,13.00
-78.73,12.99
-78.79,12.98
-78.85,12.99
-78.91,12.98
-78.97,12.98
-79.03,12.99
-79.09,12.98
-79.15,12.99
-79.21,12.99
-79.27,12.99
-79.33,12.99
-79.39,12.98
-79.45,12.98
-79.51,12.98
-79.57,12.99
-79.63,12.98
-79.69,12.97
-79.75,12.99
-79.81,12.99
-79.87,13.01
-79.93,12.99
-79.99,12.99
-80.05,12.99
-80.11,12.98
-80.17,12.98
-80.23,12.99
-80.29,12.99
-80.35,12.97
-80.41,12.98
-80.47,12.98
-80.53,12.99
-80.59,13.00
-80.65,12.98
-80.71,12.99
-80.77,12.98
-80.83,12.99
-80.89,12.99
-80.95,13.00
-81.01,12.99
-81.07,12.99
-81.13,12.98
-81.19,12.99
-81.25,13.01
-81.31,12.99
-81.37,12.98
-81.43,12.99
-81.49,12.98
-81.55,12.99
-81.61,12.99
-81.67,13.00
-81.73,12.98
-81.79,12.99
-81.85,12.98
-81.91,12.99
-81.97,12.99
-82.03,12.99
-82.09,12.99
-82.15,12.99
-82.21,12.99
-82.27,12.99
-82.33,12.98
-82.39,12.98
-82.45,12.97
-82.51,12.98
-82.57,12.97
-82.63,12.98
-82.69,12.99
-82.75,12.98
-82.81,12.98
-82.87,12.99
-82.93,12.99
-82.99,12.99
-83.05,12.98
-83.11,12.99
-83.17,12.98
-83.23,12.99
-83.29,12.98
-83.35,12.99
-83.41,12.99
-83.47,12.99
-83.53,12.98
-83.59,12.99
-83.65,12.98
-83.71,12.98
-83.77,13.00
-83.83,12.99
-83.89,12.98
-83.95,12.98
-84.01,12.99
-84.07,12.98
-84.13,12.98
-84.19,12.99
-84.25,12.98
-84.31,13.00
-84.37,13.00
-84.43,12.99
-84.49,12.99
-84.55,13.00
-84.61,13.00
-84.67,12.98
-84.73,12.98
-84.79,12.98
-84.85,12.99
-84.91,12.98
-84.97,13.00
-85.03,12.99
-85.09,12.99
-85.15,12.98
-85.21,12.98
-85.27,12.98
-85.33,12.98
-85.39,12.99
-85.45,12.99
-85.51,12.99
-85.57,12.99
-85.63,12.99
-85.69,13.00
-85.75,12.98
-85.81,12.98
-85.87,12.99
-85.93,12.99
-85.99,12.98
-86.05,12.99
-86.11,12.98
-86.17,12.99
-86.23,13.00
-86.29,12.99
-86.35,12.97
-86.41,12.99
-86.47,12.99
-86.53,12.98
-86.59,12.99
-86.65,12.99
-86.71,12.99
-86.77,12.99
-86.83,13.00
-86.89,12.98
-86.95,12.98
-87.01,12.99
-87.07,12.99
-87.13,12.98
-87.19,12.99
-87.25,12.99
-87.31,12.99
-87.37,12.99
-87.43,12.99
-87.49,12.98
-87.55,12.97
-87.61,12.99
-87.67,13.00
-87.73,12.99
-87.79,12.99
-87.85,12.99
-87.91,13.00
-87.97,12.99
-88.03,12.99
-88.09,12.99
-88.15,12.99
-88.21,12.98
-88.27,12.98
-88.33,12.98
-88.39,12.98
-88.45,12.98
-88.51,12.99
-88.57,12.98
-88.63,12.99
-88.69,12.99
-88.75,12.99
-88.81,12.99
-88.87,12.99
-88.93,12.98
-88.99,12.99
-89.05,13.00
-89.11,12.99
-89.17,13.00
-89.23,13.00
-89.29,12.98
-89.35,12.98
-89.41,13.00
-89.47,12.99
-89.53,13.00
-89.59,12.99
-89.65,12.98
-89.71,13.00
-89.77,13.00
-89.83,12.99
-89.89,13.00
-89.95,12.99
-90.01,12.99
-90.07,13.00
-90.13,12.99
-90.19,12.99
-90.25,12.99
-90.31,12.99
-90.37,13.00
-90.43,12.99
-90.49,12.99
-90.55,12.98
-90.61,13.00
-90.67,12.99
-90.73,12.98
-90.79,12.99
