D,T
2.69,15.34
2.63,15.25
2.57,14.82
2.51,14.30
2.45,13.90
2.39,13.61
2.33,13.46
2.27,13.33
2.21,13.24
2.15,13.18
2.09,13.13
2.03,13.11
1.97,13.07
1.91,13.06
1.85,13.06
1.79,13.04
1.73,13.03
1.67,13.02
1.61,13.02
1.55,13.01
1.49,13.02
1.43,13.01
1.37,13.01
1.31,13.01
1.25,13.02
1.19,13.02
1.13,13.00
1.07,13.00
1.01,13.01
0.95,13.00
0.89,13.00
0.83,13.01
0.77,13.01
0.71,13.00
0.65,13.00
0.59,13.01
0.53,13.00
0.47,13.00
0.41,13.00
0.35,12.99
0.29,13.00
0.23,13.00
0.17,13.00
0.11,13.00
0.05,12.99
-0.01,12.98
-0.07,13.00
-0.13,13.00
-0.19,13.00
-0.25,13.00
-0.31,13.01
-0.37,13.00
-0.43,12.99
-0.49,13.00
-0.55,12.99
-0.61,12.99
-0.67,13.00
-0.73,13.00
-0.79,12.99
-0.85,13.00
-0.91,12.98
-0.97,12.99
-1.03,13.00
-1.09,13.00
-1.15,12.99
-1.21,13.00
-1.27,12.99
-1.33,12.99
-1.39,12.99
-1.45,13.00
-1.51,12.99
-1.57,12.98
-1.63,12.99
-1.69,13.00
-1.75,12.99
-1.81,12.99
-1.87,12.98
-1.93,12.99
-1.99,12.98
-2.05,13.00
-2.11,12.98
-2.17,12.99
-2.23,12.99
-2.29,13.00
-2.35,13.00
-2.41,13.00
-2.47,12.99
-2.53,13.00
-2.59,12.99
-2.65,12.99
-2.71,13.00
-2.77,12.99
-2.83,12.99
-2.89,12.98
-2.95,12.99
-3.01,12.99
-3.07,12.99
-3.13,12.99
-3.19,12.99
-3.25,12.99
-3.31,12.99
-3.37,13.00
-3.43,13.00
-3.49,13.00
-3.55,12.99
-3.61,12.99
-3.67,13.00
-3.73,13.00
-3.79,12.98
-3.85,12.98
-3.91,12.99
-3.97,12.98
-4.03,12.99
-4.09,12.98
-4.15,12.99
-4.21,13.00
-4.27,13.00
-4.33,12.99
-4.39,12.99
-4.45,12.99
-4.51,13.00
-4.57,12.98
-4.63,12.99
-4.69,13.00
-4.75,13.00
