D,T
-15.495,15.226
-15.895,15.065
-16.295,14.87925
-16.695,14.61175
-17.095,14.11125
-17.495,13.72675
-17.895,13.30375
-18.295,12.76525
-18.695,12.419
-19.095,12.82825
-19.495,12.9955
-19.895,13.232
-20.295,13.18225
-20.695,12.97175
-21.095,12.728
-21.495,12.45375
-21.895,12.21
-22.295,13.635
-22.695,15.4205
-23.095,15.7155
-23.495,15.75275
-23.895,15.7425
-24.295,15.73875
-24.695,15.726
-25.095,15.73
-25.495,15.7195
-25.895,15.71525
-26.295,15.71975
-26.695,15.71075
-27.095,15.721
-27.495,15.72025
-27.895,15.72725
-28.295,15.72225
-28.695,15.72175
-29.095,15.72075
-29.495,15.72425
-29.895,15.71375
-30.295,15.96975
-30.695,17.15675
-31.095,17.4475
-31.495,17.485
-31.895,17.49075
-32.295,17.49075
-32.695,17.4975
-33.095,17.5015
-33.495,17.50125
-33.895,17.4995
-34.295,17.507
-34.695,17.52
-35.095,17.51825
-35.495,17.51525
-35.895,17.51225
-36.295,17.51625
-36.695,17.514
-37.095,17.524
-37.495,17.52225
-37.895,17.5275
-38.295,17.5235
-38.695,17.5265
-39.095,17.5275
-39.495,17.524
-39.895,17.53125
-40.295,17.525
-40.695,17.54125
-41.095,17.526
-41.495,17.53425
-41.895,17.53325
-42.295,17.5365
-42.695,17.54075
-43.095,17.5345
-43.495,17.548
-43.895,17.54425
-44.295,17.54075
-44.695,17.5295
-45.095,17.532
-45.495,17.5395
-45.895,17.53475
-46.295,17.53575
-46.695,17.5385
-47.095,17.54175
-47.495,17.53875
-47.895,17.53575
-48.295,17.53
-48.695,17.5385
-49.095,17.53775
-49.495,17.53825
-49.895,17.5415
-50.295,17.542
-50.695,17.53775
-51.095,17.549
-51.495,17.543
-51.895,17.54275
-52.295,17.5335
-52.695,17.54075
-53.095,17.54575
-53.495,17.54525
-53.895,17.54275
-54.295,17.54775
-54.695,17.547
-55.095,17.54725
-55.495,17.5435
-55.895,17.5545
-56.295,17.5535
-56.695,17.53775
-57.095,17.54625
-57.495,17.5445
-57.895,17.548
-58.295,17.54175
-58.695,17.54875
-59.095,17.54375
-59.495,17.552
-59.895,17.541
-60.295,17.55075
-60.695,17.548
-61.095,17.55325
-61.495,17.551
-61.895,17.5475
-62.295,17.552
-62.695,17.54825
-63.095,17.54325
-63.495,17.54375
-63.895,17.54725
-64.295,17.5575
-64.695,17.5465
-65.095,17.5515
-65.495,17.54225
-65.895,17.5475
-66.295,17.55275
-66.695,17.543
-67.095,17.5485
-67.495,17.55025
-67.895,17.542
-68.295,17.549
-68.695,17.54525
-69.095,17.5385
-69.495,17.54425
-69.895,17.5495
-70.295,17.54825
-70.695,17.5445
-71.095,17.544
-71.495,17.55
-71.895,17.5475
-72.295,17.554
-72.695,17.54825
-73.095,17.548
-73.495,17.54725
-73.895,17.5475
-74.295,17.553
-74.695,17.5485
-75.095,17.55525
-75.495,17.54825
-75.895,17.54675
-76.295,17.5525
-76.695,17.55125
-77.095,17.5565
-77.495,17.553
-77.895,17.548
-78.295,17.55975
-78.695,17.55775
-79.095,17.55575
-79.495,17.5565
-79.895,17.5595
-80.295,17.55375
-80.695,17.54575
-81.095,17.5595
-81.495,17.56525
-81.895,17.55975
-82.295,17.56075
-82.695,17.56375
-83.095,17.55875
-83.495,17.5575
-83.895,17.557
-84.295,17.5505
-84.695,17.55025
-85.095,17.561
-85.495,17.5565
-85.895,17.55275
-86.295,17.55325
-86.695,17.553
-87.095,17.5505
-87.495,17.558
-87.895,17.555
-88.295,17.553
-88.695,17.55875
-89.095,17.55725
-89.495,17.55825
-89.895,17.5605
-90.295,17.562
-90.695,17.5585
-91.095,17.5585
-91.495,17.55775
-91.895,17.557
-92.295,17.5585
-92.695,17.559
-93.095,17.5625
-93.495,17.56375
-93.895,17.55475
-94.295,17.56325
-94.695,17.56325
-95.095,17.56425
-95.495,17.56225
-95.895,17.56275
-96.295,17.5625
-96.695,17.56675
-97.095,17.56375
-97.495,17.56675
-97.895,17.56325
-98.295,17.55725
-98.695,17.56675
-99.095,17.56975
-99.495,17.5665
-99.895,17.56175
-100.295,17.57675
-100.695,17.577
-101.095,17.578
-101.495,17.599
-101.895,17.603
-102.295,17.61675
-102.695,17.61425
-103.095,17.61575
-103.495,17.638
-103.895,17.67
-104.295,17.70625
-104.695,17.735
-105.095,17.7485
-105.495,17.74325
-105.895,17.7665
-106.295,17.818
-106.695,17.83575
-107.095,17.8415
-107.495,17.84625
-107.895,17.851
-108.295,17.85525
-108.695,17.85325
-109.095,17.85425
-109.495,17.85775
-109.895,17.85225
-110.295,17.862
-110.695,17.8525
-111.095,17.858
-111.495,17.8595
-111.895,17.85425
-112.295,17.852
-112.695,17.854
-113.095,17.85875
-113.495,17.8485
-113.895,17.85675
-114.295,17.8615
-114.695,17.86575
-115.095,17.86475
-115.495,17.85225
-115.895,17.86275
-116.295,17.85375
-116.695,17.861
-117.095,17.855
-117.495,17.86075
-117.895,17.85975
-118.295,17.852
-118.695,17.8655
-119.095,17.85725
-119.495,17.8625
-119.895,17.868
-120.295,17.8595
-120.695,17.86175
-121.095,17.858
-121.495,17.86075
-121.895,17.859
-122.295,17.86275
-122.695,17.854
-123.095,17.8475
-123.495,17.862
-123.895,17.86675
-124.295,17.864
-124.695,17.86475
-125.095,17.851
-125.495,17.85975
-125.895,17.8615
-126.295,17.87625
-126.695,17.863
-127.095,17.87125
-127.495,17.86025
-127.895,17.86375
-128.295,17.86475
-128.695,17.8585
-129.095,17.86075
-129.495,17.85925
-129.895,17.8705
-130.295,17.86775
-130.695,17.871
-131.095,17.8625
-131.495,17.861
-131.895,17.866
-132.295,17.86325
-132.695,17.8695
-133.095,17.8715
-133.495,17.8675
-133.895,17.86625
-134.295,17.87075
-134.695,17.86875
-135.095,17.871
-135.495,17.8565
-135.895,17.86675
-136.295,17.864
-136.695,17.84975
-137.095,17.86025
-137.495,17.85125
-137.895,17.8495
-138.295,17.84425
-138.695,17.842
-139.095,17.8495
-139.495,17.84575
-139.895,17.85125
-140.295,17.8475
-140.695,17.8475
-141.095,17.85125
-141.495,17.84925
-141.895,17.8485
-142.295,17.85125
-142.695,17.85325
-143.095,17.8485
-143.495,17.854
-143.895,17.851
-144.295,17.86325
-144.695,17.8535
-145.095,17.85375
-145.495,17.8645
-145.895,17.8615
-146.295,17.8625
-146.695,17.8675
-147.095,17.86375
-147.495,17.86475
-147.895,17.87
-148.295,17.87275
-148.695,17.8735
-149.095,17.872
-149.495,17.878
-149.895,17.885
-150.295,17.8775
-150.695,17.88
-151.095,17.883
-151.495,17.889
-151.895,17.8895
-152.295,17.89125
-152.695,17.8835
-153.095,17.89025
-153.495,17.8965
-153.895,17.89775
-154.295,17.9005
-154.695,17.8965
-155.095,17.9015
-155.495,17.89725
-155.895,17.9075
-156.295,17.90175
-156.695,17.89925
-157.095,17.9035
-157.495,17.90825
-157.895,17.90725
-158.295,17.91875
-158.695,17.91925
-159.095,17.91925
-159.495,17.92
-159.895,17.92025
-160.295,17.92725
-160.695,17.91875
-161.095,17.92075
-161.495,17.93025
-161.895,17.93325
-162.295,17.93375
-162.695,17.93875
-163.095,17.934
-163.495,17.9355
-163.895,17.934
-164.295,17.945
-164.695,17.945
-165.095,17.944
-165.495,17.942
-165.895,17.949
-166.295,17.944
-166.695,17.9525
-167.095,17.95125
-167.495,17.95075
-167.895,17.949
-168.295,17.956
-168.695,17.95425
-169.095,17.956
-169.495,17.95675
-169.895,17.952
-170.295,17.9545
-170.695,17.949
-171.095,17.95525
-171.495,17.95525
-171.895,17.9555
-172.295,17.95675
-172.695,17.95275
-173.095,17.954
-173.495,17.963
-173.895,17.95325
-174.295,17.953
-174.695,17.9565
-175.095,17.953
-175.495,17.943
-175.895,17.9515
-176.295,17.896
-176.695,17.95875
-177.095,18.42375
-177.495,18.83575
-177.895,18.883
-178.295,18.88425
-178.695,18.88925
-179.095,18.89225
-179.495,18.89225
-179.895,18.8985
-180.295,18.893
-180.695,18.8945
-181.095,18.901
-181.495,18.9055
-181.895,18.90125
-182.295,18.8965
-182.695,18.895
-183.095,18.907
-183.495,18.90425
-183.895,18.8995
-184.295,18.90875
-184.695,18.9075
-185.095,18.9055
-185.495,18.90825
-185.895,18.9075
-186.295,18.89675
-186.695,18.90425
-187.095,18.8995
-187.495,18.90675
-187.895,18.90775
-188.295,18.9115
-188.695,18.9165
-189.095,18.91025
-189.495,18.8935
-189.895,18.904
-190.295,18.90175
-190.695,18.89775
-191.095,18.9
-191.495,18.90075
-191.895,18.89875
-192.295,18.8965
-192.695,18.8995
-193.095,18.89675
-193.495,18.8995
-193.895,18.90975
-194.295,18.9055
-194.695,18.90125
-195.095,18.90025
-195.495,18.9125
-195.895,18.93875
-196.295,18.93725
-196.695,18.98775
-197.095,19.0235
-197.495,19.04375
-197.895,19.09025
-198.295,19.17875
-198.695,19.20175
-199.095,19.20475
-199.495,19.1815
-199.895,18.994
-200.295,18.84575
-200.695,18.787
-201.095,18.73025
-201.495,18.691
-201.895,18.6595
-202.295,18.642
-202.695,18.612
-203.095,18.58975
-203.495,18.563
-203.895,18.5325
-204.295,18.498
-204.695,18.46475
-205.095,18.43775
-205.495,18.42125
-205.895,18.407
-206.295,18.3795
-206.695,18.36025
-207.095,18.3365
-207.495,18.314
-207.895,18.29925
-208.295,18.28225
-208.695,18.26925
-209.095,18.261
-209.495,18.245
-209.895,18.2265
-210.295,18.2135
-210.695,18.19925
-211.095,18.1785
-211.495,18.15875
-211.895,18.14575
-212.295,18.12425
-212.695,18.1015
-213.095,18.09
-213.495,18.079
-213.895,18.06275
-214.295,18.05075
-214.695,18.0305
-215.095,18.02725
-215.495,18.01075
-215.895,17.998
-216.295,17.98975
-216.695,17.9825
-217.095,17.9725
-217.495,17.96325
-217.895,17.95875
-218.295,17.95
-218.695,17.9385
-219.095,17.92725
-219.495,17.91425
-219.895,17.897
-220.295,17.8885
-220.695,17.8745
-221.095,17.864
-221.495,17.859
-221.895,17.83375
-222.295,17.85175
-222.695,17.8615
-223.095,17.83775
-223.495,17.8445
-223.895,17.83525
-224.295,17.85
-224.695,17.8345
-225.095,17.84225
-225.495,17.83875
-225.895,17.84525
-226.295,17.842
-226.695,17.85775
-227.095,17.8585
-227.495,17.865
-227.895,17.88
-228.295,17.867
-228.695,17.88125
-229.095,17.886
-229.495,17.9105
-229.895,17.8955
-230.295,17.90625
-230.695,17.909
-231.095,17.92325
-231.495,17.918
-231.895,17.93875
-232.295,17.938
-232.695,17.95025
-233.095,17.94775
-233.495,17.95925
-233.895,17.96125
-234.295,17.97575
-234.695,17.98175
