D,T
-25.13,11.37125
-26.13,11.505
-27.13,11.68
-28.13,11.728
-29.13,11.741
-30.13,11.752
-31.13,11.763
-32.13,11.772
-33.13,11.777
-34.13,11.787
-35.13,11.79
-36.13,11.791
-37.13,11.794
-38.13,11.799
-39.13,11.808
-40.13,11.81
-41.13,11.805
-42.13,11.792
-43.13,11.789
-44.13,11.791
-45.13,11.791
-46.13,11.797
-47.13,11.799
-48.13,11.803
-49.13,11.805
-50.13,11.808
-51.13,11.816
-52.13,11.816
-53.13,11.822
-54.13,11.824
-55.13,11.834
-56.13,11.837
-57.13,11.837
-58.13,11.836
-59.13,11.833
-60.13,11.83
-61.13,11.827
-62.13,11.828
-63.13,11.822
-64.13,11.824
-65.13,11.82
-66.13,11.826
-67.13,11.83
-68.13,11.831
-69.13,11.842
-70.13,11.843
-71.13,11.845
-72.13,11.846
-73.13,11.849
-74.13,11.849
-75.13,11.852
-76.13,11.846
-77.13,11.851
-78.13,11.848
-79.13,11.846
-80.13,11.842
-81.13,11.841
-82.13,11.856
-83.13,11.943
-84.13,11.977
-85.13,12.029
-86.13,12.071
-87.13,12.096
-88.13,12.125
-89.13,12.156
-90.13,12.181
-91.13,12.206
-92.13,12.228
-93.13,12.25
-94.13,12.268
-95.13,12.288
-96.13,12.312
-97.13,12.339
-98.13,12.357
-99.13,12.38
-100.13,12.403
-101.13,12.426
-102.13,12.444
-103.13,12.472
-104.13,12.497
-105.13,12.528
-106.13,12.56
-107.13,12.588
-108.13,12.622
-109.13,12.663
-110.13,12.698
-111.13,12.736
-112.13,12.768
-113.13,12.817
-114.13,12.869
-115.13,12.916
-116.13,12.962
-117.13,13.002
-118.13,13.027
-119.13,13.056
-120.13,13.083
-121.13,13.109
-122.13,13.132
-123.13,13.16
-124.13,13.191
-125.13,13.204
-126.13,13.228
-127.13,13.242
-128.13,13.25
-129.13,13.264
-130.13,13.29
-131.13,13.326
-132.13,13.365
-133.13,13.408
-134.13,13.435
-135.13,13.467
-136.13,13.489
-137.13,13.502
-138.13,13.512
-139.13,13.529
-140.13,13.536
-141.13,13.549
-142.13,13.561
-143.13,13.573
-144.13,13.592
-145.13,13.602
-146.13,13.62
-147.13,13.649
-148.13,13.681
-149.13,13.704
-150.13,13.731
-151.13,13.764
-152.13,13.789
-153.13,13.815
-154.13,13.838
-155.13,13.864
-156.13,13.904
-157.13,13.965
-158.13,14.059
-159.13,14.24
-160.13,14.513
-161.13,14.951
-162.13,15.453
-163.13,15.955
-164.13,16.018
-165.13,16.019
-166.13,16.02
-167.13,16.028
-168.13,16.029
-169.13,16.034
-170.13,16.034
-171.13,16.038
-172.13,16.044
-173.13,16.049
-174.13,16.052
-175.13,16.056
-176.13,16.058
-177.13,16.06
-178.13,16.066
-179.13,16.068
-180.13,16.068
-181.13,16.068
-182.13,16.071
-183.13,16.071
-184.13,16.07
-185.13,16.077
-186.13,16.076
-187.13,16.078
-188.13,16.076
-189.13,16.08
-190.13,16.078
-191.13,16.083
-192.13,16.083
-193.13,16.082
-194.13,16.083
-195.13,16.088
-196.13,16.087
-197.13,16.085
-198.13,16.087
-199.13,16.085
-200.13,16.085
-201.13,16.084
-202.13,16.088
-203.13,16.085
-204.13,16.084
-205.13,16.09
-206.13,16.088
-207.13,16.087
-208.13,16.09
-209.13,16.092
-210.13,16.093
