D,T
0.37,12.38489796
-0.13,12.40306122
-0.63,12.41081633
-1.13,12.43285714
-1.63,12.49714286
-2.13,12.51367347
-2.63,12.51061224
-3.13,12.51326531
-3.63,12.51306122
-4.13,12.51510204
-4.63,12.50836735
-5.13,12.50897959
-5.63,12.51836735
-6.13,12.51183673
-6.63,12.51244898
-7.13,12.51428571
-7.63,12.51387755
-8.13,12.51040816
-8.63,12.51489796
-9.13,12.51836735
-9.63,12.51408163
-10.13,12.51367347
-10.63,12.51122449
-11.13,12.51306122
-11.63,12.51061224
-12.13,12.50816327
-12.63,12.51040816
-13.13,12.51428571
-13.63,12.51816327
-14.13,12.51469388
-14.63,12.51714286
-15.13,12.51306122
-15.63,12.51387755
-16.13,12.51346939
-16.63,12.51183673
-17.13,12.51408163
-17.63,12.51591837
-18.13,12.51938776
-18.63,12.51387755
-19.13,12.51693878
-19.63,12.51653061
-20.13,12.51306122
-20.63,12.51653061
-21.13,12.51285714
-21.63,12.51857143
-22.13,12.51653061
-22.63,12.52102041
-23.13,12.51918367
-23.63,12.51673469
-24.13,12.51673469
-24.63,12.51816327
-25.13,12.51795918
-25.63,12.51693878
-26.13,12.52102041
-26.63,12.51489796
-27.13,12.51632653
-27.63,12.52
-28.13,12.51918367
-28.63,12.52102041
-29.13,12.52346939
-29.63,12.52142857
-30.13,12.52020408
-30.63,12.52469388
-31.13,12.51979592
-31.63,12.52163265
-32.13,12.52367347
-32.63,12.52102041
-33.13,12.52142857
-33.63,12.52122449
-34.13,12.51795918
-34.63,12.5244898
-35.13,12.52326531
-35.63,12.52020408
-36.13,12.51918367
-36.63,12.52
-37.13,12.52
-37.63,12.52306122
-38.13,12.5244898
-38.63,12.52020408
-39.13,12.52265306
-39.63,12.52530612
-40.13,12.52387755
-40.63,12.51857143
-41.13,12.52469388
-41.63,12.5222449
-42.13,12.52653061
-42.63,12.52346939
-43.13,12.52265306
-43.63,12.52326531
-44.13,12.52510204
-44.63,12.52959184
-45.13,12.52346939
-45.63,12.52571429
-46.13,12.52285714
-46.63,12.5222449
-47.13,12.52387755
-47.63,12.52591837
-48.13,12.52244898
-48.63,12.52489796
-49.13,12.52408163
-49.63,12.52530612
-50.13,12.52469388
-50.63,12.52469388
-51.13,12.52653061
-51.63,12.52510204
-52.13,12.52897959
-52.63,12.52020408
-53.13,12.52183673
-53.63,12.52836735
-54.13,12.52163265
-54.63,12.52387755
-55.13,12.52693878
-55.63,12.52816327
-56.13,12.5255102
-56.63,12.53102041
-57.13,12.53122449
-57.63,12.52530612
-58.13,12.52816327
-58.63,12.52714286
-59.13,12.53081633
-59.63,12.52877551
-60.13,12.53061224
-60.63,12.52612245
-61.13,12.53244898
-61.63,12.52938776
-62.13,12.52857143
-62.63,12.53122449
-63.13,12.52795918
-63.63,12.5322449
-64.13,12.53265306
-64.63,12.52755102
-65.13,12.52714286
-65.63,12.52836735
-66.13,12.53163265
-66.63,12.52530612
-67.13,12.53
-67.63,12.53061224
-68.13,12.53469388
-68.63,12.53326531
-69.13,12.53857143
-69.63,12.53530612
-70.13,12.53857143
-70.63,12.53591837
-71.13,12.53510204
-71.63,12.53102041
-72.13,12.53163265
-72.63,12.53897959
-73.13,12.53265306
-73.63,12.53653061
-74.13,12.53979592
-74.63,12.53204082
-75.13,12.53122449
-75.63,12.5355102
-76.13,12.53469388
-76.63,12.5344898
-77.13,12.53571429
-77.63,12.5377551
-78.13,12.53122449
-78.63,12.53387755
-79.13,12.53755102
-79.63,12.53734694
-80.13,12.53081633
-80.63,12.53428571
-81.13,12.53591837
-81.63,12.53469388
-82.13,12.52734694
-82.63,12.53469388
-83.13,12.53795918
-83.63,12.53673469
-84.13,12.53204082
-84.63,12.53714286
-85.13,12.53285714
-85.63,12.5322449
-86.13,12.53408163
-86.63,12.53428571
-87.13,12.52836735
-87.63,12.53081633
-88.13,12.53612245
-88.63,12.53367347
-89.13,12.53653061
-89.63,12.53530612
-90.13,12.53285714
-90.63,12.53469388
-91.13,12.53795918
-91.63,12.54081633
-92.13,12.54265306
-92.63,12.54428571
-93.13,12.53857143
-93.63,12.53959184
-94.13,12.53755102
-94.63,12.54346939
-95.13,12.54061224
-95.63,12.54061224
-96.13,12.54081633
-96.63,12.54265306
-97.13,12.53755102
-97.63,12.54571429
-98.13,12.54408163
-98.63,12.53816327
-99.13,12.53632653
-99.63,12.54142857
-100.13,12.54204082
-100.63,12.54
-101.13,12.54142857
-101.63,12.54428571
-102.13,12.54265306
-102.63,12.54163265
-103.13,12.54367347
-103.63,12.54428571
-104.13,12.54122449
-104.63,12.53795918
-105.13,12.54306122
-105.63,12.54183673
-106.13,12.54530612
-106.63,12.53877551
-107.13,12.54510204
-107.63,12.54285714
-108.13,12.53979592
-108.63,12.54244898
-109.13,12.54469388
-109.63,12.54244898
-110.13,12.54306122
-110.63,12.53979592
-111.13,12.53877551
-111.63,12.54632653
-112.13,12.54734694
-112.63,12.54714286
-113.13,12.54102041
-113.63,12.55040816
-114.13,12.54428571
-114.63,12.53755102
-115.13,12.54795918
-115.63,12.54183673
-116.13,12.54122449
-116.63,12.54653061
-117.13,12.54204082
-117.63,12.55163265
-118.13,12.54877551
-118.63,12.54285714
-119.13,12.54469388
-119.63,12.54142857
-120.13,12.54877551
-120.63,12.55102041
-121.13,12.54183673
-121.63,12.55734694
-122.13,12.55265306
-122.63,12.54836735
-123.13,12.55040816
-123.63,12.55510204
-124.13,12.55102041
-124.63,12.55020408
-125.13,12.55367347
-125.63,12.55571429
-126.13,12.55244898
-126.63,12.55265306
-127.13,12.55102041
-127.63,12.54816327
-128.13,12.54918367
-128.63,12.55408163
-129.13,12.55244898
-129.63,12.55653061
-130.13,12.55714286
-130.63,12.55081633
-131.13,12.5522449
-131.63,12.55081633
-132.13,12.54938776
-132.63,12.55469388
-133.13,12.55734694
-133.63,12.55489796
-134.13,12.55428571
-134.63,12.55612245
-135.13,12.55122449
-135.63,12.55387755
-136.13,12.55285714
-136.63,12.54938776
-137.13,12.55346939
-137.63,12.55857143
-138.13,12.55040816
-138.63,12.54918367
-139.13,12.54918367
-139.63,12.5477551
-140.13,12.54591837
-140.63,13.59489796
-141.13,16.52346939
-141.63,16.86
-142.13,16.88836735
-142.63,16.9055102
-143.13,16.91408163
-143.63,16.91530612
-144.13,16.91469388
-144.63,16.92102041
-145.13,16.92408163
-145.63,16.92285714
-146.13,16.92469388
-146.63,16.93102041
-147.13,16.9244898
-147.63,16.93142857
-148.13,16.93081633
-148.63,16.9344898
-149.13,16.9344898
-149.63,16.93653061
-150.13,16.93571429
-150.63,16.94081633
-151.13,16.94265306
-151.63,16.94040816
-152.13,16.94469388
-152.63,16.94571429
-153.13,16.94387755
-153.63,16.9477551
-154.13,16.94877551
-154.63,16.94857143
-155.13,16.95265306
-155.63,16.9544898
-156.13,16.95673469
-156.63,16.95020408
-157.13,16.95326531
-157.63,16.95428571
-158.13,16.95408163
-158.63,16.95122449
-159.13,16.95489796
-159.63,16.96163265
-160.13,16.95591837
-160.63,16.9622449
-161.13,16.95816327
-161.63,16.96265306
-162.13,16.95755102
-162.63,16.96591837
-163.13,16.96612245
-163.63,16.96591837
-164.13,16.96428571
-164.63,16.96938776
-165.13,16.97285714
-165.63,16.97061224
-166.13,16.97795918
-166.63,16.97857143
-167.13,16.97591837
-167.63,16.98020408
-168.13,16.97795918
-168.63,16.97979592
-169.13,16.98183673
-169.63,16.98469388
-170.13,16.98244898
-170.63,16.98346939
-171.13,16.98244898
-171.63,16.98367347
-172.13,16.98408163
-172.63,16.98408163
-173.13,16.98061224
-173.63,16.98163265
-174.13,16.98408163
-174.63,16.98306122
-175.13,16.98204082
-175.63,16.98530612
-176.13,16.98489796
-176.63,16.98734694
-177.13,16.97918367
-177.63,16.98387755
-178.13,16.98428571
-178.63,16.97918367
-179.13,16.98285714
-179.63,16.98653061
-180.13,16.9877551
-180.63,16.98836735
-181.13,16.98326531
-181.63,16.98183673
-182.13,16.98714286
-182.63,16.98653061
-183.13,16.98591837
-183.63,16.98795918
-184.13,16.99061224
-184.63,16.98897959
-185.13,16.98897959
-185.63,16.99122449
-186.13,16.99734694
-186.63,16.99489796
-187.13,16.99204082
-187.63,16.99285714
-188.13,16.98979592
-188.63,16.9944898
-189.13,16.9955102
-189.63,16.99306122
-190.13,16.99306122
-190.63,16.99734694
-191.13,16.99755102
-191.63,16.99755102
-192.13,16.99714286
-192.63,16.9955102
-193.13,16.99469388
-193.63,16.99285714
-194.13,16.99836735
-194.63,16.99918367
