D,T
-207.145,15.71
-207.625,15.71
-208.105,15.71
-208.585,15.70
-209.065,15.71
-209.545,15.70
-210.025,15.70
-210.505,15.71
-210.985,15.71
-211.465,15.71
-211.945,15.70
-212.425,15.70
-212.905,15.71
-213.385,15.70
-213.865,15.71
-214.345,15.70
-214.825,15.71
-215.305,15.71
-215.785,15.70
-216.265,15.71
-216.745,15.71
-217.225,15.71
-217.705,15.71
-218.185,15.71
-218.665,15.71
-219.145,15.71
-219.625,15.72
-220.105,15.73
-220.585,15.72
-221.065,15.72
-221.545,15.73
-222.025,15.72
-222.505,15.71
-222.985,15.72
-223.465,15.71
-223.945,15.72
-224.425,15.72
-224.905,15.72
-225.385,15.71
-225.865,15.72
-226.345,15.72
-226.825,15.71
-227.305,15.71
-227.785,15.71
-228.265,15.72
-228.745,15.72
-229.225,15.73
-229.705,15.73
-230.185,15.72
-230.665,15.73
-231.145,15.74
-231.625,15.72
-232.105,15.72
-232.585,15.72
-233.065,15.71
-233.545,15.72
-234.025,15.71
-234.505,15.72
-234.985,15.72
-235.465,15.73
-235.945,15.73
-236.425,15.72
-236.905,15.72
-237.385,15.72
-237.865,15.72
-238.345,15.72
-238.825,15.73
-239.305,15.74
-239.785,15.74
-240.265,15.73
-240.745,15.74
-241.225,15.73
-241.705,15.73
-242.185,15.73
-242.665,15.73
-243.145,15.73
-243.625,15.73
-244.105,15.72
-244.585,15.75
-245.065,15.78
-245.545,15.78
-246.025,15.79
-246.505,15.79
-246.985,15.80
-247.465,15.79
-247.945,15.81
-248.425,15.82
-248.905,15.83
-249.385,15.84
-249.865,15.85
-250.345,15.85
-250.825,15.86
-251.305,15.87
-251.785,15.87
-252.265,15.88
-252.745,15.88
-253.225,15.88
-253.705,15.89
-254.185,15.90
-254.665,15.90
-255.145,15.91
-255.625,15.92
-256.105,15.92
-256.585,15.92
-257.065,15.93
-257.545,15.93
-258.025,15.94
-258.505,15.95
-258.985,15.95
-259.465,15.97
-259.945,15.97
-260.425,15.99
-260.905,16.01
-261.385,16.02
-261.865,16.05
-262.345,16.06
-262.825,16.07
-263.305,16.07
-263.785,16.08
-264.265,16.08
-264.745,16.08
-265.225,16.08
-265.705,16.08
-266.185,16.09
-266.665,16.09
-267.145,16.09
-267.625,16.10
-268.105,16.10
-268.585,16.12
-269.065,16.16
-269.545,16.18
-270.025,16.21
-270.505,16.24
-270.985,16.28
-271.465,16.34
-271.945,16.40
-272.425,16.42
-272.905,16.42
-273.385,16.43
-273.865,16.43
-274.345,16.45
-274.825,16.44
-275.305,16.44
-275.785,16.44
-276.265,16.45
-276.745,16.45
-277.225,16.45
-277.705,16.45
-278.185,16.45
-278.665,16.45
-279.145,16.45
-279.625,16.45
-280.105,16.46
-280.585,16.45
-281.065,16.46
-281.545,16.46
-282.025,16.46
-282.505,16.46
-282.985,16.47
-283.465,16.47
-283.945,16.46
-284.425,16.47
-284.905,16.46
-285.385,16.47
-285.865,16.47
-286.345,16.46
-286.825,16.47
-287.305,16.47
-287.785,16.47
-288.265,16.46
-288.745,16.47
-289.225,16.47
-289.705,16.47
-290.185,16.48
-290.665,16.53
-291.145,16.58
-291.625,16.60
-292.105,16.61
-292.585,16.62
-293.065,16.62
-293.545,16.68
-294.025,16.89
-294.505,17.07
-294.985,17.13
-295.465,17.16
-295.945,17.18
-296.425,17.21
-296.905,17.22
-297.385,17.23
-297.865,17.23
-298.345,17.22
-298.825,17.23
-299.305,17.23
-299.785,17.22
-300.265,17.23
-300.745,17.24
-301.225,17.24
-301.705,17.24
-302.185,17.25
-302.665,17.24
-303.145,17.25
-303.625,17.25
-304.105,17.26
-304.585,17.26
-305.065,17.26
-305.545,17.26
-306.025,17.25
-306.505,17.27
-306.985,17.27
-307.465,17.27
-307.945,17.26
-308.425,17.27
-308.905,17.27
-309.385,17.27
-309.865,17.28
-310.345,17.27
-310.825,17.27
-311.305,17.27
-311.785,17.27
-312.265,17.28
-312.745,17.28
-313.225,17.28
-313.705,17.28
-314.185,17.29
-314.665,17.28
-315.145,17.28
-315.625,17.29
-316.105,17.28
-316.585,17.28
-317.065,17.28
-317.545,17.29
-318.025,17.28
-318.505,17.28
-318.985,17.28
-319.465,17.29
-319.945,17.29
-320.425,17.29
-320.905,17.31
-321.385,17.39
-321.865,17.53
-322.345,17.66
-322.825,17.89
-323.305,18.65
-323.785,19.05
-324.265,19.17
-324.745,19.20
-325.225,19.21
-325.705,19.25
-326.185,19.25
-326.665,19.26
-327.145,19.27
-327.625,19.29
-328.105,19.30
-328.585,19.31
-329.065,19.31
-329.545,19.31
-330.025,19.30
-330.505,19.30
-330.985,19.29
-331.465,19.30
-331.945,19.32
-332.425,19.31
-332.905,19.32
-333.385,19.30
-333.865,19.31
-334.345,19.32
-334.825,19.32
-335.305,19.32
-335.785,19.32
-336.265,19.33
-336.745,19.33
-337.225,19.33
-337.705,19.33
-338.185,19.33
-338.665,19.33
-339.145,19.34
-339.625,19.34
-340.105,19.34
-340.585,19.35
-341.065,19.35
-341.545,19.35
-342.025,19.35
-342.505,19.35
-342.985,19.36
-343.465,19.36
-343.945,19.36
-344.425,19.36
-344.905,19.36
-345.385,19.36
-345.865,19.36
-346.345,19.36
-346.825,19.37
-347.305,19.36
-347.785,19.36
-348.265,19.37
-348.745,19.36
-349.225,19.37
-349.705,19.37
-350.185,19.37
-350.665,19.37
-351.145,19.37
-351.625,19.37
-352.105,19.37
-352.585,19.37
-353.065,19.37
-353.545,19.37
-354.025,19.37
-354.505,19.37
-354.985,19.37
-355.465,19.37
-355.945,19.37
-356.425,19.37
-356.905,19.37
-357.385,19.38
-357.865,19.36
-358.345,19.38
-358.825,19.38
-359.305,19.37
-359.785,19.38
-360.265,19.38
-360.745,19.37
-361.225,19.38
-361.705,19.39
-362.185,19.38
-362.665,19.38
-363.145,19.39
-363.625,19.38
-364.105,19.39
-364.585,19.38
-365.065,19.40
-365.545,19.44
-366.025,19.50
-366.505,19.50
-366.985,19.51
-367.465,19.49
-367.945,19.51
-368.425,19.53
-368.905,19.55
-369.385,19.64
-369.865,19.87
-370.345,20.07
-370.825,20.28
-371.305,20.49
-371.785,20.77
-372.265,21.01
-372.745,21.18
-373.225,21.26
-373.705,21.31
-374.185,21.34
-374.665,21.37
-375.145,21.38
-375.625,21.38
-376.105,21.40
-376.585,21.40
-377.065,21.38
-377.545,21.43
-378.025,21.45
-378.505,21.43
-378.985,21.45
-379.465,21.43
-379.945,21.45
-380.425,21.45
-380.905,21.46
-381.385,21.47
-381.865,21.49
-382.345,21.47
-382.825,21.49
-383.305,21.50
-383.785,21.51
-384.265,21.54
-384.745,21.55
-385.225,21.56
-385.705,21.57
-386.185,21.57
-386.665,21.58
-387.145,21.59
-387.625,21.59
-388.105,21.60
-388.585,21.59
-389.065,21.60
-389.545,21.60
-390.025,21.61
-390.505,21.60
-390.985,21.61
-391.465,21.60
-391.945,21.61
-392.425,21.61
-392.905,21.61
-393.385,21.62
-393.865,21.61
-394.345,21.61
-394.825,21.61
-395.305,21.62
-395.785,21.62
-396.265,21.62
-396.745,21.62
-397.225,21.62
-397.705,21.62
-398.185,21.62
-398.665,21.62
-399.145,21.62
-399.625,21.63
-400.105,21.62
-400.585,21.63
-401.065,21.63
-401.545,21.63
-402.025,21.64
-402.505,21.63
-402.985,21.65
-403.465,21.64
-403.945,21.63
-404.425,21.64
-404.905,21.63
-405.385,21.62
-405.865,21.62
-406.345,21.61
-406.825,21.60
-407.305,21.59
-407.785,21.57
-408.265,21.54
-408.745,21.49
-409.225,21.45
-409.705,21.44
-410.185,21.45
-410.665,21.46
-411.145,21.47
-411.625,21.48
-412.105,21.49
-412.585,21.50
-413.065,21.50
-413.545,21.50
-414.025,21.51
-414.505,21.51
-414.985,21.51
-415.465,21.52
-415.945,21.51
-416.425,21.51
-416.905,21.52
-417.385,21.52
-417.865,21.51
-418.345,21.52
-418.825,21.53
-419.305,21.52
-419.785,21.53
-420.265,21.53
-420.745,21.55
-421.225,21.56
-421.705,21.56
-422.185,21.57
-422.665,21.57
-423.145,21.57
-423.625,21.57
-424.105,21.58
-424.585,21.59
-425.065,21.59
-425.545,21.60
-426.025,21.60
-426.505,21.61
-426.985,21.62
-427.465,21.63
-427.945,21.63
-428.425,21.63
-428.905,21.64
-429.385,21.64
-429.865,21.66
-430.345,21.66
-430.825,21.67
-431.305,21.68
-431.785,21.69
-432.265,21.71
-432.745,21.71
-433.225,21.73
-433.705,21.75
-434.185,21.76
-434.665,21.77
-435.145,21.77
-435.625,21.79
-436.105,21.80
-436.585,21.82
-437.065,21.83
-437.545,21.84
-438.025,21.85
-438.505,21.89
-438.985,21.93
-439.465,21.95
-439.945,21.96
-440.425,21.97
-440.905,21.98
-441.385,21.98
-441.865,21.99
-442.345,21.99
-442.825,21.99
-443.305,22.01
-443.785,22.06
-444.265,22.10
-444.745,22.15
-445.225,22.18
-445.705,22.21
-446.185,22.24
-446.665,22.28
-447.145,22.30
-447.625,22.32
-448.105,22.35
-448.585,22.38
-449.065,22.40
-449.545,22.42
-450.025,22.45
-450.505,22.46
-450.985,22.49
-451.465,22.51
-451.945,22.54
-452.425,22.56
-452.905,22.59
-453.385,22.60
-453.865,22.62
-454.345,22.64
-454.825,22.65
-455.305,22.66
-455.785,22.67
-456.265,22.67
-456.745,22.67
-457.225,22.67
-457.705,22.67
-458.185,22.67
-458.665,22.67
-459.145,22.68
-459.625,22.67
-460.105,22.68
-460.585,22.68
-461.065,22.68
-461.545,22.69
-462.025,22.68
-462.505,22.68
-462.985,22.69
-463.465,22.69
-463.945,22.70
-464.425,22.69
-464.905,22.68
