D,T
-13.545,16.5343
-14.545,16.4083
-15.545,15.9532
-16.545,14.8772
-17.545,14.8567
-18.545,14.8335
-19.545,14.8304
-20.545,14.8308
-21.545,14.8348
-22.545,14.8192
-23.545,14.833
-24.545,14.8336
-25.545,14.8246
-26.545,14.8242
-27.545,14.8237
-28.545,14.8153
-29.545,14.8179
-30.545,14.8108
-31.545,14.8117
-32.545,14.8158
-33.545,14.8185
-34.545,14.8193
-35.545,14.8159
-36.545,14.8133
-37.545,14.8154
-38.545,14.8141
-39.545,14.808
-40.545,14.8042
-41.545,14.8054
-42.545,15.3703
-43.545,15.8796
-44.545,15.8943
-45.545,15.9085
-46.545,15.9072
-47.545,15.9108
-48.545,15.9138
-49.545,15.9182
-50.545,15.9166
-51.545,15.9176
-52.545,15.9159
-53.545,15.9184
-54.545,15.919
-55.545,15.9243
-56.545,15.9206
-57.545,15.9241
-58.545,15.9224
-59.545,15.9242
-60.545,15.9259
-61.545,15.9223
-62.545,15.9245
-63.545,15.9276
-64.545,15.9287
-65.545,15.9326
-66.545,15.9257
-67.545,15.931
-68.545,15.9359
-69.545,15.927
-70.545,15.9262
-71.545,15.9306
-72.545,15.9306
-73.545,15.9284
-74.545,15.9345
-75.545,15.9356
-76.545,15.939
-77.545,15.935
-78.545,15.9349
-79.545,15.9338
-80.545,15.937
-81.545,15.9386
-82.545,15.9392
-83.545,15.9361
-84.545,15.9363
-85.545,15.9377
-86.545,15.9395
-87.545,15.9411
-88.545,15.9372
-89.545,15.938
-90.545,15.9365
-91.545,15.9392
-92.545,15.9396
-93.545,15.9352
-94.545,15.9361
-95.545,15.9379
-96.545,15.9385
-97.545,15.9373
-98.545,15.933
-99.545,15.939
-100.545,15.9486
-101.545,15.9533
-102.545,15.9687
-103.545,16.0049
-104.545,16.0372
-105.545,16.0657
-106.545,16.0814
-107.545,16.2001
-108.545,16.2549
-109.545,16.27
-110.545,16.2982
-111.545,16.3787
-112.545,16.3994
-113.545,16.4028
-114.545,16.4053
-115.545,16.4022
-116.545,16.4004
-117.545,16.4043
-118.545,16.4092
-119.545,16.402
-120.545,16.402
-121.545,16.4037
-122.545,16.4021
-123.545,16.404
-124.545,16.4029
-125.545,16.4071
-126.545,16.4061
-127.545,16.4041
-128.545,16.4074
-129.545,16.4089
-130.545,16.4054
-131.545,16.4103
-132.545,16.4101
-133.545,16.4092
-134.545,16.4119
-135.545,16.4049
-136.545,16.4097
-137.545,16.4054
-138.545,16.4122
-139.545,16.4122
-140.545,16.4138
-141.545,16.4132
-142.545,16.4109
-143.545,16.4133
-144.545,16.413
-145.545,16.4162
-146.545,16.4116
-147.545,16.3991
-148.545,16.3984
-149.545,16.4002
-150.545,16.4008
-151.545,16.4041
-152.545,16.4041
-153.545,16.3959
-154.545,16.3961
-155.545,16.399
-156.545,16.4039
-157.545,16.4041
-158.545,16.4014
-159.545,16.4052
-160.545,16.4124
-161.545,16.4052
-162.545,16.4118
-163.545,16.4115
-164.545,16.4087
-165.545,16.4075
-166.545,16.4052
-167.545,16.4114
-168.545,16.4163
-169.545,16.4096
-170.545,16.4057
-171.545,16.4061
-172.545,16.41
-173.545,16.4079
-174.545,16.4028
-175.545,16.4046
-176.545,16.4062
-177.545,16.4085
-178.545,16.4353
-179.545,16.3376
-180.545,16.9377
-181.545,16.884
-182.545,16.879
-183.545,16.8771
-184.545,16.8779
-185.545,16.8778
-186.545,16.877
-187.545,16.8803
-188.545,16.8821
-189.545,16.8836
-190.545,16.8814
-191.545,16.8828
-192.545,16.8795
-193.545,16.8804
-194.545,16.8782
-195.545,16.8794
-196.545,16.8817
-197.545,16.886
-198.545,16.8925
-199.545,16.9272
-200.545,17.1977
-201.545,17.7408
-202.545,17.8001
-203.545,17.6934
-204.545,17.7014
-205.545,17.707
-206.545,17.7142
-207.545,17.7093
-208.545,17.697
-209.545,17.6883
-210.545,17.6792
-211.545,17.6799
-212.545,17.6698
-213.545,17.6724
-214.545,17.6705
-215.545,17.6692
-216.545,17.6677
-217.545,17.6668
-218.545,17.6685
-219.545,17.6681
-220.545,17.668
-221.545,17.665
-222.545,17.6633
-223.545,17.6643
-224.545,17.6614
-225.545,17.6571
-226.545,17.6545
-227.545,17.6557
-228.545,17.6494
-229.545,17.6489
-230.545,17.6479
-231.545,17.6417
-232.545,17.6345
-233.545,17.6222
-234.545,17.6087
-235.545,17.5782
-236.545,17.5298
-237.545,17.4677
-238.545,17.3715
-239.545,17.2347
-240.545,17.0441
-241.545,16.8811
-242.545,16.7562
-243.545,16.7115
-244.545,16.6601
-245.545,16.6332
-246.545,16.6192
-247.545,16.611
-248.545,16.6087
-249.545,16.6256
-250.545,16.6437
-251.545,16.6606
-252.545,16.6742
-253.545,16.6981
-254.545,16.7093
-255.545,16.7306
-256.545,16.7437
-257.545,16.787
-258.545,16.7907
-259.545,16.8111
-260.545,16.8984
-261.545,16.9863
-262.545,17.0477
-263.545,17.1611
-264.545,17.4785
-265.545,17.7483
-266.545,17.9094
-267.545,18.0978
-268.545,18.4627
-269.545,18.4821
-270.545,18.4921
-271.545,18.5005
-272.545,18.4981
-273.545,18.4997
-274.545,18.5017
-275.545,18.5117
-276.545,18.51
-277.545,18.5246
-278.545,18.5228
-279.545,18.5308
-280.545,18.5329
-281.545,18.5389
-282.545,18.5376
-283.545,18.5481
-284.545,18.5507
-285.545,18.5516
-286.545,18.5512
-287.545,18.5566
-288.545,18.5516
-289.545,18.5534
-290.545,18.5579
-291.545,18.5584
-292.545,18.5543
-293.545,18.5626
-294.545,18.5625
-295.545,18.5602
-296.545,18.5686
-297.545,18.5671
-298.545,18.5654
-299.545,18.5695
-300.545,18.571
-301.545,18.5709
-302.545,18.5688
-303.545,18.4716
-304.545,18.1725
-305.545,18.0176
-306.545,17.948
-307.545,17.9036
-308.545,17.8884
-309.545,17.8717
-310.545,17.8816
-311.545,17.8883
-312.545,17.905
-313.545,17.9597
-314.545,18.1101
-315.545,18.419
-316.3914286,18.54571429
