D,T
-10.555,12.2364
-11.555,12.2237
-12.555,12.2184
-13.555,12.2202
-14.555,12.2158
-15.555,12.2093
-16.555,12.2071
-17.555,12.2035
-18.555,12.2005
-19.555,12.1959
-20.555,12.1986
-21.555,12.1931
-22.555,12.1947
-23.555,12.1952
-24.555,12.199
-25.555,12.1997
-26.555,12.2014
-27.555,12.1968
-28.555,12.1946
-29.555,12.1911
-30.555,12.1891
-31.555,12.1878
-32.555,12.1849
-33.555,12.1864
-34.555,12.1845
-35.555,12.1898
-36.555,12.1814
-37.555,12.184
-38.555,12.1846
-39.555,12.1831
-40.555,12.178
-41.555,12.1817
-42.555,12.1805
-43.555,12.1802
-44.555,12.1723
-45.555,12.171
-46.555,12.1762
-47.555,12.173
-48.555,12.1729
-49.555,12.17
-50.555,12.1677
-51.555,12.1663
-52.555,12.1721
-53.555,12.1724
-54.555,12.17
-55.555,12.1692
-56.555,12.1735
-57.555,12.1718
-58.555,12.1706
-59.555,12.1712
-60.555,12.1708
-61.555,12.1699
-62.555,12.1715
-63.555,12.172
-64.555,12.1701
-65.555,12.1722
-66.555,12.1731
-67.555,12.1692
-68.555,12.1734
-69.555,12.172
-70.555,12.1745
-71.555,12.1733
-72.555,12.1739
-73.555,12.175
-74.555,12.1718
-75.555,12.175
-76.555,12.1747
-77.555,12.1751
-78.555,12.1776
-79.555,12.1733
-80.555,12.1747
-81.555,12.1781
-82.555,12.1769
-83.555,12.1753
-84.555,12.1771
-85.555,12.1772
-86.555,12.1746
-87.555,12.1777
-88.555,12.1781
-89.555,12.178
-90.555,12.1825
-91.555,12.1808
-92.555,12.1792
-93.555,12.181
-94.555,12.1826
-95.555,12.1845
-96.555,12.1839
-97.555,12.1785
-98.555,12.1842
-99.555,12.1807
-100.555,12.1821
-101.555,12.1853
-102.555,12.1801
-103.555,12.1825
-104.555,12.1812
-105.555,12.1809
-106.555,12.1839
-107.555,12.1872
-108.555,12.1863
-109.555,12.1897
-110.555,12.1888
-111.555,12.1881
-112.555,12.1877
-113.555,12.1829
-114.555,12.1846
-115.555,12.186
-116.555,12.183
-117.555,12.1902
-118.555,12.1901
