D,T
-28.03,12.51
-29.03,12.492
-30.03,12.535
-31.03,12.544
-32.03,12.466
-33.03,12.415
-34.03,12.377
-35.03,12.357
-36.03,12.339
-37.03,12.336
-38.03,12.305
-39.03,12.257
-40.03,12.222
-41.03,12.206
-42.03,12.185
-43.03,12.173
-44.03,12.159
-45.03,12.151
-46.03,12.115
-47.03,12.104
-48.03,12.104
-49.03,12.09
-50.03,12.072
-51.03,12.065
-52.03,12.061
-53.03,12.055
-54.03,12.05
-55.03,12.042
-56.03,12.032
-57.03,12.024
-58.03,12.025
-59.03,12.024
-60.03,12.024
-61.03,12.024
-62.03,12.019
-63.03,12.025
-64.03,12.02
-65.03,12.02
-66.03,12.017
-67.03,12.027
-68.03,12.018
-69.03,12.02
-70.03,12.018
-71.03,12.024
-72.03,12.021
-73.03,12.019
-74.03,12.019
-75.03,12.014
-76.03,12.02
-77.03,12.018
-78.03,12.024
-79.03,12.025
-80.03,12.024
-81.03,12.024
-82.03,12.018
-83.03,12.024
-84.03,12.024
-85.03,12.027
-86.03,12.035
-87.03,12.04
-88.03,12.1
-89.03,12.168
-90.03,12.218
-91.03,12.249
-92.03,12.292
-93.03,12.32
-94.03,12.355
-95.03,12.384
-96.03,12.42
-97.03,12.447
-98.03,12.475
-99.03,12.494
-100.03,12.519
-101.03,12.528
-102.03,12.541
-103.03,12.56
-104.03,12.582
-105.03,12.607
-106.03,12.647
-107.03,12.671
-108.03,12.711
-109.03,12.756
-110.03,12.804
-111.03,12.836
-112.03,12.869
-113.03,12.9
-114.03,12.947
-115.03,12.982
-116.03,13.027
-117.03,13.079
-118.03,13.118
-119.03,13.157
-120.03,13.189
-121.03,13.223
-122.03,13.256
-123.03,13.272
-124.03,13.294
-125.03,13.319
-126.03,13.331
-127.03,13.358
-128.03,13.382
-129.03,13.399
-130.03,13.417
-131.03,13.449
-132.03,13.49
-133.03,13.528
-134.03,13.556
-135.03,13.577
-136.03,13.598
-137.03,13.621
-138.03,13.642
-139.03,13.666
-140.03,13.68
-141.03,13.703
-142.03,13.711
-143.03,13.724
-144.03,13.731
-145.03,13.741
-146.03,13.761
-147.03,13.777
-148.03,13.795
-149.03,13.809
-150.03,13.841
-151.03,13.859
-152.03,13.887
-153.03,13.906
-154.03,13.92
-155.03,13.942
-156.03,13.962
-157.03,13.982
-158.03,14.016
-159.03,14.039
-160.03,14.072
-161.03,14.12
-162.03,14.194
-163.03,14.293
-164.03,14.467
-165.03,14.701
-166.03,14.983
-167.03,15.313
-168.03,15.725
-169.03,15.823
-170.03,15.855
-171.03,15.874
-172.03,15.89
-173.03,15.905
-174.03,15.915
-175.03,15.913
-176.03,15.922
-177.03,15.928
-178.03,15.935
-179.03,15.946
-180.03,15.947
-181.03,15.952
-182.03,15.96
-183.03,15.962
-184.03,15.97
-185.03,15.975
-186.03,15.976
-187.03,15.974
-188.03,15.983
-189.03,15.983
-190.03,15.991
-191.03,15.986
-192.03,15.997
-193.03,15.993
-194.03,15.998
-195.03,16.005
-196.03,16
-197.03,16.004
-198.03,16.007
-199.03,16.002
-200.03,16.01
-201.03,16.007
-202.03,16.008
-203.03,16.012
-204.03,16.008
-205.03,16.008
-206.03,16.018
-207.03,16.014
-208.03,16.015
-209.03,16.021
-210.03,16.015
-211.03,16.019
-212.03,16.023
-213.03,16.022
-214.03,16.02
-215.03,16.014
-216.03,16.017
-217.03,16.021
-218.03,16.021
-219.03,16.028
-220.03,16.023
-221.03,16.026
-222.03,16.027
-223.03,16.022
-224.03,16.022
-225.03,16.028
-226.03,16.026
-227.03,16.028
-228.03,16.027
-229.03,16.025
-230.03,16.025
-231.03,16.029
-232.03,16.029
-233.03,16.029
-234.03,16.03
-235.03,16.037
-236.03,16.032
-237.03,16.037
-238.03,16.033
-239.03,16.033
-240.03,16.03
-241.03,16.037
-242.03,16.036
-243.03,16.031
-244.03,16.035
-245.03,16.034
-246.03,16.055
-247.03,16.085
-248.03,16.095
-249.03,16.102
-250.03,16.104
-251.03,16.102
-252.03,16.11
-253.03,16.11
-254.03,16.11
-255.03,16.106
-256.03,16.11
-257.03,16.109
-258.03,16.113
-259.03,16.114
-260.03,16.118
-261.03,16.118
-262.03,16.129
-263.03,16.142
-264.03,16.146
-265.03,16.161
-266.03,16.169
-267.03,16.18
-268.03,16.196
-269.03,16.213
-270.03,16.234
-271.03,16.247
-272.03,16.271
-273.03,16.287
-274.03,16.299
-275.03,16.31
-276.03,16.327
-277.03,16.337
-278.03,16.344
-279.03,16.36
-280.03,16.37
-281.03,16.389
-282.03,16.407
-283.03,16.43
-284.03,16.465
-285.03,16.494
-286.03,16.533
-287.03,16.573
-288.03,16.598
-289.03,16.618
-290.03,16.642
-291.03,16.666
-292.03,16.703
-293.03,16.727
-294.03,16.761
-295.03,16.788
-296.03,16.822
-297.03,16.855
-298.03,16.886
-299.03,16.924
-300.03,16.967
-301.03,17
-302.03,17.047
-303.03,17.102
-304.03,17.159
-305.03,17.216
-306.03,17.275
-307.03,17.338
-308.03,17.397
-309.03,17.455
-310.03,17.504
-311.03,17.549
-312.03,17.584
-313.03,17.622
-314.03,17.683
-315.03,17.748
-316.03,17.813
-317.03,17.862
-318.03,17.925
-319.03,17.981
-320.03,18.043
-321.03,18.127
-322.03,18.243
-323.03,18.346
-324.03,18.44
-325.03,18.711
-326.03,18.884
-327.03,18.913
-328.03,18.924
-329.03,18.922
-330.03,18.941
-331.03,18.949
-332.03,18.956
-333.03,18.963
-334.03,18.972
-335.03,18.986
-336.03,18.994
-337.03,18.996
-338.03,19
-339.03,19.003
-340.03,19.007
-341.03,19.01
-342.03,19.013
-343.03,19.015
-344.03,19.018
-345.03,19.019
-346.03,19.015
-347.03,19.016
-348.03,19.021
-349.03,19.017
-350.03,19.021
-351.03,19.019
-352.03,19.019
-353.03,19.017
-354.03,19.018
-355.03,19.016
-356.03,19.02
-357.03,19.013
-358.03,19.014
-359.03,19.013
-360.03,19.01
-361.03,19.012
-362.03,19.012
-363.03,19.009
-364.03,19.009
-365.03,19.006
-366.03,19.011
-367.03,19.007
-368.03,19.01
-369.03,19.009
-370.03,19.03
-371.03,19.118
-372.03,19.16
-373.03,19.181
-374.03,19.192
-375.03,19.191
-376.03,19.199
-377.03,19.202
-378.03,19.205
-379.03,19.239
-380.03,19.255
-381.03,19.254
-382.03,19.268
-383.03,19.39
-384.03,19.555
-385.03,19.796
-386.03,20.111
-387.03,20.464
-388.03,20.588
-389.03,20.626
-390.03,20.677
-391.03,21.503
-392.03,21.691
-393.03,21.77
-394.03,21.779
-395.03,21.814
-396.03,21.912
-397.03,21.96
-398.03,21.968
-399.03,21.989
-400.03,22.002
-401.03,22.016
-402.03,22.026
-403.03,22.035
-404.03,22.054
-405.03,22.061
-406.03,22.056
-407.03,22.047
-408.03,21.974
-409.03,21.929
-410.03,21.859
-411.03,21.803
-412.03,21.808
-413.03,21.862
-414.03,21.884
-415.03,21.895
-416.03,21.904
-417.03,21.951
-418.03,22.007
-419.03,22.039
-420.03,22.067
-421.03,22.092
-422.03,22.123
-423.03,22.169
-424.03,22.203
-425.03,22.22
-426.03,22.245
-427.03,22.28
-428.03,22.323
-429.03,22.462
-430.03,22.511
-431.03,22.522
-432.03,22.528
-433.03,22.535
-434.03,22.539
-435.03,22.537
-436.03,22.539
-437.03,22.541
-438.03,22.544
-439.03,22.544
-440.03,22.551
-441.03,22.548
-442.03,22.553
-443.03,22.555
-444.03,22.551
-445.03,22.569
-446.03,22.596
-447.03,22.632
-448.03,22.641
-449.03,22.642
-450.03,22.646
-451.03,22.648
-452.03,22.647
-453.03,22.653
-454.03,22.648
-455.03,22.74
-456.03,22.829
-457.03,22.879
-458.03,22.902
-459.03,22.91
-460.03,22.917
-461.03,22.926
-462.03,22.924
-463.03,22.93
-464.03,22.931
-465.03,22.937
-466.03,22.937
-467.03,22.938
-468.03,22.929
-469.03,22.945
-470.03,22.949
-471.03,22.952
-472.03,22.95
-473.03,22.95
-474.03,22.949
-475.03,22.953
-476.03,22.95
-477.03,22.953
-478.03,22.949
-479.03,22.952
-480.03,22.954
-481.03,22.956
-482.03,22.962
-483.03,22.975
-483.93,22.97125
