D,T
-17.84,10.99
-18.84,10.95
-19.84,10.92
-20.84,10.91
-21.84,10.90
-22.84,10.90
-23.84,10.89
-24.84,10.88
-25.84,10.88
-26.84,10.87
-27.84,10.86
-28.84,10.86
-29.84,10.86
-30.84,10.86
-31.84,10.86
-32.84,10.86
-33.84,10.86
-34.84,10.85
-35.84,10.85
-36.84,10.84
-37.84,10.84
-38.84,10.84
-39.84,10.85
-40.84,10.85
-41.84,10.84
-42.84,10.85
-43.84,10.85
-44.84,10.85
-45.84,10.85
-46.84,10.85
-47.84,10.85
-48.84,10.85
-49.84,10.85
-50.84,10.85
-51.84,10.85
-52.84,10.85
-53.84,10.84
-54.84,10.85
-55.84,10.86
-56.84,10.88
-57.84,10.89
-58.84,10.91
-59.84,10.93
-60.84,10.99
-61.84,11.11
-62.84,11.34
-63.84,11.71
-64.84,12.20
-65.84,12.70
-66.84,12.87
-67.84,12.91
-68.84,12.93
-69.84,12.96
-70.84,12.99
-71.84,13.00
-72.84,13.01
-73.84,13.02
-74.84,13.04
-75.84,13.04
-76.84,13.06
-77.84,13.07
-78.84,13.07
-79.84,13.08
-80.84,13.09
-81.84,13.10
-82.84,13.10
-83.84,13.10
-84.84,13.09
-85.84,13.11
-86.84,13.10
-87.84,13.10
-88.84,13.10
-89.84,13.10
-90.84,13.11
-91.84,13.11
-92.84,13.11
-93.84,13.11
-94.84,13.11
-95.84,13.12
-96.84,13.11
-97.84,13.11
-98.84,13.11
-99.84,13.11
-100.84,13.11
-101.84,13.12
-102.84,13.12
-103.84,13.12
-104.84,13.11
-105.84,13.12
-106.84,13.12
-107.84,13.11
-108.84,13.12
-109.84,13.11
-110.84,13.11
-111.84,13.11
-112.84,13.09
-113.84,13.10
-114.84,13.11
-115.84,13.14
-116.84,13.14
-117.84,13.13
-118.84,13.13
-119.84,13.13
-120.84,13.12
-121.84,13.13
-122.84,13.13
-123.84,13.14
-124.84,13.14
-125.84,13.13
-126.84,13.13
-127.84,13.15
-128.84,13.15
-129.84,13.14
-130.84,13.13
-131.84,13.14
-132.84,13.15
-133.84,13.15
-134.84,13.15
-135.84,13.15
-136.84,13.15
-137.84,13.15
-138.84,13.14
-139.84,13.14
-140.84,13.14
-141.84,13.16
-142.84,13.18
-143.84,13.17
-144.84,13.18
-145.84,13.19
-146.84,13.19
-147.84,13.19
-148.84,13.20
-149.84,13.20
-150.84,13.20
-151.84,13.20
-152.84,13.20
-153.84,13.19
-154.84,13.19
-155.84,13.19
-156.84,13.21
-157.84,13.22
-158.84,13.22
-159.84,13.23
-160.84,13.24
-161.84,13.23
-162.84,13.23
-163.84,13.23
-164.84,13.23
-165.84,13.23
-166.84,13.24
-167.84,13.24
-168.84,13.25
-169.84,13.25
-170.84,13.25
-171.84,13.24
-172.84,13.26
-173.84,13.26
-174.84,13.26
-175.84,13.26
-176.84,13.27
-177.84,13.27
-178.84,13.26
-179.84,13.29
-180.84,13.30
-181.84,13.34
-182.84,13.32
-183.84,13.32
-184.84,13.33
-185.84,13.32
-186.84,13.32
-187.84,13.33
-188.84,13.34
-189.84,13.38
-190.84,13.37
-191.84,13.36
-192.84,13.34
-193.84,13.35
-194.84,13.35
-195.84,13.34
-196.84,13.35
-197.84,13.35
-198.84,13.36
-199.84,13.38
-200.84,13.38
-201.84,13.38
-202.84,14.06
-203.84,14.90
-204.84,15.13
-205.84,15.23
-206.84,15.25
-207.84,15.28
-208.84,15.30
-209.84,15.30
-210.84,15.32
-211.84,15.31
-212.84,15.32
-213.84,15.33
-214.84,15.33
-215.84,15.34
-216.84,15.34
-217.84,15.34
-218.84,15.35
-219.84,15.35
-220.84,15.35
-221.84,15.35
-222.84,15.35
-223.84,15.35
-224.84,15.35
-225.84,15.36
-226.84,15.36
-227.84,15.36
-228.84,15.36
-229.84,15.36
-230.84,15.37
-231.84,15.37
-232.84,15.36
-233.84,15.37
-234.84,15.37
-235.84,15.37
-236.84,15.37
-237.84,15.37
-238.84,15.37
-239.84,15.37
-240.84,15.36
-241.84,15.36
-242.84,15.36
-243.84,15.36
-244.84,15.35
-245.84,15.35
-246.84,15.35
-247.84,15.35
-248.84,15.35
-249.84,15.35
-250.84,15.35
-251.84,15.35
-252.84,15.35
-253.84,15.35
-254.84,15.35
-255.84,15.35
-256.84,15.35
-257.84,15.35
-258.84,15.35
-259.84,15.35
-260.84,15.35
-261.84,15.35
-262.84,15.35
-263.84,15.34
-264.84,15.34
-265.84,15.34
-266.84,15.34
-267.84,15.34
-268.84,15.38
-269.84,15.43
-270.84,15.44
-271.84,15.45
-272.84,15.45
-273.84,15.45
-274.84,15.46
-275.84,15.45
-276.84,15.45
-277.84,15.46
-278.84,15.46
-279.84,15.46
-280.84,15.46
-281.84,15.46
-282.84,15.46
-283.84,15.46
-284.84,15.46
-285.84,15.47
-286.84,15.47
-287.84,15.47
-288.84,15.46
-289.84,15.46
-290.84,15.47
-291.84,15.46
-292.84,15.47
-293.84,15.47
-294.84,15.47
-295.84,15.47
-296.84,15.47
-297.84,15.47
-298.84,15.47
-299.84,15.48
-300.84,15.54
-301.84,15.98
-302.54,16.73
-303.54,17.19
-304.54,17.24
-305.54,17.24
-306.54,17.26
-307.54,17.30
-308.54,17.38
-309.54,17.46
-310.54,17.48
-311.54,17.50
-312.54,17.51
-313.54,17.53
-314.54,17.64
-315.54,17.97
-316.54,18.13
-317.44,18.05
