D,T
-6.09,11.59
-6.89,11.59
-7.69,11.59
-8.49,11.36
-9.29,11.13
-10.09,11.17
-10.89,11.16
-11.69,11.16
-12.49,11.16
-13.29,11.17
-14.09,11.18
-14.89,11.21
-15.69,11.27
-16.49,11.33
-17.29,11.33
-18.09,11.34
-18.89,11.33
-19.69,11.33
-20.49,11.33
-21.29,11.33
-22.09,11.33
-22.89,11.33
-23.69,11.33
-24.49,11.33
-25.29,11.33
-26.09,11.33
-26.89,11.33
-27.69,11.33
-28.49,11.33
-29.29,11.33
-30.09,11.33
-30.89,11.33
-31.69,11.33
-32.49,11.33
-33.29,11.33
-34.09,11.33
-34.89,11.33
-35.69,11.33
-36.49,11.34
-37.29,11.33
-38.09,11.34
-38.89,11.33
-39.69,11.33
-40.49,11.33
-41.29,11.33
-42.09,11.34
-42.89,11.34
-43.69,11.33
-44.49,11.33
-45.29,11.33
-46.09,11.33
-46.89,11.34
-47.69,11.33
-48.49,11.33
-49.29,11.34
-50.09,11.33
-50.89,11.33
-51.69,11.33
-52.49,11.34
-53.29,11.34
-54.09,11.33
-54.89,11.34
-55.69,11.33
-56.49,11.34
-57.29,11.34
-58.09,11.34
-58.89,11.33
-59.69,11.33
-60.49,11.34
-61.29,11.34
-62.09,11.34
-62.89,11.34
-63.69,11.34
-64.49,11.34
-65.29,11.34
-66.09,11.33
-66.89,11.34
-67.69,11.34
-68.49,11.34
-69.29,11.34
-70.09,11.34
-70.89,11.34
-71.69,11.40
-72.49,11.47
-73.29,11.53
-74.09,11.61
-74.89,11.67
-75.69,11.71
-76.49,11.74
-77.29,11.76
-78.09,11.78
-78.89,11.80
-79.69,11.82
-80.49,11.84
-81.29,11.86
-82.09,11.89
-82.89,11.91
-83.69,11.92
-84.49,11.94
-85.29,11.95
-86.09,11.97
-86.89,11.98
-87.69,11.99
-88.49,12.01
-89.29,12.02
-90.09,12.04
-90.89,12.05
-91.69,12.07
-92.49,12.07
-93.29,12.08
-94.09,12.09
-94.89,12.10
-95.69,12.11
-96.49,12.12
-97.29,12.13
-98.09,12.14
-98.89,12.15
-99.69,12.17
-100.49,12.17
-101.29,12.19
-102.09,12.21
-102.89,12.23
-103.69,12.25
-104.49,12.26
-105.29,12.28
-106.09,12.29
-106.89,12.31
-107.69,12.33
-108.49,12.35
-109.29,12.38
-110.09,12.40
-110.89,12.43
-111.69,12.46
-112.49,12.50
-113.29,12.53
-114.09,12.58
-114.89,12.61
-115.69,12.65
-116.49,12.69
-117.29,12.72
-118.09,12.75
-118.89,12.77
-119.69,12.80
-120.49,12.83
-121.29,12.87
-122.09,12.90
-122.89,12.93
-123.69,12.95
-124.49,12.98
-125.29,13.00
-126.09,13.01
-126.89,13.03
-127.69,13.05
-128.49,13.06
-129.29,13.07
-130.09,13.10
-130.89,13.14
-131.69,13.19
-132.49,13.24
-133.29,13.29
-134.09,13.34
-134.89,13.39
-135.69,13.47
-136.49,13.53
-137.29,13.61
-138.09,13.75
-138.89,13.91
-139.69,14.03
-140.49,14.22
-141.29,14.45
-142.09,14.67
-142.89,14.84
-143.69,14.92
-144.49,15.05
-145.29,15.29
-146.09,15.64
-146.89,15.77
-147.69,15.78
-148.49,15.78
-149.29,15.78
-150.09,15.78
-150.89,15.78
-151.69,15.78
-152.49,15.78
-153.29,15.78
-154.09,15.78
-154.89,15.78
-155.69,15.78
-156.49,15.78
-157.29,15.79
-158.09,15.78
-158.89,15.78
-159.69,15.78
-160.49,15.79
-161.29,15.79
-162.09,15.79
-162.89,15.79
-163.69,15.78
-164.49,15.78
-165.29,15.78
-166.09,15.79
-166.89,15.79
-167.69,15.79
-168.49,15.79
-169.29,15.79
-170.09,15.79
-170.89,15.80
-171.69,15.79
-172.49,15.80
-173.29,15.80
-174.09,15.80
-174.89,15.80
-175.69,15.80
-176.49,15.80
-177.29,15.82
-178.09,15.81
-178.89,15.81
-179.69,15.82
-180.49,15.81
-181.29,15.82
-182.09,15.81
-182.89,15.81
-183.69,15.81
-184.49,15.81
-185.29,15.81
-186.09,15.81
-186.89,15.82
-187.69,15.82
-188.49,15.82
-189.29,15.81
-190.09,15.81
-190.89,15.82
-191.69,15.82
-192.49,15.82
-193.29,15.82
-194.09,15.82
-194.89,15.82
-195.69,15.82
-196.49,15.82
-197.29,15.82
-198.09,15.82
-198.89,15.82
-199.69,15.82
-200.49,15.82
-201.29,15.82
-202.09,15.82
-202.89,15.82
-203.69,15.82
-204.49,15.82
-205.29,15.82
-206.09,15.83
-206.89,15.82
-207.69,15.82
-208.49,15.82
-209.29,15.82
-210.09,15.82
-210.89,15.82
-211.69,15.83
-212.49,15.82
-213.29,15.82
-214.09,15.82
-214.89,15.83
-215.69,15.83
-216.49,15.83
-217.29,15.83
-218.09,15.82
-218.89,15.83
-219.69,15.83
-220.49,15.83
-221.29,15.83
-222.09,15.83
-222.89,15.83
-223.69,15.84
-224.49,15.83
-225.29,15.83
-226.09,15.83
-226.89,15.84
-227.69,15.83
-228.49,15.84
-229.29,15.83
-230.09,15.83
-230.89,15.83
-231.69,15.84
-232.49,15.83
-233.29,15.84
-234.09,15.84
-234.89,15.83
-235.69,15.83
-236.49,15.84
-237.29,15.83
-238.09,15.83
-238.89,15.84
-239.69,15.83
-240.49,15.84
-241.29,15.84
-242.09,15.84
-242.89,15.84
-243.69,15.83
-244.49,15.84
-245.29,15.85
-246.09,15.85
-246.89,15.86
-247.69,15.87
-248.49,15.87
-249.29,15.88
-250.09,15.89
-250.89,15.90
-251.69,15.91
-252.49,15.91
-253.29,15.92
-254.09,15.92
-254.89,15.93
-255.69,15.93
-256.49,15.93
-257.29,15.94
-258.09,15.94
-258.89,15.95
-259.69,15.95
-260.49,15.96
-261.29,15.96
-262.09,15.98
-262.89,15.99
-263.69,16.00
-264.49,16.00
-265.29,16.01
-266.09,16.02
-266.89,16.03
-267.69,16.04
-268.49,16.05
-269.29,16.05
-270.09,16.06
-270.89,16.08
-271.69,16.09
-272.49,16.11
-273.29,16.13
-274.09,16.13
-274.89,16.13
-275.69,16.15
-276.49,16.15
-277.29,16.16
-278.09,16.17
-278.89,16.19
-279.69,16.21
-280.49,16.21
-281.29,16.22
-282.09,16.22
-282.89,16.23
-283.69,16.24
-284.49,16.26
-285.29,16.29
-286.09,16.31
-286.89,16.34
-287.69,16.37
-288.49,16.39
-289.29,16.40
-290.09,16.42
-290.89,16.44
-291.69,16.45
-292.49,16.47
-293.29,16.49
-294.09,16.50
-294.89,16.52
-295.69,16.54
-296.49,16.57
-297.29,16.62
-298.09,16.65
-298.89,16.67
-299.69,16.69
-300.49,16.72
-301.29,16.75
-302.09,16.78
-302.89,16.81
-303.69,16.84
-304.49,16.88
-305.29,16.96
-306.09,17.04
-306.89,17.12
-307.69,17.18
-308.49,17.24
-309.29,17.31
-310.09,17.37
-310.89,17.44
-311.69,17.50
-312.49,17.60
-313.29,17.68
-314.09,17.78
-314.89,17.78
-315.69,17.78
-316.49,17.78
-317.29,17.79
-318.09,17.88
-318.89,18.04
-319.69,18.08
-320.49,18.08
-321.29,18.08
-322.09,18.08
-322.89,18.13
-323.69,18.44
-324.49,18.95
-325.29,19.44
-326.09,19.50
-326.89,19.50
-327.69,19.50
-328.49,19.51
-329.29,19.50
-330.09,19.51
-330.89,19.51
-331.69,19.51
-332.49,19.51
-333.29,19.51
-334.09,19.51
-334.89,19.52
-335.69,19.52
-336.49,19.52
-337.29,19.51
-338.09,19.52
-338.89,19.52
-339.69,19.52
-340.49,19.52
-341.29,19.52
-342.09,19.52
-342.89,19.52
-343.69,19.53
-344.49,19.52
-345.29,19.52
-346.09,19.52
-346.89,19.52
-347.69,19.52
-348.49,19.53
-349.29,19.53
-350.09,19.53
-350.89,19.52
-351.69,19.53
-352.49,19.53
-353.29,19.53
-354.09,19.53
-354.89,19.53
-355.69,19.53
-356.49,19.53
-357.29,19.54
-358.09,19.53
-358.89,19.53
-359.69,19.53
-360.49,19.53
-361.29,19.53
-362.09,19.54
-362.89,19.53
-363.69,19.54
-364.49,19.53
-365.29,19.54
-366.09,19.53
-366.89,19.54
-367.69,19.52
-368.49,19.48
-369.29,19.59
-370.09,19.72
-370.89,19.73
-371.69,19.73
-372.49,19.74
-373.29,19.73
-374.09,19.73
-374.89,19.73
-375.69,19.73
-376.49,19.73
-377.29,19.73
-378.09,19.74
-378.89,19.74
-379.69,19.73
-380.49,19.73
-381.29,19.73
-382.09,19.73
-382.89,19.73
-383.69,19.74
-384.49,19.74
-385.29,19.73
-386.09,19.73
-386.89,19.74
-387.69,19.73
-388.49,19.73
-389.29,19.73
-390.09,19.89
-390.89,20.44
-391.69,20.89
-392.49,21.05
-393.29,21.07
-394.09,21.06
-394.89,21.06
-395.69,21.07
-396.49,21.10
-397.29,21.38
-398.09,21.53
-398.89,21.57
-399.69,21.61
-400.49,21.68
-401.29,21.77
-402.09,21.83
-402.89,21.83
-403.69,21.84
-404.49,21.84
-405.29,21.84
-406.09,21.82
-406.89,21.75
-407.69,21.69
-408.49,21.61
-409.29,21.49
-410.09,21.46
-410.89,21.49
-411.69,21.51
-412.49,21.53
-413.29,21.53
-414.09,21.53
-414.89,21.54
-415.69,21.56
-416.49,21.58
-417.29,21.60
-418.09,21.62
-418.89,21.64
-419.69,21.65
-420.49,21.68
-421.29,21.70
-422.09,21.73
-422.89,21.75
-423.69,21.77
-424.49,21.80
-425.29,21.83
-426.09,21.85
-426.89,21.89
-427.69,21.99
-428.49,22.03
-429.29,22.03
-430.09,22.03
-430.89,22.03
-431.69,22.03
-432.49,22.03
-433.29,22.03
-434.09,22.03
-434.89,22.03
-435.69,22.03
-436.49,22.03
-437.29,22.03
-438.09,22.02
-438.89,22.03
-439.69,22.03
-440.49,22.02
-441.29,22.02
-442.09,22.03
-442.89,22.03
-443.69,22.03
-444.49,22.09
-445.29,22.27
-446.09,22.34
-446.89,22.40
-447.69,22.47
-448.49,22.56
-449.29,22.68
-450.09,22.77
-450.89,22.78
-451.69,22.78
-452.49,22.78
-453.29,22.78
-454.09,22.81
-454.89,22.91
-455.69,22.97
-456.49,22.98
-457.29,22.98
-458.09,22.98
-458.89,22.98
-459.69,22.99
-460.49,22.98
-461.29,22.99
-462.09,22.99
-462.89,22.99
-463.69,22.99
-464.49,22.99
-465.29,22.99
-466.09,22.99
-466.89,22.99
-467.69,23.00
-468.49,22.99
-469.29,22.99
-470.09,22.99
-470.89,22.99
-471.69,22.99
-472.49,22.99
-473.29,22.99
-474.09,22.99
-474.89,22.98
-475.69,22.98
-476.49,22.98
-477.06,22.99
