330286.1794871795,661244.0769230769,Considerable,Coal
330002.6666666667,663666.4666666667,Moderate,Coal
329979.3846153846,663663.3846153846,Moderate,Coal
329886.4866666667,663904.72,Considerable,Coal
329503.55555555556,663951.3333333334,Considerable,Coal
329072.3333333333,667200.5555555555,Moderate,Ironstone
329238.8108108108,667302.3783783783,Moderate,Coal
329335.8,661162.8,Considerable,Coal
329504.3409090909,661729.2045454546,Considerable,Coal
329520.2368421053,661897.8947368421,Considerable,Coal
329508.7882352941,662987.7529411765,Considerable,Coal
328867.63636363635,666535.4545454546,Moderate,Coal
329012.4285714286,667213.8571428572,Moderate,Ironstone
329023.4285714286,667210.4285714285,Moderate,Ironstone
329112.36,667051.12,Moderate,Coal
329294.52032520325,661953.3008130081,Considerable,Coal
328505.2727272727,665446.0,Considerable,Coal
328617.4210526316,666139.8421052631,Considerable,Ironstone
328872.6,665908.15,Considerable,Coal
328162.0,665391.0,Considerable,Coal
328399.525,665573.925,Considerable,Coal
328846.52,661510.0,Considerable,Coal
328844.0625,661913.625,Considerable,Coal
327719.63157894736,664793.8947368421,Considerable,Coal
327812.77777777775,664917.8888888889,Shallow,Ironstone
327893.55555555556,664803.2222222222,Considerable,Coal
327964.9,665073.1,Shallow,Coal
327298.2,666198.6,Moderate,Oil
327297.4,666488.0,Shallow,Oil
327562.14285714284,664259.0952380953,Considerable,Coal
327744.28571428574,663999.1428571428,Considerable,Coal
333256.57692307694,661889.4615384615,Considerable,Coal
333512.35294117645,661383.4705882353,Considerable,Coal
333506.2727272727,662567.1090909091,Considerable,Coal
333611.22222222225,663651.0,Considerable,Coal
332412.2,668044.8,Considerable,Coal
332952.71428571426,660800.6428571428,Considerable,Coal
332814.8461538461,661753.9230769231,Shallow,Coal
332853.2,661767.2,Considerable,Coal
330953.6153846154,663171.5384615385,Moderate,Coal
331044.109375,666069.0625,Considerable,Coal
331806.8,664987.0,Considerable,Coal
332078.44,664989.44,Considerable,Coal
330517.8,664637.6,Considerable,Coal
330356.0,666203.4,Considerable,Coal
330488.8,666415.4,Considerable,Coal
331056.76923076925,662673.1538461539,Considerable,Coal
329459.02173913043,661955.2173913043,Considerable,Coal
329986.93333333335,660441.9333333333,Moderate,Coal
