summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2003-06-30,4.493222
2003-07-01,4.5164323
2003-07-02,2.8988519
2003-07-03,3.1326556
2003-07-04,3.5583856
2003-07-05,2.3444157
2003-07-06,2.9843764
2003-07-07,4.1752806
2003-07-08,2.8772151
2003-07-09,2.385169
2003-07-10,4.7578373
2003-07-11,5.417885
2003-07-12,3.7413266
2003-07-13,2.4771905
2003-07-14,3.1172426
2003-07-15,2.9794326
2003-07-16,4.37232
2003-07-17,3.7508342
2003-07-18,3.3651
2003-07-19,2.7891097
2003-07-20,3.1640537
2003-07-21,3.2892482
2003-07-22,3.398854
2003-07-23,4.2529125
2003-07-24,4.887727
2003-07-25,3.449244
2003-07-26,2.3643777
2003-07-27,3.4715297
2003-07-28,3.7550752
2003-07-29,3.138338
2003-07-30,2.215619
2003-07-31,3.9604282
2003-08-01,4.6996675
2003-08-02,4.1854844
2003-08-03,2.5585217
2003-08-04,1.4305023
2003-08-05,1.913982
2003-08-06,2.0369904
2003-08-07,1.9728234
2003-08-08,1.8160009
2003-08-09,2.048016
2003-08-10,2.310515
2003-08-11,2.2030587
2003-08-12,1.5895492
2003-08-13,4.7582927
2003-08-14,3.6970592
2003-08-15,1.6254483
2003-08-16,1.5899625
2003-08-17,2.8640163
2003-08-18,4.956232
2003-08-19,5.8797164
2003-08-20,3.8789103
2003-08-21,6.359221
2003-08-22,5.0385423
2003-08-23,2.1323411
2003-08-24,2.2965922
2003-08-25,2.6706862
2003-08-26,2.5355577
2003-08-27,1.6527809
2003-08-28,2.5893137
2003-08-29,3.8786058
2003-08-30,2.8091896
2003-08-31,2.5495503
2003-09-01,1.7074716
2003-09-02,1.8738838
2003-09-03,2.0066528
2003-09-04,2.443464
2003-09-05,2.5900433
2003-09-06,1.8911302
2003-09-07,2.6973324
2003-09-08,2.2121048
2003-09-09,3.2856364
2003-09-10,1.5251739
2003-09-11,2.921448
2003-09-12,2.8286588
2003-09-13,5.168412
2003-09-14,4.91518
2003-09-15,2.865468
2003-09-16,2.5839453
2003-09-17,5.2154584
2003-09-18,4.174377
2003-09-19,2.343391
2003-09-20,1.3224146
2003-09-21,3.2196107
2003-09-22,4.3388166
2003-09-23,4.0308084
2003-09-24,4.4171367
2003-09-25,5.1763067
2003-09-26,3.6156523
2003-09-27,1.1878057
2003-09-28,1.3758533
2003-09-29,2.8822198
2003-09-30,1.550426
2003-10-01,1.4119667
2003-10-02,2.2087722
2003-10-03,4.6093407
2003-10-04,4.1417236
2003-10-05,4.5650053
2003-10-06,7.1511106
2003-10-07,6.1536965
2003-10-08,5.497932
