summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Wind Speed (m s-1)
2002-06-30,4.4908347
2002-07-01,3.5110507
2002-07-02,3.3158536
2002-07-03,2.442283
2002-07-04,2.5015986
2002-07-05,2.5345953
2002-07-06,2.7765222
2002-07-07,3.0599327
2002-07-08,5.3972993
2002-07-09,2.1708739
2002-07-10,2.6523073
2002-07-11,3.488312
2002-07-12,2.0683496
2002-07-13,1.5671736
2002-07-14,2.4051986
2002-07-15,3.0719292
2002-07-16,2.2839952
2002-07-17,2.3036692
2002-07-18,1.6237396
2002-07-19,1.7107426
2002-07-20,2.7253675
2002-07-21,2.9483423
2002-07-22,3.306826
2002-07-23,2.9418914
2002-07-24,3.79864
2002-07-25,4.260996
2002-07-26,3.5689602
2002-07-27,3.5915687
2002-07-28,3.9893563
2002-07-29,1.9980676
2002-07-30,1.1872766
2002-07-31,2.7602623
2002-08-01,4.236954
2002-08-02,3.7930098
2002-08-03,1.8531195
2002-08-04,1.7425524
2002-08-05,1.4578505
2002-08-06,1.1755095
2002-08-07,2.565176
2002-08-08,1.9619982
2002-08-09,2.4331656
2002-08-10,1.9911075
2002-08-11,1.8686244
2002-08-12,3.3380263
2002-08-13,4.038054
2002-08-14,3.148801
2002-08-15,5.0489855
2002-08-16,1.9190353
2002-08-17,4.831129
2002-08-18,1.6637843
2002-08-19,1.4135367
2002-08-20,1.6996229
2002-08-21,1.6297164
2002-08-22,2.2577558
2002-08-23,2.4020119
2002-08-24,1.8672017
2002-08-25,1.9186836
2002-08-26,1.361135
2002-08-27,1.8783983
2002-08-28,3.1152487
2002-08-29,4.7535706
2002-08-30,3.8697405
2002-08-31,4.8784647
2002-09-01,2.948284
2002-09-02,3.2740068
2002-09-03,1.5818883
2002-09-04,1.2589487
2002-09-05,3.8320255
2002-09-06,3.4936264
2002-09-07,2.6605334
2002-09-08,3.5904756
2002-09-09,3.1411843
2002-09-10,3.9446108
2002-09-11,2.0526338
2002-09-12,2.1792595
2002-09-13,2.6686502
2002-09-14,1.8425965
2002-09-15,1.293419
2002-09-16,0.83223784
2002-09-17,1.3064944
2002-09-18,1.1050816
2002-09-19,1.0927652
2002-09-20,1.2195985
2002-09-21,2.2677755
2002-09-22,2.926448
2002-09-23,1.8805908
2002-09-24,1.2589501
2002-09-25,3.3796198
2002-09-26,3.015343
2002-09-27,1.9696935
2002-09-28,1.362022
2002-09-29,2.5741074
2002-09-30,1.7114553
2002-10-01,1.1903331
2002-10-02,2.4695559
2002-10-03,3.399733
2002-10-04,3.5297146
2002-10-05,5.0124793
2002-10-06,1.6074237
2002-10-07,1.2643883
2002-10-08,4.5191784
2002-10-09,5.612641
2002-10-10,5.15489
2002-10-11,5.522373
2002-10-12,4.2998834
2002-10-13,2.5092227
2002-10-14,2.9995444
2002-10-15,3.8076894
2002-10-16,2.9005404
2002-10-17,2.1772485
2002-10-18,2.9709363
2002-10-19,2.660457
2002-10-20,2.4684613
2002-10-21,6.089462
2002-10-22,6.035722
2002-10-23,5.245275
2002-10-24,3.9141777
2002-10-25,3.4647353
2002-10-26,4.429703
2002-10-27,5.8633237
2002-10-28,4.4408736
2002-10-29,1.3715991
2002-10-30,1.3245263
2002-10-31,1.3782036
2002-11-01,1.7144817
2002-11-02,4.2621727
2002-11-03,4.4705615
2002-11-04,3.3869245
2002-11-05,3.216244
2002-11-06,5.17773
2002-11-07,4.9652853
2002-11-08,3.6028857
2002-11-09,1.3582311
2002-11-10,3.4030623
2002-11-11,4.773362
2002-11-12,3.4056005
2002-11-13,2.1288595
2002-11-14,7.148928
2002-11-15,3.317067
2002-11-16,2.3646245
2002-11-17,1.8476073
2002-11-18,1.5427709
2002-11-19,3.9331753
2002-11-20,5.39092
2002-11-21,6.5755353
2002-11-22,4.971176
2002-11-23,3.9520113
