0.00E+00,1.00E+02
1.00E-03,1.00E+02
2.00E-03,1.00E+02
3.00E-03,1.00E+02
4.00E-03,1.00E+02
5.00E-03,1.00E+02
6.00E-03,1.00E+02
7.00E-03,1.00E+02
8.00E-03,1.00E+02
9.00E-03,1.00E+02
1.00E-02,1.00E+02
1.10E-02,1.00E+02
1.20E-02,1.00E+02
1.30E-02,1.00E+02
1.40E-02,1.00E+02
1.50E-02,1.00E+02
1.60E-02,1.00E+02
1.70E-02,1.00E+02
1.80E-02,1.00E+02
1.90E-02,1.00E+02
2.00E-02,1.00E+02
2.10E-02,1.00E+02
2.20E-02,1.00E+02
2.30E-02,1.00E+02
2.40E-02,1.00E+02
2.50E-02,1.00E+02
2.60E-02,1.00E+02
2.70E-02,1.00E+02
2.80E-02,1.00E+02
2.90E-02,1.00E+02
3.00E-02,1.00E+02
3.10E-02,1.00E+02
3.20E-02,1.00E+02
3.30E-02,1.00E+02
3.40E-02,1.00E+02
3.50E-02,1.00E+02
3.60E-02,1.00E+02
3.70E-02,1.00E+02
3.80E-02,1.00E+02
3.90E-02,1.00E+02
4.00E-02,1.00E+02
4.10E-02,1.00E+02
4.20E-02,1.00E+02
4.30E-02,1.00E+02
4.40E-02,1.00E+02
4.50E-02,1.00E+02
4.60E-02,1.00E+02
4.70E-02,1.00E+02
4.80E-02,1.00E+02
4.90E-02,1.00E+02
5.00E-02,1.00E+02
5.10E-02,1.00E+02
5.20E-02,1.00E+02
5.30E-02,1.00E+02
5.40E-02,1.00E+02
5.50E-02,1.00E+02
5.60E-02,1.00E+02
5.70E-02,1.00E+02
5.80E-02,1.00E+02
5.90E-02,1.00E+02
6.00E-02,1.00E+02
6.10E-02,1.00E+02
6.20E-02,1.00E+02
6.30E-02,1.00E+02
6.40E-02,1.00E+02
6.50E-02,1.00E+02
6.60E-02,1.00E+02
6.70E-02,1.00E+02
6.80E-02,1.00E+02
6.90E-02,1.00E+02
7.00E-02,1.00E+02
7.10E-02,1.00E+02
7.20E-02,1.00E+02
7.30E-02,1.00E+02
7.40E-02,1.00E+02
7.50E-02,1.00E+02
7.60E-02,1.00E+02
7.70E-02,1.00E+02
7.80E-02,1.00E+02
7.90E-02,1.00E+02
8.00E-02,1.00E+02
8.10E-02,1.00E+02
8.20E-02,1.00E+02
8.30E-02,1.00E+02
8.40E-02,1.00E+02
8.50E-02,1.00E+02
8.60E-02,1.00E+02
8.70E-02,1.00E+02
8.80E-02,1.00E+02
8.90E-02,1.00E+02
9.00E-02,1.00E+02
9.10E-02,1.00E+02
9.20E-02,1.00E+02
9.30E-02,1.00E+02
9.40E-02,1.00E+02
9.50E-02,1.00E+02
9.60E-02,1.00E+02
9.70E-02,1.00E+02
9.80E-02,1.00E+02
9.90E-02,1.00E+02
1.00E-01,1.00E+02
1.01E-01,1.00E+02
1.02E-01,1.00E+02
1.03E-01,1.00E+02
1.04E-01,1.00E+02
1.05E-01,1.00E+02
1.06E-01,1.00E+02
1.07E-01,1.00E+02
1.08E-01,1.00E+02
1.09E-01,1.00E+02
1.10E-01,1.00E+02
1.11E-01,1.00E+02
1.12E-01,1.00E+02
1.13E-01,1.00E+02
1.14E-01,1.00E+02
1.15E-01,1.00E+02
