x,T,,,
8.21E-01,8.32E-18,,,
8.22E-01,7.64E-18,,,
8.23E-01,7.00E-18,,,
8.24E-01,6.42E-18,,,
8.25E-01,5.89E-18,,,
8.26E-01,5.40E-18,,,
8.27E-01,4.95E-18,,,
8.28E-01,4.53E-18,,,
8.29E-01,4.16E-18,,,
8.30E-01,3.81E-18,,,
8.31E-01,3.49E-18,,,
8.32E-01,3.20E-18,,,
8.33E-01,2.93E-18,,,
8.34E-01,2.68E-18,,,
8.35E-01,2.46E-18,,,
8.36E-01,2.25E-18,,,
8.37E-01,2.06E-18,,,
8.38E-01,1.89E-18,,,
8.39E-01,1.73E-18,,,
8.40E-01,1.58E-18,,,
8.41E-01,1.45E-18,,,
8.42E-01,1.32E-18,,,
8.43E-01,1.21E-18,,,
8.44E-01,1.11E-18,,,
8.45E-01,1.01E-18,,,
8.46E-01,9.28E-19,,,
8.47E-01,8.49E-19,,,
8.48E-01,7.77E-19,,,
8.49E-01,7.10E-19,,,
8.50E-01,6.49E-19,,,
8.51E-01,5.94E-19,,,
8.52E-01,5.43E-19,,,
8.53E-01,4.96E-19,,,
8.54E-01,4.54E-19,,,
8.55E-01,4.14E-19,,,
8.56E-01,3.79E-19,,,
8.57E-01,3.46E-19,,,
8.58E-01,3.16E-19,,,
8.59E-01,2.89E-19,,,
8.60E-01,2.64E-19,,,
8.61E-01,2.41E-19,,,
8.62E-01,2.20E-19,,,
8.63E-01,2.01E-19,,,
8.64E-01,1.83E-19,,,
8.65E-01,1.67E-19,,,
8.66E-01,1.53E-19,,,
8.67E-01,1.40E-19,,,
8.68E-01,1.27E-19,,,
8.69E-01,1.16E-19,,,
8.70E-01,1.06E-19,,,
8.71E-01,9.67E-20,,,
8.72E-01,8.82E-20,,,
8.73E-01,8.05E-20,,,
8.74E-01,7.34E-20,,,
8.75E-01,6.69E-20,,,
8.76E-01,6.10E-20,,,
8.77E-01,5.56E-20,,,
8.78E-01,5.07E-20,,,
8.79E-01,4.62E-20,,,
8.80E-01,4.21E-20,,,
8.81E-01,3.84E-20,,,
8.82E-01,3.50E-20,,,
8.83E-01,3.19E-20,,,
8.84E-01,2.91E-20,,,
8.85E-01,2.65E-20,,,
8.86E-01,2.41E-20,,,
8.87E-01,2.20E-20,,,
8.88E-01,2.00E-20,,,
8.89E-01,1.82E-20,,,
8.90E-01,1.66E-20,,,
8.91E-01,1.51E-20,,,
8.92E-01,1.37E-20,,,
8.93E-01,1.25E-20,,,
8.94E-01,1.14E-20,,,
8.95E-01,1.04E-20,,,
8.96E-01,9.42E-21,,,
8.97E-01,8.57E-21,,,
8.98E-01,7.80E-21,,,
8.99E-01,7.09E-21,,,
9.00E-01,6.45E-21,,,
9.01E-01,5.86E-21,,,
9.02E-01,5.33E-21,,,
9.03E-01,4.85E-21,,,
9.04E-01,4.41E-21,,,
9.05E-01,4.01E-21,,,
9.06E-01,3.64E-21,,,
9.07E-01,3.31E-21,,,
9.08E-01,3.01E-21,,,
9.09E-01,2.73E-21,,,
9.10E-01,2.48E-21,,,
9.11E-01,2.25E-21,,,
9.12E-01,2.05E-21,,,
9.13E-01,1.86E-21,,,
9.14E-01,1.69E-21,,,
9.15E-01,1.53E-21,,,
9.16E-01,1.39E-21,,,
9.17E-01,1.26E-21,,,
9.18E-01,1.15E-21,,,
9.19E-01,1.04E-21,,,
9.20E-01,9.45E-22,,,
9.21E-01,8.58E-22,,,
9.22E-01,7.78E-22,,,
9.23E-01,7.06E-22,,,
9.24E-01,6.40E-22,,,
9.25E-01,5.81E-22,,,
9.26E-01,5.27E-22,,,
9.27E-01,4.78E-22,,,
9.28E-01,4.34E-22,,,
9.29E-01,3.93E-22,,,
9.30E-01,3.57E-22,,,
9.31E-01,3.23E-22,,,
9.32E-01,2.93E-22,,,
9.33E-01,2.66E-22,,,
9.34E-01,2.41E-22,,,
9.35E-01,2.19E-22,,,
9.36E-01,1.98E-22,,,
9.37E-01,1.80E-22,,,
9.38E-01,1.63E-22,,,
9.39E-01,1.48E-22,,,
9.40E-01,1.35E-22,,,
9.41E-01,1.23E-22,,,
9.42E-01,1.11E-22,,,
9.43E-01,1.01E-22,,,
9.44E-01,9.25E-23,,,
9.45E-01,8.44E-23,,,
9.46E-01,7.72E-23,,,
9.47E-01,7.07E-23,,,
9.48E-01,6.49E-23,,,
9.49E-01,5.98E-23,,,
9.50E-01,5.53E-23,,,
9.51E-01,5.13E-23,,,
9.52E-01,4.78E-23,,,
9.53E-01,4.49E-23,,,
9.54E-01,4.23E-23,,,
9.55E-01,4.02E-23,,,
9.56E-01,3.85E-23,,,
9.57E-01,3.73E-23,,,
9.58E-01,3.63E-23,,,
9.59E-01,3.58E-23,,,
9.60E-01,3.56E-23,,,
