t,T
2.50E+03,7.66E-03
2.50E+03,7.66E-03
2.50E+03,7.66E-03
2.50E+03,7.66E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.65E-03
2.51E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.64E-03
2.52E+03,7.63E-03
2.52E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.63E-03
2.53E+03,7.62E-03
2.53E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.62E-03
2.54E+03,7.61E-03
2.54E+03,7.61E-03
2.54E+03,7.61E-03
2.55E+03,7.61E-03
2.55E+03,7.61E-03
2.55E+03,7.61E-03
2.55E+03,7.61E-03
2.55E+03,7.61E-03
2.55E+03,7.61E-03
2.55E+03,7.60E-03
2.55E+03,7.60E-03
2.55E+03,7.60E-03
2.55E+03,7.60E-03
2.56E+03,7.60E-03
2.56E+03,7.60E-03
2.56E+03,7.60E-03
2.56E+03,7.60E-03
2.56E+03,7.60E-03
2.56E+03,7.59E-03
2.56E+03,7.59E-03
2.56E+03,7.59E-03
2.56E+03,7.59E-03
2.56E+03,7.59E-03
2.57E+03,7.59E-03
2.57E+03,7.59E-03
2.57E+03,7.59E-03
2.57E+03,7.59E-03
2.57E+03,7.58E-03
2.57E+03,7.58E-03
2.57E+03,7.58E-03
2.57E+03,7.58E-03
2.57E+03,7.58E-03
2.57E+03,7.58E-03
2.58E+03,7.58E-03
2.58E+03,7.58E-03
2.58E+03,7.58E-03
2.58E+03,7.57E-03
2.58E+03,7.57E-03
2.58E+03,7.57E-03
2.58E+03,7.57E-03
2.58E+03,7.57E-03
2.58E+03,7.57E-03
2.58E+03,7.57E-03
2.59E+03,7.57E-03
2.59E+03,7.57E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.59E+03,7.56E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.55E-03
2.60E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.54E-03
2.61E+03,7.53E-03
2.61E+03,7.53E-03
2.62E+03,7.53E-03
2.62E+03,7.53E-03
2.62E+03,7.53E-03
2.62E+03,7.53E-03
2.62E+03,7.53E-03
2.62E+03,7.53E-03
2.62E+03,7.52E-03
2.62E+03,7.52E-03
2.62E+03,7.52E-03
2.62E+03,7.52E-03
2.63E+03,7.52E-03
2.63E+03,7.52E-03
2.63E+03,7.52E-03
2.63E+03,7.52E-03
2.63E+03,7.52E-03
2.63E+03,7.51E-03
2.63E+03,7.51E-03
2.63E+03,7.51E-03
2.63E+03,7.51E-03
2.63E+03,7.51E-03
2.64E+03,7.51E-03
2.64E+03,7.51E-03
2.64E+03,7.51E-03
2.64E+03,7.51E-03
2.64E+03,7.50E-03
2.64E+03,7.50E-03
2.64E+03,7.50E-03
2.64E+03,7.50E-03
2.64E+03,7.50E-03
2.64E+03,7.50E-03
2.65E+03,7.50E-03
2.65E+03,7.50E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.65E+03,7.49E-03
2.66E+03,7.49E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.48E-03
2.66E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.47E-03
2.67E+03,7.46E-03
2.67E+03,7.46E-03
2.68E+03,7.46E-03
2.68E+03,7.46E-03
2.68E+03,7.46E-03
2.68E+03,7.46E-03
2.68E+03,7.46E-03
2.68E+03,7.46E-03
2.68E+03,7.45E-03
2.68E+03,7.45E-03
2.68E+03,7.45E-03
2.68E+03,7.45E-03
2.69E+03,7.45E-03
2.69E+03,7.45E-03
2.69E+03,7.45E-03
2.69E+03,7.45E-03
2.69E+03,7.45E-03
2.69E+03,7.44E-03
2.69E+03,7.44E-03
2.69E+03,7.44E-03
2.69E+03,7.44E-03
2.69E+03,7.44E-03
2.70E+03,7.44E-03
2.70E+03,7.44E-03
2.70E+03,7.44E-03
2.70E+03,7.43E-03
2.70E+03,7.43E-03
2.70E+03,7.43E-03
2.70E+03,7.43E-03
2.70E+03,7.43E-03
2.70E+03,7.43E-03
2.70E+03,7.43E-03
2.71E+03,7.43E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.71E+03,7.42E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.41E-03
2.72E+03,7.40E-03
2.72E+03,7.40E-03
2.73E+03,7.40E-03
2.73E+03,7.40E-03
2.73E+03,7.40E-03
2.73E+03,7.40E-03
2.73E+03,7.40E-03
2.73E+03,7.40E-03
2.73E+03,7.39E-03
2.73E+03,7.39E-03
2.73E+03,7.39E-03
2.73E+03,7.39E-03
2.74E+03,7.39E-03
2.74E+03,7.39E-03
2.74E+03,7.39E-03
2.74E+03,7.39E-03
2.74E+03,7.39E-03
2.74E+03,7.38E-03
2.74E+03,7.38E-03
2.74E+03,7.38E-03
2.74E+03,7.38E-03
2.74E+03,7.38E-03
2.75E+03,7.38E-03
2.75E+03,7.38E-03
2.75E+03,7.38E-03
2.75E+03,7.37E-03
2.75E+03,7.37E-03
2.75E+03,7.37E-03
2.75E+03,7.37E-03
2.75E+03,7.37E-03
2.75E+03,7.37E-03
2.75E+03,7.37E-03
2.76E+03,7.37E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.36E-03
2.76E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.35E-03
2.77E+03,7.34E-03
2.77E+03,7.34E-03
2.78E+03,7.34E-03
2.78E+03,7.34E-03
2.78E+03,7.34E-03
2.78E+03,7.34E-03
2.78E+03,7.34E-03
2.78E+03,7.34E-03
2.78E+03,7.33E-03
2.78E+03,7.33E-03
2.78E+03,7.33E-03
2.78E+03,7.33E-03
2.79E+03,7.33E-03
2.79E+03,7.33E-03
2.79E+03,7.33E-03
2.79E+03,7.33E-03
2.79E+03,7.32E-03
2.79E+03,7.32E-03
2.79E+03,7.32E-03
2.79E+03,7.32E-03
2.79E+03,7.32E-03
2.79E+03,7.32E-03
2.80E+03,7.32E-03
2.80E+03,7.32E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.80E+03,7.31E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.30E-03
2.81E+03,7.29E-03
2.81E+03,7.29E-03
2.82E+03,7.29E-03
2.82E+03,7.29E-03
2.82E+03,7.29E-03
2.82E+03,7.29E-03
2.82E+03,7.29E-03
2.82E+03,7.29E-03
2.82E+03,7.28E-03
2.82E+03,7.28E-03
2.82E+03,7.28E-03
2.82E+03,7.28E-03
2.83E+03,7.28E-03
2.83E+03,7.28E-03
2.83E+03,7.28E-03
2.83E+03,7.28E-03
2.83E+03,7.27E-03
2.83E+03,7.27E-03
2.83E+03,7.27E-03
2.83E+03,7.27E-03
2.83E+03,7.27E-03
2.83E+03,7.27E-03
2.84E+03,7.27E-03
2.84E+03,7.27E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.84E+03,7.26E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.25E-03
2.85E+03,7.24E-03
2.85E+03,7.24E-03
2.86E+03,7.24E-03
2.86E+03,7.24E-03
2.86E+03,7.24E-03
2.86E+03,7.24E-03
2.86E+03,7.24E-03
2.86E+03,7.24E-03
2.86E+03,7.23E-03
2.86E+03,7.23E-03
2.86E+03,7.23E-03
2.86E+03,7.23E-03
2.87E+03,7.23E-03
2.87E+03,7.23E-03
2.87E+03,7.23E-03
2.87E+03,7.23E-03
2.87E+03,7.22E-03
2.87E+03,7.22E-03
2.87E+03,7.22E-03
2.87E+03,7.22E-03
2.87E+03,7.22E-03
2.87E+03,7.22E-03
2.88E+03,7.22E-03
2.88E+03,7.22E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.88E+03,7.21E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.20E-03
2.89E+03,7.19E-03
2.89E+03,7.19E-03
2.90E+03,7.19E-03
2.90E+03,7.19E-03
2.90E+03,7.19E-03
2.90E+03,7.19E-03
2.90E+03,7.19E-03
2.90E+03,7.19E-03
2.90E+03,7.18E-03
2.90E+03,7.18E-03
2.90E+03,7.18E-03
2.90E+03,7.18E-03
2.91E+03,7.18E-03
2.91E+03,7.18E-03
2.91E+03,7.18E-03
2.91E+03,7.18E-03
2.91E+03,7.17E-03
2.91E+03,7.17E-03
2.91E+03,7.17E-03
2.91E+03,7.17E-03
2.91E+03,7.17E-03
2.91E+03,7.17E-03
2.92E+03,7.17E-03
2.92E+03,7.17E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.92E+03,7.16E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.15E-03
2.93E+03,7.14E-03
2.93E+03,7.14E-03
2.94E+03,7.14E-03
2.94E+03,7.14E-03
2.94E+03,7.14E-03
2.94E+03,7.14E-03
2.94E+03,7.14E-03
2.94E+03,7.14E-03
2.94E+03,7.13E-03
2.94E+03,7.13E-03
2.94E+03,7.13E-03
2.94E+03,7.13E-03
2.95E+03,7.13E-03
2.95E+03,7.13E-03
2.95E+03,7.13E-03
2.95E+03,7.13E-03
2.95E+03,7.12E-03
2.95E+03,7.12E-03
2.95E+03,7.12E-03
2.95E+03,7.12E-03
2.95E+03,7.12E-03
2.95E+03,7.12E-03
2.96E+03,7.12E-03
2.96E+03,7.12E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.96E+03,7.11E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.10E-03
2.97E+03,7.09E-03
2.97E+03,7.09E-03
2.98E+03,7.09E-03
2.98E+03,7.09E-03
2.98E+03,7.09E-03
2.98E+03,7.09E-03
2.98E+03,7.09E-03
2.98E+03,7.08E-03
2.98E+03,7.08E-03
2.98E+03,7.08E-03
2.98E+03,7.08E-03
2.98E+03,7.08E-03
2.99E+03,7.08E-03
2.99E+03,7.08E-03
2.99E+03,7.08E-03
2.99E+03,7.07E-03
2.99E+03,7.07E-03
2.99E+03,7.07E-03
2.99E+03,7.07E-03
2.99E+03,7.07E-03
2.99E+03,7.07E-03
2.99E+03,7.07E-03
3.00E+03,7.07E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.06E-03
3.00E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.05E-03
3.01E+03,7.04E-03
3.01E+03,7.04E-03
3.01E+03,7.04E-03
3.02E+03,7.04E-03
3.02E+03,7.04E-03
3.02E+03,7.04E-03
3.02E+03,7.04E-03
3.02E+03,7.04E-03
3.02E+03,7.03E-03
3.02E+03,7.03E-03
3.02E+03,7.03E-03
3.02E+03,7.03E-03
3.02E+03,7.03E-03
3.03E+03,7.03E-03
3.03E+03,7.03E-03
3.03E+03,7.03E-03
3.03E+03,7.02E-03
3.03E+03,7.02E-03
3.03E+03,7.02E-03
3.03E+03,7.02E-03
3.03E+03,7.02E-03
3.03E+03,7.02E-03
3.03E+03,7.02E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.01E-03
3.04E+03,7.00E-03
3.04E+03,7.00E-03
3.05E+03,7.00E-03
3.05E+03,7.00E-03
3.05E+03,7.00E-03
3.05E+03,7.00E-03
3.05E+03,7.00E-03
3.05E+03,7.00E-03
3.05E+03,6.99E-03
3.05E+03,6.99E-03
3.05E+03,6.99E-03
3.05E+03,6.99E-03
3.06E+03,6.99E-03
3.06E+03,6.99E-03
3.06E+03,6.99E-03
3.06E+03,6.99E-03
3.06E+03,6.98E-03
3.06E+03,6.98E-03
3.06E+03,6.98E-03
3.06E+03,6.98E-03
3.06E+03,6.98E-03
3.06E+03,6.98E-03
3.07E+03,6.98E-03
3.07E+03,6.98E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.07E+03,6.97E-03
3.08E+03,6.96E-03
3.08E+03,6.96E-03
3.08E+03,6.96E-03
3.08E+03,6.96E-03
3.08E+03,6.96E-03
3.08E+03,6.96E-03
3.08E+03,6.96E-03
3.08E+03,6.95E-03
3.08E+03,6.95E-03
3.08E+03,6.95E-03
3.09E+03,6.95E-03
3.09E+03,6.95E-03
3.09E+03,6.95E-03
3.09E+03,6.95E-03
3.09E+03,6.95E-03
3.09E+03,6.94E-03
3.09E+03,6.94E-03
3.09E+03,6.94E-03
3.09E+03,6.94E-03
3.09E+03,6.94E-03
3.10E+03,6.94E-03
3.10E+03,6.94E-03
3.10E+03,6.94E-03
3.10E+03,6.93E-03
3.10E+03,6.93E-03
3.10E+03,6.93E-03
3.10E+03,6.93E-03
3.10E+03,6.93E-03
3.10E+03,6.93E-03
3.10E+03,6.93E-03
3.11E+03,6.93E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.92E-03
3.11E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.91E-03
3.12E+03,6.90E-03
3.12E+03,6.90E-03
3.12E+03,6.90E-03
3.13E+03,6.90E-03
3.13E+03,6.90E-03
3.13E+03,6.90E-03
3.13E+03,6.90E-03
3.13E+03,6.89E-03
3.13E+03,6.89E-03
3.13E+03,6.89E-03
3.13E+03,6.89E-03
3.13E+03,6.89E-03
3.13E+03,6.89E-03
3.14E+03,6.89E-03
3.14E+03,6.89E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.14E+03,6.88E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.87E-03
3.15E+03,6.86E-03
3.15E+03,6.86E-03
3.16E+03,6.86E-03
3.16E+03,6.86E-03
3.16E+03,6.86E-03
3.16E+03,6.86E-03
3.16E+03,6.86E-03
3.16E+03,6.86E-03
3.16E+03,6.85E-03
3.16E+03,6.85E-03
3.16E+03,6.85E-03
3.16E+03,6.85E-03
3.17E+03,6.85E-03
3.17E+03,6.85E-03
3.17E+03,6.85E-03
3.17E+03,6.84E-03
3.17E+03,6.84E-03
3.17E+03,6.84E-03
3.17E+03,6.84E-03
3.17E+03,6.84E-03
3.17E+03,6.84E-03
3.17E+03,6.84E-03
3.18E+03,6.84E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.83E-03
3.18E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.82E-03
3.19E+03,6.81E-03
3.19E+03,6.81E-03
3.19E+03,6.81E-03
3.20E+03,6.81E-03
3.20E+03,6.81E-03
3.20E+03,6.81E-03
3.20E+03,6.81E-03
3.20E+03,6.81E-03
3.20E+03,6.80E-03
3.20E+03,6.80E-03
3.20E+03,6.80E-03
3.20E+03,6.80E-03
3.20E+03,6.80E-03
3.21E+03,6.80E-03
3.21E+03,6.80E-03
3.21E+03,6.80E-03
3.21E+03,6.79E-03
3.21E+03,6.79E-03
3.21E+03,6.79E-03
3.21E+03,6.79E-03
3.21E+03,6.79E-03
3.21E+03,6.79E-03
3.21E+03,6.79E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.78E-03
3.22E+03,6.77E-03
3.22E+03,6.77E-03
3.23E+03,6.77E-03
3.23E+03,6.77E-03
3.23E+03,6.77E-03
3.23E+03,6.77E-03
3.23E+03,6.77E-03
3.23E+03,6.77E-03
3.23E+03,6.76E-03
3.23E+03,6.76E-03
3.23E+03,6.76E-03
3.23E+03,6.76E-03
3.24E+03,6.76E-03
3.24E+03,6.76E-03
3.24E+03,6.76E-03
3.24E+03,6.76E-03
3.24E+03,6.75E-03
3.24E+03,6.75E-03
3.24E+03,6.75E-03
3.24E+03,6.75E-03
3.24E+03,6.75E-03
3.24E+03,6.75E-03
3.25E+03,6.75E-03
3.25E+03,6.75E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.25E+03,6.74E-03
3.26E+03,6.73E-03
3.26E+03,6.73E-03
3.26E+03,6.73E-03
3.26E+03,6.73E-03
3.26E+03,6.73E-03
3.26E+03,6.73E-03
3.26E+03,6.73E-03
3.26E+03,6.72E-03
3.26E+03,6.72E-03
3.26E+03,6.72E-03
3.27E+03,6.72E-03
3.27E+03,6.72E-03
3.27E+03,6.72E-03
3.27E+03,6.72E-03
3.27E+03,6.72E-03
3.27E+03,6.71E-03
3.27E+03,6.71E-03
3.27E+03,6.71E-03
3.27E+03,6.71E-03
3.27E+03,6.71E-03
3.28E+03,6.71E-03
3.28E+03,6.71E-03
3.28E+03,6.71E-03
3.28E+03,6.70E-03
3.28E+03,6.70E-03
3.28E+03,6.70E-03
3.28E+03,6.70E-03
3.28E+03,6.70E-03
3.28E+03,6.70E-03
3.28E+03,6.70E-03
3.29E+03,6.70E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.69E-03
3.29E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.68E-03
3.30E+03,6.67E-03
3.30E+03,6.67E-03
3.30E+03,6.67E-03
3.31E+03,6.67E-03
3.31E+03,6.67E-03
3.31E+03,6.67E-03
3.31E+03,6.67E-03
3.31E+03,6.67E-03
3.31E+03,6.66E-03
3.31E+03,6.66E-03
3.31E+03,6.66E-03
3.31E+03,6.66E-03
3.31E+03,6.66E-03
3.32E+03,6.66E-03
3.32E+03,6.66E-03
3.32E+03,6.66E-03
3.32E+03,6.65E-03
3.32E+03,6.65E-03
3.32E+03,6.65E-03
3.32E+03,6.65E-03
3.32E+03,6.65E-03
3.32E+03,6.65E-03
3.32E+03,6.65E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.64E-03
3.33E+03,6.63E-03
3.33E+03,6.63E-03
3.34E+03,6.63E-03
3.34E+03,6.63E-03
3.34E+03,6.63E-03
3.34E+03,6.63E-03
3.34E+03,6.63E-03
3.34E+03,6.63E-03
3.34E+03,6.62E-03
3.34E+03,6.62E-03
3.34E+03,6.62E-03
3.34E+03,6.62E-03
3.35E+03,6.62E-03
3.35E+03,6.62E-03
3.35E+03,6.62E-03
3.35E+03,6.62E-03
3.35E+03,6.61E-03
3.35E+03,6.61E-03
3.35E+03,6.61E-03
3.35E+03,6.61E-03
3.35E+03,6.61E-03
3.35E+03,6.61E-03
3.36E+03,6.61E-03
3.36E+03,6.61E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.36E+03,6.60E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.59E-03
3.37E+03,6.58E-03
3.37E+03,6.58E-03
3.38E+03,6.58E-03
3.38E+03,6.58E-03
3.38E+03,6.58E-03
3.38E+03,6.58E-03
3.38E+03,6.58E-03
3.38E+03,6.58E-03
3.38E+03,6.57E-03
3.38E+03,6.57E-03
3.38E+03,6.57E-03
3.38E+03,6.57E-03
3.39E+03,6.57E-03
3.39E+03,6.57E-03
3.39E+03,6.57E-03
3.39E+03,6.57E-03
3.39E+03,6.56E-03
3.39E+03,6.56E-03
3.39E+03,6.56E-03
3.39E+03,6.56E-03
3.39E+03,6.56E-03
3.39E+03,6.56E-03
3.40E+03,6.56E-03
3.40E+03,6.56E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.40E+03,6.55E-03
3.41E+03,6.54E-03
3.41E+03,6.54E-03
3.41E+03,6.54E-03
3.41E+03,6.54E-03
3.41E+03,6.54E-03
3.41E+03,6.54E-03
3.41E+03,6.54E-03
3.41E+03,6.53E-03
3.41E+03,6.53E-03
3.41E+03,6.53E-03
3.42E+03,6.53E-03
3.42E+03,6.53E-03
3.42E+03,6.53E-03
3.42E+03,6.53E-03
3.42E+03,6.53E-03
3.42E+03,6.52E-03
3.42E+03,6.52E-03
3.42E+03,6.52E-03
3.42E+03,6.52E-03
3.42E+03,6.52E-03
3.43E+03,6.52E-03
3.43E+03,6.52E-03
3.43E+03,6.52E-03
3.43E+03,6.51E-03
3.43E+03,6.51E-03
3.43E+03,6.51E-03
3.43E+03,6.51E-03
3.43E+03,6.51E-03
3.43E+03,6.51E-03
3.43E+03,6.51E-03
3.44E+03,6.51E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.50E-03
3.44E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.49E-03
3.45E+03,6.48E-03
3.45E+03,6.48E-03
3.45E+03,6.48E-03
3.46E+03,6.48E-03
3.46E+03,6.48E-03
3.46E+03,6.48E-03
3.46E+03,6.48E-03
3.46E+03,6.48E-03
3.46E+03,6.47E-03
3.46E+03,6.47E-03
3.46E+03,6.47E-03
3.46E+03,6.47E-03
3.46E+03,6.47E-03
3.47E+03,6.47E-03
3.47E+03,6.47E-03
3.47E+03,6.47E-03
3.47E+03,6.46E-03
3.47E+03,6.46E-03
3.47E+03,6.46E-03
3.47E+03,6.46E-03
3.47E+03,6.46E-03
3.47E+03,6.46E-03
3.47E+03,6.46E-03
3.48E+03,6.46E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.45E-03
3.48E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.44E-03
3.49E+03,6.43E-03
3.49E+03,6.43E-03
3.49E+03,6.43E-03
3.50E+03,6.43E-03
3.50E+03,6.43E-03
3.50E+03,6.43E-03
3.50E+03,6.43E-03
3.50E+03,6.43E-03
