summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":248249.29832359683,"y":664355.3510028278,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2003-06-30,287.9842
2003-07-01,287.91516
2003-07-02,287.99637
2003-07-03,288.09155
2003-07-04,288.31866
2003-07-05,287.27847
2003-07-06,287.59662
2003-07-07,288.20184
2003-07-08,288.38513
2003-07-09,290.07675
2003-07-10,289.48535
2003-07-11,287.1699
2003-07-12,287.71616
2003-07-13,290.20718
2003-07-14,292.8584
2003-07-15,293.35498
2003-07-16,294.99362
2003-07-17,293.03098
2003-07-18,289.82184
2003-07-19,290.34503
2003-07-20,289.57462
2003-07-21,288.79718
2003-07-22,288.7608
2003-07-23,288.89404
2003-07-24,288.6713
2003-07-25,289.1798
2003-07-26,287.76865
2003-07-27,287.4342
2003-07-28,287.66132
2003-07-29,288.61047
2003-07-30,289.4544
2003-07-31,288.33777
2003-08-01,288.2422
2003-08-02,287.87512
2003-08-03,288.84988
2003-08-04,291.0064
2003-08-05,292.87183
2003-08-06,293.67456
2003-08-07,292.43204
2003-08-08,292.9431
2003-08-09,293.71246
2003-08-10,290.94724
2003-08-11,289.71082
2003-08-12,289.6148
2003-08-13,288.73163
2003-08-14,288.41296
2003-08-15,287.37982
2003-08-16,287.201
2003-08-17,289.3029
2003-08-18,288.24506
2003-08-19,288.02832
2003-08-20,288.242
2003-08-21,288.66553
2003-08-22,287.9478
2003-08-23,288.84167
2003-08-24,290.3373
2003-08-25,287.78275
2003-08-26,287.32376
2003-08-27,286.05975
2003-08-28,285.29373
2003-08-29,285.12592
2003-08-30,284.46854
2003-08-31,284.96094
2003-09-01,285.81635
2003-09-02,287.81927
2003-09-03,287.86835
2003-09-04,288.9913
2003-09-05,288.12143
2003-09-06,285.29712
2003-09-07,285.10294
2003-09-08,285.72437
2003-09-09,285.7391
2003-09-10,285.86002
2003-09-11,285.74127
2003-09-12,286.45895
2003-09-13,289.15668
2003-09-14,289.64636
2003-09-15,288.4637
