summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2006-06-30,288.52155
2006-07-01,289.83185
2006-07-02,290.24255
2006-07-03,289.67682
2006-07-04,290.76276
2006-07-05,291.48325
2006-07-06,290.51236
2006-07-07,288.05923
2006-07-08,285.9018
2006-07-09,287.8335
2006-07-10,287.22302
2006-07-11,287.29837
2006-07-12,287.45236
2006-07-13,286.3092
2006-07-14,287.5734
2006-07-15,289.59576
2006-07-16,290.10025
2006-07-17,291.93167
2006-07-18,294.03256
2006-07-19,294.8845
2006-07-20,291.5658
2006-07-21,290.91248
2006-07-22,291.3261
2006-07-23,290.759
2006-07-24,290.65247
2006-07-25,293.3737
2006-07-26,292.29468
2006-07-27,291.16644
2006-07-28,290.42508
2006-07-29,291.10205
2006-07-30,289.82602
2006-07-31,287.9827
2006-08-01,287.34583
2006-08-02,287.70917
2006-08-03,287.98123
2006-08-04,288.11053
2006-08-05,291.99667
2006-08-06,290.1712
2006-08-07,287.19678
2006-08-08,285.87073
2006-08-09,286.641
2006-08-10,286.74588
2006-08-11,286.98016
2006-08-12,287.02502
2006-08-13,286.9863
2006-08-14,287.7733
2006-08-15,286.13745
2006-08-16,286.64157
2006-08-17,288.1368
2006-08-18,288.9381
2006-08-19,289.2031
2006-08-20,288.40216
2006-08-21,287.9784
2006-08-22,287.5962
2006-08-23,288.4848
2006-08-24,286.4607
2006-08-25,285.88947
2006-08-26,287.39233
2006-08-27,287.01663
2006-08-28,285.89728
2006-08-29,286.31995
2006-08-30,286.55096
2006-08-31,289.24286
2006-09-01,288.2871
2006-09-02,286.4138
2006-09-03,287.25772
2006-09-04,287.71387
2006-09-05,287.6671
2006-09-06,288.0505
2006-09-07,285.93076
2006-09-08,284.71176
2006-09-09,286.22684
2006-09-10,287.99905
2006-09-11,289.8307
2006-09-12,289.6045
2006-09-13,290.4929
2006-09-14,287.65817
2006-09-15,285.93918
2006-09-16,286.37955
2006-09-17,287.62427
2006-09-18,286.03516
2006-09-19,286.40628
2006-09-20,289.28577
2006-09-21,291.88083
2006-09-22,289.29764
2006-09-23,288.5635
2006-09-24,287.45868
2006-09-25,287.91745
2006-09-26,287.02512
2006-09-27,288.4196
2006-09-28,287.1631
2006-09-29,285.9015
2006-09-30,285.18747
2006-10-01,286.3316
2006-10-02,285.1084
2006-10-03,284.68417
2006-10-04,283.5027
2006-10-05,284.94434
2006-10-06,286.1468
2006-10-07,284.90283
2006-10-08,286.2584
2006-10-09,285.33304
2006-10-10,283.39923
2006-10-11,287.2548
2006-10-12,285.72043
2006-10-13,286.0789
2006-10-14,285.73416
2006-10-15,283.36655
2006-10-16,282.48508
2006-10-17,285.2348
2006-10-18,286.06482
2006-10-19,285.87985
2006-10-20,285.72433
2006-10-21,284.69794
2006-10-22,283.3021
2006-10-23,282.70035
2006-10-24,282.18277
2006-10-25,283.13174
2006-10-26,283.89514
2006-10-27,282.14285
2006-10-28,286.38367
2006-10-29,283.9265
2006-10-30,286.0812
2006-10-31,281.77866
2006-11-01,277.61633
2006-11-02,277.74536
2006-11-03,278.82526
2006-11-04,283.7514
2006-11-05,285.06046
2006-11-06,284.1774
2006-11-07,284.13095
2006-11-08,282.19263
2006-11-09,279.715
2006-11-10,282.30707
2006-11-11,280.67615
2006-11-12,282.01294
2006-11-13,283.20956
2006-11-14,280.519
2006-11-15,279.93365
2006-11-16,279.1645
2006-11-17,277.96606
2006-11-18,277.28482
2006-11-19,278.9152
2006-11-20,279.94855
2006-11-21,280.22037
2006-11-22,278.5561
2006-11-23,280.49326
2006-11-24,280.68338
2006-11-25,280.89203
2006-11-26,281.19186
2006-11-27,283.84418
2006-11-28,282.09113
2006-11-29,283.32697
2006-11-30,284.71158
2006-12-01,282.16333
2006-12-02,281.1455
2006-12-03,281.59088
2006-12-04,281.7056
2006-12-05,280.85724
2006-12-06,279.3706
2006-12-07,280.2486
2006-12-08,278.9685
2006-12-09,277.51688
2006-12-10,282.68283
2006-12-11,279.87662
2006-12-12,280.2829
2006-12-13,283.1083
2006-12-14,281.8679
2006-12-15,278.89178
2006-12-16,277.87173
2006-12-17,277.6826
2006-12-18,275.88187
2006-12-19,276.68832
2006-12-20,277.5259
2006-12-21,280.038
2006-12-22,282.13052
2006-12-23,279.18192
2006-12-24,274.1758
2006-12-25,275.66562
2006-12-26,277.11874
2006-12-27,276.57428
2006-12-28,278.25888
2006-12-29,282.92728
2006-12-30,280.15283
2006-12-31,280.11987
2007-01-01,278.47226
2007-01-02,279.51407
2007-01-03,282.8993
2007-01-04,281.54623
2007-01-05,281.2832
2007-01-06,280.36987
2007-01-07,280.82642
2007-01-08,279.714
2007-01-09,281.61758
2007-01-10,278.0632
2007-01-11,280.57278
2007-01-12,282.67957
2007-01-13,280.93857
2007-01-14,280.28714
2007-01-15,281.8045
2007-01-16,276.19672
