summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2001-06-30,287.6814
2001-07-01,288.7274
2001-07-02,291.0673
2001-07-03,289.93274
2001-07-04,290.77942
2001-07-05,290.2287
2001-07-06,289.6261
2001-07-07,288.67484
2001-07-08,288.07742
2001-07-09,287.0128
2001-07-10,286.15604
2001-07-11,285.4576
2001-07-12,285.18326
2001-07-13,284.24637
2001-07-14,284.0497
2001-07-15,284.90897
2001-07-16,285.14383
2001-07-17,286.60812
2001-07-18,286.52747
2001-07-19,286.033
2001-07-20,285.32446
2001-07-21,287.32364
2001-07-22,288.00104
2001-07-23,287.3296
2001-07-24,287.51062
2001-07-25,287.006
2001-07-26,289.54916
2001-07-27,289.62903
2001-07-28,289.72424
2001-07-29,289.7461
2001-07-30,287.02484
2001-07-31,286.92566
2001-08-01,287.0847
2001-08-02,288.853
2001-08-03,287.41415
2001-08-04,286.4978
2001-08-05,285.92047
2001-08-06,286.72333
2001-08-07,286.4644
2001-08-08,286.22153
2001-08-09,285.6283
2001-08-10,286.0546
2001-08-11,288.23547
2001-08-12,288.695
2001-08-13,290.3606
2001-08-14,289.697
2001-08-15,289.07632
2001-08-16,287.3675
2001-08-17,287.33176
2001-08-18,288.44504
2001-08-19,288.5088
2001-08-20,287.65848
2001-08-21,288.4658
2001-08-22,287.46255
2001-08-23,286.94653
2001-08-24,287.47568
2001-08-25,287.27905
2001-08-26,286.73862
2001-08-27,286.0359
2001-08-28,286.0566
2001-08-29,287.26266
2001-08-30,287.30185
2001-08-31,287.19257
2001-09-01,286.8694
2001-09-02,287.07578
2001-09-03,286.51556
2001-09-04,285.2058
2001-09-05,287.15033
2001-09-06,286.13138
2001-09-07,286.6671
2001-09-08,284.39526
2001-09-09,284.47778
2001-09-10,285.20837
2001-09-11,287.6396
2001-09-12,286.11868
2001-09-13,284.3919
2001-09-14,283.4785
2001-09-15,284.15756
2001-09-16,284.3889
2001-09-17,282.7081
2001-09-18,282.96378
2001-09-19,284.32462
2001-09-20,285.6348
2001-09-21,284.8697
2001-09-22,284.4475
2001-09-23,283.79987
2001-09-24,285.5201
2001-09-25,284.52805
2001-09-26,284.13354
2001-09-27,285.26425
2001-09-28,288.01187
2001-09-29,288.092
2001-09-30,287.8104
2001-10-01,286.65335
2001-10-02,286.6424
2001-10-03,285.38226
2001-10-04,285.6887
2001-10-05,287.78088
2001-10-06,286.76956
2001-10-07,285.6947
2001-10-08,284.9914
2001-10-09,285.56512
2001-10-10,285.52762
2001-10-11,287.58005
2001-10-12,287.5133
2001-10-13,285.86456
2001-10-14,286.42462
2001-10-15,285.92184
2001-10-16,284.90305
2001-10-17,287.11902
2001-10-18,286.4715
2001-10-19,283.9089
2001-10-20,285.88504
2001-10-21,283.70734
2001-10-22,284.80594
2001-10-23,285.54507
2001-10-24,285.2745
2001-10-25,285.6296
2001-10-26,284.3663
2001-10-27,283.62738
2001-10-28,282.364
2001-10-29,285.4241
2001-10-30,285.66156
2001-10-31,281.50983
2001-11-01,283.91418
2001-11-02,285.34222
2001-11-03,282.78812
2001-11-04,281.61096
2001-11-05,280.72433
2001-11-06,282.1236
2001-11-07,280.06073
2001-11-08,275.94128
2001-11-09,276.33884
2001-11-10,283.7274
2001-11-11,284.71677
2001-11-12,280.7136
2001-11-13,276.6642
2001-11-14,279.12427
2001-11-15,283.45276
2001-11-16,282.4324
2001-11-17,280.7539
2001-11-18,280.6595
2001-11-19,280.54245
2001-11-20,282.63736
2001-11-21,282.84155
2001-11-22,278.02286
2001-11-23,278.49237
2001-11-24,285.3025
2001-11-25,281.61407
2001-11-26,278.34637
2001-11-27,278.5473
2001-11-28,280.28992
2001-11-29,282.24472
