summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":248249.29832359683,"y":664355.3510028278,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2002-06-30,285.30746
2002-07-01,284.51855
2002-07-02,285.5164
2002-07-03,286.12567
2002-07-04,285.17978
2002-07-05,286.47876
2002-07-06,285.15146
2002-07-07,285.8261
2002-07-08,286.37653
2002-07-09,286.16016
2002-07-10,286.45908
2002-07-11,286.183
2002-07-12,285.29446
2002-07-13,286.70474
2002-07-14,288.42093
2002-07-15,288.7298
2002-07-16,286.62128
2002-07-17,287.28265
2002-07-18,287.9867
2002-07-19,285.94165
2002-07-20,285.9338
2002-07-21,287.0933
2002-07-22,287.71515
2002-07-23,287.38245
2002-07-24,286.82184
2002-07-25,287.69894
2002-07-26,288.0528
2002-07-27,289.29776
2002-07-28,289.01282
2002-07-29,289.10986
2002-07-30,289.4685
2002-07-31,290.295
2002-08-01,292.37274
2002-08-02,289.66586
2002-08-03,289.7548
2002-08-04,291.2729
2002-08-05,291.40424
2002-08-06,290.62646
2002-08-07,289.11896
2002-08-08,286.62973
2002-08-09,286.63147
2002-08-10,287.1475
2002-08-11,286.77988
2002-08-12,288.18695
2002-08-13,289.41367
2002-08-14,288.57935
2002-08-15,288.84637
2002-08-16,287.8363
2002-08-17,290.83908
2002-08-18,287.4382
2002-08-19,287.32578
2002-08-20,287.2997
2002-08-21,287.16147
2002-08-22,287.78076
2002-08-23,288.16605
2002-08-24,288.4584
2002-08-25,287.78278
2002-08-26,287.07028
2002-08-27,288.26382
2002-08-28,289.6539
2002-08-29,288.93097
2002-08-30,286.98883
2002-08-31,285.49597
2002-09-01,284.767
2002-09-02,287.67676
2002-09-03,287.18494
2002-09-04,287.68845
2002-09-05,286.15366
2002-09-06,284.917
2002-09-07,285.0177
2002-09-08,285.86694
2002-09-09,286.66388
2002-09-10,288.1421
2002-09-11,288.4794
2002-09-12,288.3035
2002-09-13,288.47787
2002-09-14,286.5475
2002-09-15,285.87628
2002-09-16,286.97412
2002-09-17,287.17087
2002-09-18,286.4115
2002-09-19,286.01672
2002-09-20,285.33908
2002-09-21,285.7906
2002-09-22,284.32288
2002-09-23,282.2924
2002-09-24,282.72125
2002-09-25,283.88303
2002-09-26,285.66626
2002-09-27,286.39728
2002-09-28,286.0936
2002-09-29,287.51587
2002-09-30,288.08868
2002-10-01,287.54834
2002-10-02,288.0387
2002-10-03,285.08612
2002-10-04,284.93637
2002-10-05,287.93237
2002-10-06,284.69406
2002-10-07,283.87823
2002-10-08,286.14746
2002-10-09,284.32562
2002-10-10,284.69733
2002-10-11,283.69223
2002-10-12,282.4984
2002-10-13,280.55106
2002-10-14,281.73117
2002-10-15,280.2346
2002-10-16,278.46304
2002-10-17,278.76434
2002-10-18,277.62308
2002-10-19,276.58472
2002-10-20,275.3482
2002-10-21,278.9329
2002-10-22,280.27805
2002-10-23,278.17804
2002-10-24,278.46487
2002-10-25,280.187
2002-10-26,280.18036
2002-10-27,279.92636
2002-10-28,280.24042
2002-10-29,278.40793
2002-10-30,277.18228
2002-10-31,279.41742
2002-11-01,283.49045
2002-11-02,283.64526
2002-11-03,283.5666
2002-11-04,283.19714
2002-11-05,284.59036
2002-11-06,282.79453
2002-11-07,279.6061
2002-11-08,280.9802
2002-11-09,278.12192
2002-11-10,281.77454
2002-11-11,280.98737
2002-11-12,279.41986
2002-11-13,279.71826
2002-11-14,281.30188
2002-11-15,279.97208
2002-11-16,278.29596
2002-11-17,276.5527
2002-11-18,278.8724
2002-11-19,279.79114
2002-11-20,280.61658
2002-11-21,282.73575
2002-11-22,282.35605
2002-11-23,281.53812
2002-11-24,281.10864
2002-11-25,280.1153
2002-11-26,282.1243
2002-11-27,283.4606
2002-11-28,282.14633
2002-11-29,280.79126
2002-11-30,281.01248
2002-12-01,280.9608
2002-12-02,280.6171
2002-12-03,280.8219
2002-12-04,280.16306
2002-12-05,278.78284
2002-12-06,279.31104
2002-12-07,277.9643
2002-12-08,277.88568
2002-12-09,278.25693
2002-12-10,276.70615
2002-12-11,276.57956
2002-12-12,276.43457
2002-12-13,276.51852
2002-12-14,277.32526
2002-12-15,276.91476
2002-12-16,276.2801
2002-12-17,273.28476
2002-12-18,273.27228
2002-12-19,273.4631
2002-12-20,274.02423
2002-12-21,276.21793
2002-12-22,279.50217
2002-12-23,282.5985
2002-12-24,283.45264
2002-12-25,281.72974
2002-12-26,280.83615
2002-12-27,280.4834
2002-12-28,280.61288
2002-12-29,279.0463
2002-12-30,277.74332
2002-12-31,276.01297
2003-01-01,276.77658
2003-01-02,276.57382
2003-01-03,273.25583
2003-01-04,272.3425
2003-01-05,271.26465
2003-01-06,270.8147
2003-01-07,270.96906
2003-01-08,273.91943
2003-01-09,276.03827
2003-01-10,274.0375
2003-01-11,273.1673
2003-01-12,279.64062
2003-01-13,283.40344
2003-01-14,283.0587
2003-01-15,280.68802
2003-01-16,281.57825
2003-01-17,280.59686
2003-01-18,279.54593
2003-01-19,278.20828
2003-01-20,278.5469
2003-01-21,278.5431
2003-01-22,278.22745
2003-01-23,276.5885
2003-01-24,283.3275
2003-01-25,281.3124
2003-01-26,283.7481
2003-01-27,282.2368
2003-01-28,278.2621
2003-01-29,276.98486
2003-01-30,273.7829
2003-01-31,274.07062
2003-02-01,277.62704
2003-02-02,275.78253
2003-02-03,274.3148
