summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Air Temperature (K)
2005-06-30,288.29572
2005-07-01,288.06317
2005-07-02,288.07614
2005-07-03,286.79953
2005-07-04,286.44122
2005-07-05,286.17245
2005-07-06,286.52325
2005-07-07,287.0352
2005-07-08,289.7805
2005-07-09,290.56918
2005-07-10,292.01608
2005-07-11,293.315
2005-07-12,291.29117
2005-07-13,288.9828
2005-07-14,288.44452
2005-07-15,287.35883
2005-07-16,287.62134
2005-07-17,291.0316
2005-07-18,288.29373
2005-07-19,286.43582
2005-07-20,287.3094
2005-07-21,288.24402
2005-07-22,288.58084
2005-07-23,287.5617
2005-07-24,287.3606
2005-07-25,286.1811
2005-07-26,286.17175
2005-07-27,285.86084
2005-07-28,285.69308
2005-07-29,286.09393
2005-07-30,286.40515
2005-07-31,286.58356
2005-08-01,286.72528
2005-08-02,286.89258
2005-08-03,287.2394
2005-08-04,287.1902
2005-08-05,286.70062
2005-08-06,286.75952
2005-08-07,286.23465
2005-08-08,287.238
2005-08-09,288.78802
2005-08-10,289.69943
2005-08-11,287.39703
2005-08-12,287.61545
2005-08-13,287.78397
2005-08-14,288.7875
2005-08-15,287.94394
2005-08-16,290.79608
2005-08-17,289.1736
2005-08-18,287.81497
2005-08-19,286.54224
2005-08-20,287.63638
2005-08-21,288.3416
2005-08-22,288.24335
2005-08-23,286.8533
2005-08-24,286.83203
