Timestamp,Value
Mar 2016,18.6
Apr 2016,86.2
May 2016,46
Jun 2016,102.6
Jul 2016,57.6
Aug 2016,41.6
Sep 2016,36.4
Oct 2016,36.6
Nov 2016,48.6
Dec 2016,65
Jan 2017,26.4
Feb 2017,71.2
Mar 2017,61.6
Apr 2017,4.8
May 2017,26.4
Jun 2017,211
Jul 2017,73.6
Aug 2017,78.2
Sep 2017,69.4
Oct 2017,59.6
Nov 2017,45.2
Dec 2017,60.2
Jan 2018,91
Feb 2018,35
Mar 2018,90
Apr 2018,102
May 2018,18.2
Jun 2018,56.4
Jul 2018,38
Aug 2018,64.8
Sep 2018,55.8
Oct 2018,32
Nov 2018,66.6
Dec 2018,34.4
Jan 2019,11.2
Feb 2019,23.4
Mar 2019,91.2
Apr 2019,48
May 2019,91.4
Jun 2019,112.8
Jul 2019,106.2
Aug 2019,127.8
Sep 2019,84.2
Oct 2019,117.4
Nov 2019,95
Dec 2019,21.8
