Timestamp,Value
Jan 2010,53
Feb 2010,58.4
Mar 2010,107.6
Apr 2010,52.4
May 2010,36
Jun 2010,27.8
Jul 2010,158.4
Aug 2010,84.8
Sep 2010,131.2
Oct 2010,133.4
Nov 2010,180.8
Dec 2010,22
Jan 2011,89
Feb 2011,138.8
Mar 2011,94
Apr 2011,59.8
May 2011,147
Jun 2011,68.6
Jul 2011,87
Aug 2011,162.2
Sep 2011,153
Oct 2011,236
Nov 2011,143.6
Dec 2011,267
Jan 2012,177
Feb 2012,87.4
Mar 2012,40.8
Apr 2012,84.6
May 2012,63.2
Jun 2012,191.6
Jul 2012,139.8
Aug 2012,112.6
Sep 2012,203
Oct 2012,153.6
Nov 2012,138.4
Dec 2012,179
Jan 2013,117
Feb 2013,71.4
Mar 2013,26.4
Apr 2013,75.8
May 2013,98.4
Jun 2013,67.2
Jul 2013,137.2
Aug 2013,75.4
Sep 2013,102.2
Oct 2013,179.4
Nov 2013,109
Dec 2013,259.2
Jan 2014,170.6
Feb 2014,217.4
Mar 2014,142.4
Apr 2014,70.4
May 2014,105.8
Jun 2014,40.4
Jul 2014,79.2
Aug 2014,122.8
Sep 2014,18.2
Oct 2014,167.2
Nov 2014,51.4
Dec 2014,270
Jan 2015,263.2
Feb 2015,97
Mar 2015,140.4
Apr 2015,70.6
May 2015,123.2
Jun 2015,67.6
Jul 2015,129.6
Aug 2015,68
Sep 2015,29.2
Oct 2015,24.6
Nov 2015,292.8
Dec 2015,240.8
Jan 2016,179
Feb 2016,189.4
Mar 2016,28.6
Apr 2016,32.2
May 2016,38.2
Jun 2016,63.8
Jul 2016,124
Aug 2016,98
Sep 2016,100.2
Oct 2016,56
Nov 2016,105.2
Dec 2016,99.4
Jan 2017,89.8
Feb 2017,149.4
Mar 2017,136
Apr 2017,32.4
May 2017,57.4
Jun 2017,148.4
Jul 2017,107.4
Aug 2017,137.2
Sep 2017,106.6
Oct 2017,202
Nov 2017,152.2
Dec 2017,131.6
Jan 2018,181.2
Feb 2018,74.8
Mar 2018,73.2
Apr 2018,85.6
May 2018,21.6
Jun 2018,94.4
Jul 2018,69
Aug 2018,151.4
Sep 2018,101.2
Oct 2018,105.4
Nov 2018,149.8
Dec 2018,125
Jan 2019,96.4
Feb 2019,63.8
Mar 2019,182.4
Apr 2019,33.8
May 2019,79.8
Jun 2019,85.8
Jul 2019,73.8
Aug 2019,207.6
Sep 2019,159.4
Oct 2019,116.4
Nov 2019,50.6
Dec 2019,48
