Timestamp,Value
Jan 2010,87.2
Feb 2010,35
Mar 2010,82.2
Apr 2010,108
May 2010,75.8
Jun 2010,70
Jul 2010,203.2
Aug 2010,86
Sep 2010,159.2
Oct 2010,157.8
Nov 2010,112
Dec 2010,57










































Jul 2014,61
Aug 2014,126
Sep 2014,22.6
Oct 2014,241
Nov 2014,144
Dec 2014,187.6
Jan 2015,294.6
Feb 2015,147.4
Mar 2015,165.6
Apr 2015,105.6
May 2015,178
Jun 2015,93.8
Jul 2015,262.6
Aug 2015,116.6
Sep 2015,42.2
Oct 2015,79
Nov 2015,327.6
Dec 2015,365.4
Jan 2016,261.4
Feb 2016,163.8
Mar 2016,27.4
Apr 2016,79.6
May 2016,7.8
Jun 2016,52.6
Jul 2016,91.4
Aug 2016,109
Sep 2016,179.4
Oct 2016,66.6
Nov 2016,98.6
Dec 2016,173.2
Jan 2017,61.6
Feb 2017,174.2
Mar 2017,143.2
Apr 2017,16.8
May 2017,67.6
Jun 2017,188.4
Jul 2017,133.4
Aug 2017,166
Sep 2017,151
Oct 2017,182.2
Nov 2017,83.2
Dec 2017,131
Jan 2018,218.4
Feb 2018,65.6
Mar 2018,100.2
Apr 2018,63.4
May 2018,45
Jun 2018,84.4
Jul 2018,56.2
Aug 2018,110.8
Sep 2018,159.2
Oct 2018,158.6
Nov 2018,211
Dec 2018,116.8
Jan 2019,46.2
Feb 2019,115.4
Mar 2019,175
Apr 2019,63.2
May 2019,105
Jun 2019,116.4
Jul 2019,145.4
Aug 2019,247.8
Sep 2019,164.2
Oct 2019,133.4
Nov 2019,140
Dec 2019,92
