Timestamp,Value
Jul 2015,112
Aug 2015,116.6
Sep 2015,43
Oct 2015,89.8
Nov 2015,297.6
Dec 2015,312.2
Jan 2016,211
Feb 2016,171.8
Mar 2016,76.8
Apr 2016,105
May 2016,89.2
Jun 2016,66.8
Jul 2016,106.2
Aug 2016,95
Sep 2016,155.2
Oct 2016,35.4
Nov 2016,81.2
Dec 2016,112.2
Jan 2017,58.8
Feb 2017,143.8
Mar 2017,103.8
Apr 2017,24.4
May 2017,55.8
Jun 2017,118
Jul 2017,78.2
Aug 2017,112.2
Sep 2017,107.6
Oct 2017,124.6
Nov 2017,77.6
Dec 2017,109
Jan 2018,177.2
Feb 2018,64.4
Mar 2018,80.2
Apr 2018,66.2
May 2018,32.2
Jun 2018,57.4
Jul 2018,59.2
Aug 2018,76.6
Sep 2018,104.6
Oct 2018,99
Nov 2018,143
Dec 2018,97
Jan 2019,45.4
Feb 2019,85.8
Mar 2019,151.2
Apr 2019,33.4
May 2019,58.8
Jun 2019,61.6
Jul 2019,92.8
Aug 2019,161.8
Sep 2019,105.8
Oct 2019,126.8
Nov 2019,65.2
Dec 2019,55.4
