Timestamp,Value
Oct 2014,84.8
Nov 2014,108.4
Dec 2014,255.2
Jan 2015,272
Feb 2015,127.8
Mar 2015,166
Apr 2015,59.8
May 2015,85.4
Jun 2015,47.2
Jul 2015,143
Aug 2015,85.8
Sep 2015,29.8
Oct 2015,50.6
Nov 2015,318.4
Dec 2015,264.2
Jan 2016,213.6
Feb 2016,204.2
Mar 2016,85.2
Apr 2016,99.8
May 2016,89.6
Jun 2016,70.6
Jul 2016,118
Aug 2016,83.6
Sep 2016,158.4
Oct 2016,35.8
Nov 2016,112.8
Dec 2016,115.4
Jan 2017,108
Feb 2017,164.4
Mar 2017,153
Apr 2017,37.8
May 2017,53.2
Jun 2017,132
Jul 2017,68.8
Aug 2017,142.8
Sep 2017,127.6
Oct 2017,195.6
Nov 2017,120.2
Dec 2017,118.6
Jan 2018,219.4
Feb 2018,80.4
Mar 2018,81.8
Apr 2018,74.8
May 2018,37.8
Jun 2018,70
Jul 2018,73.6
Aug 2018,106.2
Sep 2018,129.2
Oct 2018,141.8
Nov 2018,131
Dec 2018,137.4
Jan 2019,67.2
Feb 2019,93
Mar 2019,177.6
Apr 2019,45.4
May 2019,88.6
Jun 2019,74.4
Jul 2019,102.4
Aug 2019,214.2
Sep 2019,154.4
Oct 2019,156.2
Nov 2019,99.6
Dec 2019,86.4
