summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Near-Surface Specific Humidity (kg kg-1)
2009-06-30,0.0107446
2009-07-01,0.011921244
2009-07-02,0.011023269
2009-07-03,0.010051927
2009-07-04,0.009191513
2009-07-05,0.0086288005
2009-07-06,0.009069852
2009-07-07,0.008068458
2009-07-08,0.006561466
2009-07-09,0.006261209
2009-07-10,0.006309383
2009-07-11,0.0072719064
2009-07-12,0.0086395675
2009-07-13,0.008299506
2009-07-14,0.008510574
2009-07-15,0.008793105
2009-07-16,0.008431585
2009-07-17,0.008510676
2009-07-18,0.007891873
2009-07-19,0.0074592144
2009-07-20,0.0071783685
2009-07-21,0.008288008
2009-07-22,0.008669968
2009-07-23,0.008629951
2009-07-24,0.008105449
2009-07-25,0.006589678
2009-07-26,0.008126449
2009-07-27,0.008001403
2009-07-28,0.007918586
2009-07-29,0.008139481
2009-07-30,0.0067633237
2009-07-31,0.00719685
2009-08-01,0.0083525935
2009-08-02,0.00763129
2009-08-03,0.008126558
2009-08-04,0.010414611
2009-08-05,0.008150167
2009-08-06,0.007867882
2009-08-07,0.007964472
2009-08-08,0.0082265735
2009-08-09,0.009035207
2009-08-10,0.009633943
2009-08-11,0.008701136
2009-08-12,0.008066982
2009-08-13,0.007512231
2009-08-14,0.008699612
2009-08-15,0.009158113
2009-08-16,0.00797788
2009-08-17,0.0082080895
2009-08-18,0.00896022
2009-08-19,0.010704356
2009-08-20,0.00964761
2009-08-21,0.0070074284
2009-08-22,0.0068505243
2009-08-23,0.009660777
2009-08-24,0.0076227803
2009-08-25,0.006998545
2009-08-26,0.008790997
2009-08-27,0.0080191335
2009-08-28,0.006716409
2009-08-29,0.0065971897
2009-08-30,0.00803779
2009-08-31,0.01034542
2009-09-01,0.007466602
2009-09-02,0.0075516114
2009-09-03,0.007776342
2009-09-04,0.007242674
2009-09-05,0.0075046644
2009-09-06,0.0075250184
2009-09-07,0.007803789
2009-09-08,0.00896041
2009-09-09,0.0063903397
2009-09-10,0.006656233
2009-09-11,0.0069904733
2009-09-12,0.0069998316
2009-09-13,0.0077357166
2009-09-14,0.0068094125
2009-09-15,0.0069655953
2009-09-16,0.0061535314
2009-09-17,0.0060811206
2009-09-18,0.0061405064
2009-09-19,0.0068192645
2009-09-20,0.0058305925
2009-09-21,0.00832297
2009-09-22,0.0072072432
2009-09-23,0.006377822
2009-09-24,0.0071307686
2009-09-25,0.007263939
2009-09-26,0.0072447355
2009-09-27,0.008469928
2009-09-28,0.008621265
