summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Potential evapotranspiration with interception correction (mm/day)
2007-06-30,2.157448
2007-07-01,1.5976421
2007-07-02,2.080154
2007-07-03,2.0655575
2007-07-04,2.1750588
2007-07-05,2.0196657
2007-07-06,1.6615249
2007-07-07,2.471813
2007-07-08,3.1124442
2007-07-09,3.2584643
2007-07-10,2.208566
2007-07-11,2.608862
2007-07-12,1.8415763
2007-07-13,1.6442398
2007-07-14,2.3428624
2007-07-15,2.879674
2007-07-16,1.998107
2007-07-17,2.6237073
2007-07-18,1.7568147
2007-07-19,1.7500484
2007-07-20,1.8688495
2007-07-21,0.87755036
2007-07-22,1.6689188
2007-07-23,2.2426744
2007-07-24,2.742929
2007-07-25,2.3175926
2007-07-26,1.9148448
2007-07-27,2.7305348
2007-07-28,2.8530316
2007-07-29,3.0682607
2007-07-30,2.9075305
2007-07-31,3.0134192
2007-08-01,2.1014113
2007-08-02,2.2822053
2007-08-03,1.8040538
2007-08-04,3.2471743
2007-08-05,1.5479617
2007-08-06,1.8281019
2007-08-07,2.4585485
2007-08-08,2.952718
2007-08-09,2.6744416
2007-08-10,1.8939996
2007-08-11,1.320179
2007-08-12,1.6852809
2007-08-13,2.4976647
2007-08-14,1.2714195
2007-08-15,2.2308042
2007-08-16,2.338991
2007-08-17,2.1966295
2007-08-18,0.502986
2007-08-19,0.7702363
2007-08-20,1.7838113
2007-08-21,1.3438226
2007-08-22,2.5333154
2007-08-23,2.4463491
2007-08-24,2.4068527
2007-08-25,2.1390164
2007-08-26,2.4177198
2007-08-27,1.6646779
2007-08-28,1.1592026
2007-08-29,1.6104031
2007-08-30,2.1860557
2007-08-31,1.8929498
2007-09-01,2.2408624
2007-09-02,2.0093536
2007-09-03,1.7293135
2007-09-04,1.4413962
2007-09-05,1.5818179
2007-09-06,1.6862211
2007-09-07,1.975293
2007-09-08,1.6183212
2007-09-09,1.2599853
2007-09-10,2.3227148
2007-09-11,1.2328957
2007-09-12,1.1952708
2007-09-13,1.6066906
2007-09-14,1.6985446
2007-09-15,1.042309
2007-09-16,1.2363126
2007-09-17,1.3843997
2007-09-18,1.1766553
2007-09-19,1.6395885
2007-09-20,1.5555701
2007-09-21,1.1791978
2007-09-22,1.4652028
2007-09-23,1.6271262
2007-09-24,0.9973266
2007-09-25,1.3368039
2007-09-26,1.1122608
2007-09-27,0.9388461
2007-09-28,0.9005313
2007-09-29,0.66555876
2007-09-30,0.6718496
2007-10-01,0.6854132
2007-10-02,0.78511333
2007-10-03,0.74369437
2007-10-04,0.74308807
2007-10-05,0.58111423
2007-10-06,0.5508471
2007-10-07,0.5005333
2007-10-08,0.5962291
2007-10-09,0.44524756
