Date,Silksworth
06-Dec-09,-61.02
07-Dec-09,-61.02
08-Dec-09,-61.03
09-Dec-09,-61.04
10-Dec-09,-61.06
11-Dec-09,-61.06
12-Dec-09,-61.05
13-Dec-09,-61.01
14-Dec-09,-60.97
15-Dec-09,-60.95
16-Dec-09,-60.90
17-Dec-09,-60.90
18-Dec-09,-60.88
19-Dec-09,-60.81
20-Dec-09,-60.76
21-Dec-09,-60.73
22-Dec-09,-60.70
23-Dec-09,-60.70
24-Dec-09,-60.69
25-Dec-09,-60.68
26-Dec-09,-60.66
27-Dec-09,-60.66
28-Dec-09,-60.66
29-Dec-09,-60.63
30-Dec-09,-60.62
31-Dec-09,-60.60
01-Jan-10,-60.59
02-Jan-10,-60.60
03-Jan-10,-60.58
04-Jan-10,-60.54
05-Jan-10,-60.50
06-Jan-10,-60.50
07-Jan-10,-60.49
08-Jan-10,-60.51
09-Jan-10,-60.49
10-Jan-10,-60.47
11-Jan-10,-60.44
12-Jan-10,-60.39
13-Jan-10,-60.36
14-Jan-10,-60.36
15-Jan-10,-60.34
16-Jan-10,-60.31
17-Jan-10,-60.33
18-Jan-10,-60.33
19-Jan-10,-60.30
20-Jan-10,-60.29
21-Jan-10,-60.26
22-Jan-10,-60.25
23-Jan-10,-60.24
24-Jan-10,-60.24
25-Jan-10,-60.26
26-Jan-10,-60.25
27-Jan-10,-60.18
28-Jan-10,-60.11
29-Jan-10,-60.07
30-Jan-10,-60.07
31-Jan-10,-60.07
01-Feb-10,-60.06
02-Feb-10,-60.03
03-Feb-10,-60.02
04-Feb-10,-60.00
05-Feb-10,-59.99
06-Feb-10,-60.02
07-Feb-10,-60.01
08-Feb-10,-59.98
09-Feb-10,-59.96
10-Feb-10,-59.96
11-Feb-10,-59.95
12-Feb-10,-59.94
13-Feb-10,-59.91
14-Feb-10,-59.87
15-Feb-10,-59.81
16-Feb-10,-59.78
17-Feb-10,-59.77
18-Feb-10,-59.75
19-Feb-10,-59.74
20-Feb-10,-59.73
21-Feb-10,-59.70
22-Feb-10,-59.70
23-Feb-10,-59.69
24-Feb-10,-59.66
25-Feb-10,-59.63
26-Feb-10,-59.61
27-Feb-10,-59.60
28-Feb-10,-59.60
01-Mar-10,-59.64
02-Mar-10,-59.65
03-Mar-10,-59.63
04-Mar-10,-59.64
05-Mar-10,-59.62
06-Mar-10,-59.62
07-Mar-10,-59.61
08-Mar-10,-59.59
09-Mar-10,-59.58
10-Mar-10,-59.56
11-Mar-10,-59.53
12-Mar-10,-59.52
13-Mar-10,-59.51
14-Mar-10,-59.49
15-Mar-10,-59.48
16-Mar-10,-59.46
17-Mar-10,-59.43
18-Mar-10,-59.39
19-Mar-10,-59.38
20-Mar-10,-59.36
21-Mar-10,-59.37
22-Mar-10,-59.35
23-Mar-10,-59.33
24-Mar-10,-59.29
25-Mar-10,-59.26
26-Mar-10,-59.24
27-Mar-10,-59.25
28-Mar-10,-59.24
29-Mar-10,-59.20
30-Mar-10,-59.14
31-Mar-10,-59.16
01-Apr-10,-59.17
02-Apr-10,-59.15
03-Apr-10,-59.15
04-Apr-10,-59.16
05-Apr-10,-59.15
06-Apr-10,-59.14
07-Apr-10,-59.16
08-Apr-10,-59.16
09-Apr-10,-59.18
10-Apr-10,-59.18
11-Apr-10,-59.17
12-Apr-10,-59.15
13-Apr-10,-59.14
14-Apr-10,-59.12
15-Apr-10,-59.12
16-Apr-10,-59.10
17-Apr-10,-59.07
18-Apr-10,-59.06
19-Apr-10,-59.04
20-Apr-10,-59.03
21-Apr-10,-59.02
22-Apr-10,-59.00
23-Apr-10,-58.99
24-Apr-10,-58.98
25-Apr-10,-58.98
26-Apr-10,-58.98
27-Apr-10,-58.96
28-Apr-10,-58.93
29-Apr-10,-58.90
30-Apr-10,-58.89
01-May-10,-58.90
02-May-10,-58.91
03-May-10,-58.92
04-May-10,-58.89
05-May-10,-58.86
06-May-10,-58.84
07-May-10,-58.84
08-May-10,-58.82
09-May-10,-58.81
10-May-10,-58.80
11-May-10,-58.79
12-May-10,-58.78
13-May-10,-58.75
14-May-10,-58.74
15-May-10,-58.74
16-May-10,-58.74
17-May-10,-58.75
18-May-10,-58.75
19-May-10,-58.74
20-May-10,-58.74
21-May-10,-58.73
22-May-10,-58.71
23-May-10,-58.67
24-May-10,-58.66
25-May-10,-58.64
26-May-10,-58.61
27-May-10,-58.60
28-May-10,-58.61
29-May-10,-58.58
30-May-10,-58.59
31-May-10,-58.59
01-Jun-10,-58.58
02-Jun-10,-58.58
03-Jun-10,-58.56
04-Jun-10,-58.55
05-Jun-10,-58.53
06-Jun-10,-58.50
07-Jun-10,-58.48
08-Jun-10,-58.46
09-Jun-10,-58.45
10-Jun-10,-58.44
11-Jun-10,-58.42
12-Jun-10,-58.43
13-Jun-10,-58.42
14-Jun-10,-58.44
15-Jun-10,-58.44
16-Jun-10,-58.42
17-Jun-10,-58.41
18-Jun-10,-58.39
19-Jun-10,-58.38
20-Jun-10,-58.37
21-Jun-10,-58.36
22-Jun-10,-58.36
23-Jun-10,-58.34
24-Jun-10,-58.33
25-Jun-10,-58.32
26-Jun-10,-58.31
27-Jun-10,-58.30
28-Jun-10,-58.29
29-Jun-10,-58.28
30-Jun-10,-58.26
01-Jul-10,-58.23
02-Jul-10,-58.23
03-Jul-10,-58.24
04-Jul-10,-58.22
05-Jul-10,-58.23
06-Jul-10,-58.21
07-Jul-10,-58.20
08-Jul-10,-58.19
09-Jul-10,-58.18
10-Jul-10,-58.16
11-Jul-10,-58.16
12-Jul-10,-58.15
13-Jul-10,-58.12
14-Jul-10,-58.07
15-Jul-10,-58.05
16-Jul-10,-58.07
17-Jul-10,-58.09
18-Jul-10,-58.09
19-Jul-10,-58.07
20-Jul-10,-58.03
21-Jul-10,-58.02
22-Jul-10,-58.04
23-Jul-10,-58.04
24-Jul-10,-58.02
25-Jul-10,-58.00
26-Jul-10,-58.00
27-Jul-10,-57.99
28-Jul-10,-57.98
29-Jul-10,-57.96
30-Jul-10,-57.94
31-Jul-10,-57.93
01-Aug-10,-57.94
02-Aug-10,-57.93
03-Aug-10,-57.91
04-Aug-10,-57.89
05-Aug-10,-57.89
06-Aug-10,-57.88
07-Aug-10,-57.89
08-Aug-10,-57.88
09-Aug-10,-57.85
10-Aug-10,-57.83
11-Aug-10,-57.83
12-Aug-10,-57.83
13-Aug-10,-57.83
14-Aug-10,-57.83
15-Aug-10,-57.81
16-Aug-10,-57.78
17-Aug-10,-57.75
18-Aug-10,-57.74
19-Aug-10,-57.74
20-Aug-10,-57.73
21-Aug-10,-57.75
22-Aug-10,-57.79
23-Aug-10,-57.80
24-Aug-10,-57.63
25-Aug-10,-57.59
26-Aug-10,-57.59
27-Aug-10,-57.55
28-Aug-10,-57.55
29-Aug-10,-57.49
30-Aug-10,-57.42
01-Sep-10,-57.44
02-Sep-10,
03-Sep-10,-57.51
04-Sep-10,-57.63
05-Sep-10,-57.63
06-Sep-10,-57.57
07-Sep-10,-57.53
08-Sep-10,-57.53
09-Sep-10,-57.55
10-Sep-10,-57.53
11-Sep-10,-57.52
12-Sep-10,-57.54
13-Sep-10,-57.51
14-Sep-10,-57.48
15-Sep-10,-57.47
16-Sep-10,-57.48
17-Sep-10,-57.48
18-Sep-10,-57.47
19-Sep-10,-57.43
20-Sep-10,-57.45
21-Sep-10,-57.45
22-Sep-10,-57.42
23-Sep-10,-57.39
24-Sep-10,-57.40
25-Sep-10,-57.40
26-Sep-10,-57.40
27-Sep-10,-57.39
28-Sep-10,-57.37
29-Sep-10,-57.35
30-Sep-10,-57.33
01-Oct-10,-57.29
02-Oct-10,-57.28
03-Oct-10,-57.26
04-Oct-10,-57.24
05-Oct-10,-57.25
06-Oct-10,-57.27
07-Oct-10,-57.29
08-Oct-10,-57.29
09-Oct-10,-57.27
10-Oct-10,-57.27
11-Oct-10,-57.27
12-Oct-10,-57.26
13-Oct-10,-57.25
14-Oct-10,-57.24
15-Oct-10,-57.22
16-Oct-10,-57.24
17-Oct-10,-57.21
18-Oct-10,-57.17
19-Oct-10,-57.17
20-Oct-10,-57.18
21-Oct-10,-57.16
22-Oct-10,-57.13
23-Oct-10,-57.12
24-Oct-10,-57.15
25-Oct-10,-57.15
26-Oct-10,-57.10
27-Oct-10,-57.08
28-Oct-10,-57.06
29-Oct-10,-57.01
30-Oct-10,-57.03
31-Oct-10,-57.05
01-Nov-10,-57.03
02-Nov-10,-57.00
03-Nov-10,-57.01
04-Nov-10,-57.00
05-Nov-10,-57.00
06-Nov-10,-56.99
07-Nov-10,-56.93
08-Nov-10,-56.87
09-Nov-10,-56.90
10-Nov-10,-56.91
11-Nov-10,-56.83
12-Nov-10,-56.86
13-Nov-10,-56.86
14-Nov-10,-56.88
15-Nov-10,-56.92
16-Nov-10,-56.91
17-Nov-10,-56.88
18-Nov-10,-56.86
19-Nov-10,-56.88
20-Nov-10,-56.88
21-Nov-10,-56.86
22-Nov-10,-56.84
23-Nov-10,-56.83
24-Nov-10,-56.81
25-Nov-10,-56.79
26-Nov-10,-56.78
27-Nov-10,-56.76
28-Nov-10,-56.76
29-Nov-10,-56.76
30-Nov-10,-56.75
01-Dec-10,-56.73
02-Dec-10,-56.71
03-Dec-10,-56.68
04-Dec-10,-56.67
05-Dec-10,-56.67
06-Dec-10,-56.66
07-Dec-10,-56.66
08-Dec-10,-56.69
09-Dec-10,-56.70
10-Dec-10,-56.68
11-Dec-10,-56.68
12-Dec-10,-56.68
13-Dec-10,-56.68
14-Dec-10,-56.69
15-Dec-10,-56.65
16-Dec-10,-56.58
17-Dec-10,-56.54
18-Dec-10,-56.54
19-Dec-10,-56.54
20-Dec-10,-56.55
21-Dec-10,-56.55
22-Dec-10,-56.55
23-Dec-10,-56.55
24-Dec-10,-56.56
25-Dec-10,-56.56
26-Dec-10,-56.53
27-Dec-10,-56.50
28-Dec-10,-56.49
29-Dec-10,-56.51
30-Dec-10,-56.52
31-Dec-10,-56.51
01-Jan-11,-56.50
02-Jan-11,-56.50
03-Jan-11,-56.46
04-Jan-11,-56.40
05-Jan-11,-56.37
06-Jan-11,-56.39
07-Jan-11,-56.36
08-Jan-11,-56.35
09-Jan-11,-56.38
10-Jan-11,-56.34
11-Jan-11,-56.36
12-Jan-11,-56.34
13-Jan-11,-56.33
14-Jan-11,-56.32
15-Jan-11,-56.31
16-Jan-11,-56.33
17-Jan-11,-56.34
18-Jan-11,-56.36
19-Jan-11,-56.37
20-Jan-11,-56.37
21-Jan-11,-56.36
22-Jan-11,-56.36
23-Jan-11,-56.34
24-Jan-11,-56.30
25-Jan-11,-56.26
26-Jan-11,-56.27
27-Jan-11,-56.28
28-Jan-11,-56.27
29-Jan-11,-56.26
30-Jan-11,-56.25
31-Jan-11,-56.23
01-Feb-11,-56.22
02-Feb-11,-56.19
03-Feb-11,-56.17
04-Feb-11,-56.14
05-Feb-11,-56.17
06-Feb-11,-56.14
07-Feb-11,-56.14
08-Feb-11,-56.16
09-Feb-11,-56.13
10-Feb-11,-56.13
11-Feb-11,-56.11
12-Feb-11,-56.08
13-Feb-11,-56.05
14-Feb-11,-56.04
15-Feb-11,-56.02
16-Feb-11,-56.03
17-Feb-11,-56.05
18-Feb-11,-56.06
19-Feb-11,-56.04
20-Feb-11,-56.05
21-Feb-11,-56.03
22-Feb-11,-56.03
23-Feb-11,-56.01
24-Feb-11,-56.02
25-Feb-11,-56.00
26-Feb-11,-55.99
27-Feb-11,-56.02
28-Feb-11,-56.04
01-Mar-11,-56.04
02-Mar-11,-56.03
03-Mar-11,-56.02
04-Mar-11,-56.00
05-Mar-11,-56.00
06-Mar-11,-55.98
07-Mar-11,-55.96
08-Mar-11,-55.91
09-Mar-11,-55.88
10-Mar-11,-55.87
11-Mar-11,-55.87
12-Mar-11,-55.84
13-Mar-11,-55.86
14-Mar-11,-55.88
15-Mar-11,-55.87
16-Mar-11,-55.86
17-Mar-11,-55.85
18-Mar-11,-55.87
19-Mar-11,-55.88
20-Mar-11,-55.87
21-Mar-11,-55.87
22-Mar-11,-55.88
23-Mar-11,-55.88
24-Mar-11,-55.85
25-Mar-11,-55.81
26-Mar-11,-55.79
27-Mar-11,-55.79
28-Mar-11,-55.78
29-Mar-11,-55.76
30-Mar-11,-55.73
31-Mar-11,-55.73
01-Apr-11,-55.72
02-Apr-11,-55.71
03-Apr-11,-55.71
04-Apr-11,-55.71
05-Apr-11,-55.71
06-Apr-11,-55.72
07-Apr-11,-55.74
08-Apr-11,-55.74
09-Apr-11,-55.72
10-Apr-11,-55.70
11-Apr-11,-55.69
12-Apr-11,-55.70
13-Apr-11,-55.66
14-Apr-11,-55.66
15-Apr-11,-55.66
16-Apr-11,-55.66
17-Apr-11,-55.66
18-Apr-11,-55.63
19-Apr-11,-55.63
20-Apr-11,-55.62
21-Apr-11,-55.61
22-Apr-11,-55.59
23-Apr-11,-55.60
24-Apr-11,-55.61
25-Apr-11,-55.63
26-Apr-11,-55.62
27-Apr-11,-55.60
28-Apr-11,-55.59
29-Apr-11,-55.57
30-Apr-11,-55.56
01-May-11,-55.56
02-May-11,-55.56
03-May-11,-55.55
04-May-11,-55.54
05-May-11,-55.53
06-May-11,-55.51
07-May-11,-55.49
08-May-11,-55.49
09-May-11,-55.50
10-May-11,-55.50
11-May-11,-55.48
12-May-11,-55.47
13-May-11,-55.45
14-May-11,-55.46
15-May-11,-55.45
16-May-11,-55.44
17-May-11,-55.43
18-May-11,-55.42
19-May-11,-55.43
20-May-11,-55.42
21-May-11,-55.39
22-May-11,-55.39
23-May-11,-55.37
24-May-11,-55.41
25-May-11,-55.37
26-May-11,-55.35
27-May-11,-55.35
28-May-11,-55.33
29-May-11,-55.34
30-May-11,-55.33
31-May-11,-55.36
01-Jun-11,-55.37
02-Jun-11,-55.39
03-Jun-11,-55.37
04-Jun-11,-55.35
05-Jun-11,-55.30
06-Jun-11,-55.27
07-Jun-11,-55.26
08-Jun-11,-55.26
09-Jun-11,-55.28
10-Jun-11,-55.27
11-Jun-11,-55.26
12-Jun-11,-55.23
13-Jun-11,-55.24
14-Jun-11,-55.25
15-Jun-11,-55.23
16-Jun-11,-55.21
17-Jun-11,-55.19
18-Jun-11,-55.18
19-Jun-11,-55.19
20-Jun-11,-55.18
21-Jun-11,-55.16
22-Jun-11,-55.16
23-Jun-11,-55.18
24-Jun-11,-55.17
25-Jun-11,-55.17
26-Jun-11,-55.16
27-Jun-11,-55.15
28-Jun-11,-55.15
29-Jun-11,-55.15
30-Jun-11,-55.16
01-Jul-11,-55.15
02-Jul-11,-55.13
03-Jul-11,-55.12
04-Jul-11,-55.11
05-Jul-11,-55.08
06-Jul-11,-55.04
07-Jul-11,-55.04
08-Jul-11,-55.03
09-Jul-11,-55.05
10-Jul-11,-55.07
11-Jul-11,-55.07
12-Jul-11,-55.07
13-Jul-11,-55.06
14-Jul-11,-55.05
15-Jul-11,-55.01
16-Jul-11,-54.95
17-Jul-11,-54.92
18-Jul-11,-54.93
19-Jul-11,-54.96
20-Jul-11,-54.97
21-Jul-11,-54.99
22-Jul-11,-54.97
23-Jul-11,-54.95
24-Jul-11,-54.94
25-Jul-11,-54.94
26-Jul-11,-54.96
27-Jul-11,-54.96
28-Jul-11,-54.96
29-Jul-11,-54.95
30-Jul-11,-54.93
31-Jul-11,-54.91
01-Aug-11,-54.90
02-Aug-11,-54.89
03-Aug-11,-54.88
04-Aug-11,-54.86
05-Aug-11,-54.86
06-Aug-11,-54.81
07-Aug-11,-54.80
08-Aug-11,-54.82
09-Aug-11,-54.85
10-Aug-11,-54.80
11-Aug-11,-54.79
12-Aug-11,-54.78
13-Aug-11,-54.76
14-Aug-11,-54.77
15-Aug-11,-54.77
16-Aug-11,-54.76
17-Aug-11,-54.78
18-Aug-11,-54.76
19-Aug-11,-54.75
20-Aug-11,-54.74
21-Aug-11,-54.74
22-Aug-11,-54.75
23-Aug-11,-54.72
24-Aug-11,-54.70
25-Aug-11,-54.68
26-Aug-11,-54.67
27-Aug-11,-54.67
28-Aug-11,-54.67
29-Aug-11,-54.67
30-Aug-11,-54.67
31-Aug-11,-54.67
01-Sep-11,-54.64
02-Sep-11,-54.62
03-Sep-11,-54.62
04-Sep-11,-54.60
05-Sep-11,-54.58
06-Sep-11,-54.57
07-Sep-11,-54.58
08-Sep-11,-54.59
09-Sep-11,-54.58
10-Sep-11,-54.55
11-Sep-11,-54.53
12-Sep-11,-54.53
13-Sep-11,-54.55
14-Sep-11,-54.58
15-Sep-11,-54.58
16-Sep-11,-54.54
17-Sep-11,-54.51
18-Sep-11,-54.51
19-Sep-11,-54.52
20-Sep-11,-54.53
21-Sep-11,-54.51
22-Sep-11,-54.52
23-Sep-11,-54.50
24-Sep-11,-54.50
25-Sep-11,-54.48
26-Sep-11,-54.51
27-Sep-11,-54.51
28-Sep-11,-54.51
29-Sep-11,-54.49
30-Sep-11,-54.48
01-Oct-11,-54.48
02-Oct-11,-54.46
03-Oct-11,-54.43
04-Oct-11,-54.43
05-Oct-11,-54.39
06-Oct-11,-54.39
07-Oct-11,-54.43
08-Oct-11,-54.40
09-Oct-11,-54.37
10-Oct-11,-54.37
11-Oct-11,-54.38
12-Oct-11,-54.39
13-Oct-11,-54.40
14-Oct-11,-54.39
15-Oct-11,-54.37
16-Oct-11,-54.35
17-Oct-11,-54.30
18-Oct-11,-54.30
19-Oct-11,-54.34
20-Oct-11,-54.33
21-Oct-11,-54.31
22-Oct-11,-54.28
23-Oct-11,-54.26
24-Oct-11,-54.23
25-Oct-11,-54.23
26-Oct-11,-54.24
27-Oct-11,-54.25
28-Oct-11,-54.27
29-Oct-11,-54.24
30-Oct-11,-54.24
31-Oct-11,-54.22
01-Nov-11,-54.21
02-Nov-11,-54.18
03-Nov-11,-54.15
04-Nov-11,-54.16
05-Nov-11,-54.20
06-Nov-11,-54.22
07-Nov-11,-54.21
08-Nov-11,-54.18
09-Nov-11,-54.16
10-Nov-11,-54.17
11-Nov-11,-54.16
12-Nov-11,-54.18
13-Nov-11,-54.18
14-Nov-11,-54.16
15-Nov-11,-54.14
16-Nov-11,-54.12
17-Nov-11,-54.11
18-Nov-11,-54.11
19-Nov-11,-54.11
20-Nov-11,-54.09
21-Nov-11,-54.08
22-Nov-11,-54.09
23-Nov-11,-54.09
24-Nov-11,-54.06
25-Nov-11,-54.07
26-Nov-11,-54.02
27-Nov-11,-54.05
28-Nov-11,-54.01
29-Nov-11,-53.99
30-Nov-11,-53.99
01-Dec-11,-53.99
02-Dec-11,-53.96
03-Dec-11,-53.95
04-Dec-11,-53.94
05-Dec-11,-53.95
06-Dec-11,-53.94
07-Dec-11,-53.95
08-Dec-11,-53.91
09-Dec-11,-53.94
10-Dec-11,-53.94
11-Dec-11,-53.89
12-Dec-11,-53.86
13-Dec-11,-53.82
14-Dec-11,-53.85
15-Dec-11,-53.85
16-Dec-11,-53.85
17-Dec-11,-53.89
18-Dec-11,-53.89
19-Dec-11,-53.86
20-Dec-11,-53.87
21-Dec-11,-53.87
22-Dec-11,-53.86
23-Dec-11,-53.86
24-Dec-11,-53.86
25-Dec-11,-53.85
26-Dec-11,-53.86
27-Dec-11,-53.84
28-Dec-11,-53.80
29-Dec-11,-53.81
30-Dec-11,-53.78
31-Dec-11,-53.76
01-Jan-12,-53.73
02-Jan-12,-53.73
03-Jan-12,-53.72
04-Jan-12,-53.71
05-Jan-12,-53.75
06-Jan-12,-53.76
07-Jan-12,-53.76
08-Jan-12,-53.76
09-Jan-12,-53.77
10-Jan-12,-53.76
11-Jan-12,-53.74
12-Jan-12,-53.75
13-Jan-12,-53.76
14-Jan-12,-53.74
15-Jan-12,-53.73
16-Jan-12,-53.72
17-Jan-12,-53.70
18-Jan-12,-53.68
19-Jan-12,-53.66
20-Jan-12,-53.65
21-Jan-12,-53.63
22-Jan-12,-53.64
23-Jan-12,-53.65
24-Jan-12,-53.63
25-Jan-12,-53.60
26-Jan-12,-53.59
27-Jan-12,-53.63
28-Jan-12,-53.65
29-Jan-12,-53.65
30-Jan-12,-53.63
31-Jan-12,-53.65
01-Feb-12,-53.65
02-Feb-12,-53.65
03-Feb-12,-53.64
04-Feb-12,-53.60
05-Feb-12,-53.60
06-Feb-12,-53.61
07-Feb-12,-53.63
08-Feb-12,-53.61
09-Feb-12,-53.59
10-Feb-12,-53.58
11-Feb-12,-53.57
12-Feb-12,-53.56
13-Feb-12,-53.54
14-Feb-12,-53.52
15-Feb-12,-53.53
16-Feb-12,-53.51
17-Feb-12,-53.48
18-Feb-12,-53.46
19-Feb-12,-53.50
20-Feb-12,-53.48
21-Feb-12,-53.46
22-Feb-12,-53.44
23-Feb-12,-53.46
24-Feb-12,-53.47
25-Feb-12,-53.47
26-Feb-12,-53.45
27-Feb-12,-53.44
28-Feb-12,-53.44
29-Feb-12,-53.43
01-Mar-12,-53.44
02-Mar-12,-53.42
03-Mar-12,-53.39
04-Mar-12,-53.39
05-Mar-12,-53.40
06-Mar-12,-53.37
07-Mar-12,-53.37
08-Mar-12,-53.39
09-Mar-12,-53.39
10-Mar-12,-53.40
11-Mar-12,-53.39
12-Mar-12,-53.39
13-Mar-12,-53.37
14-Mar-12,-53.35
15-Mar-12,-53.32
16-Mar-12,-53.30
17-Mar-12,-53.29
18-Mar-12,-53.32
19-Mar-12,-53.33
20-Mar-12,-53.33
21-Mar-12,-53.33
22-Mar-12,-53.31
23-Mar-12,-53.30
24-Mar-12,-53.31
25-Mar-12,-53.31
26-Mar-12,-53.31
27-Mar-12,-53.29
28-Mar-12,-53.28
29-Mar-12,-53.26
30-Mar-12,-53.24
31-Mar-12,-53.24
01-Apr-12,-53.21
02-Apr-12,-53.18
03-Apr-12,-53.17
04-Apr-12,-53.20
05-Apr-12,-53.18
06-Apr-12,-53.16
07-Apr-12,-53.15
08-Apr-12,-53.12
09-Apr-12,-53.06
10-Apr-12,-53.06
11-Apr-12,-53.09
12-Apr-12,-53.09
13-Apr-12,-53.09
14-Apr-12,-53.11
15-Apr-12,-53.12
16-Apr-12,-53.08
16-May-12,-53.02
18-Jun-12,-52.82
13-Jul-12,-52.35
14-Jul-12,-52.36
15-Jul-12,-52.37
16-Jul-12,-52.37
17-Jul-12,-52.37
18-Jul-12,-52.33
19-Jul-12,-52.34
20-Jul-12,-52.36
21-Jul-12,-52.36
22-Jul-12,-52.35
23-Jul-12,-52.34
24-Jul-12,-52.33
25-Jul-12,-52.34
26-Jul-12,-52.32
27-Jul-12,-52.29
28-Jul-12,-52.28
29-Jul-12,-52.28
30-Jul-12,-52.29
31-Jul-12,-52.28
01-Aug-12,-52.26
02-Aug-12,-52.26
03-Aug-12,-52.26
04-Aug-12,-52.25
05-Aug-12,-52.23
06-Aug-12,-52.22
07-Aug-12,-52.25
08-Aug-12,-52.26
09-Aug-12,-52.26
10-Aug-12,-52.26
11-Aug-12,-52.23
12-Aug-12,-52.21
13-Aug-12,-52.19
14-Aug-12,-52.19
15-Aug-12,-52.16
16-Aug-12,-52.17
17-Aug-12,-52.15
18-Aug-12,-52.16
19-Aug-12,-52.16
20-Aug-12,-52.15
21-Aug-12,-52.13
22-Aug-12,-52.13
23-Aug-12,-52.11
24-Aug-12,-52.09
25-Aug-12,-52.08
26-Aug-12,-52.10
27-Aug-12,-52.07
28-Aug-12,-52.08
29-Aug-12,-52.06
30-Aug-12,-52.10
31-Aug-12,-52.10
01-Sep-12,-52.07
02-Sep-12,-52.08
03-Sep-12,-52.07
04-Sep-12,-52.08
05-Sep-12,-52.07
06-Sep-12,-52.05
07-Sep-12,-52.05
08-Sep-12,-52.02
09-Sep-12,-51.98
10-Sep-12,-51.98
11-Sep-12,-51.97
12-Sep-12,-51.99
13-Sep-12,-51.97
14-Sep-12,-51.97
15-Sep-12,-51.96
16-Sep-12,-51.94
17-Sep-12,-51.94
18-Sep-12,-51.95
19-Sep-12,-51.97
20-Sep-12,-51.94
21-Sep-12,-51.94
22-Sep-12,-51.94
23-Sep-12,-51.89
24-Sep-12,-51.80
25-Sep-12,-51.77
26-Sep-12,-51.81
27-Sep-12,-51.81
28-Sep-12,-51.81
29-Sep-12,-51.83
30-Sep-12,-51.80
01-Oct-12,-51.78
02-Oct-12,-51.76
03-Oct-12,-51.75
04-Oct-12,-51.76
05-Oct-12,-51.76
06-Oct-12,-51.78
07-Oct-12,-51.79
08-Oct-12,-51.78
09-Oct-12,-51.77
10-Oct-12,-51.74
11-Oct-12,-51.70
12-Oct-12,-51.69
13-Oct-12,-51.69
14-Oct-12,-51.67
15-Oct-12,-51.64
16-Oct-12,-51.64
17-Oct-12,-51.63
18-Oct-12,-51.64
19-Oct-12,-51.65
20-Oct-12,-51.67
21-Oct-12,-51.67
22-Oct-12,-51.67
23-Oct-12,-51.67
24-Oct-12,-51.65
25-Oct-12,-51.64
26-Oct-12,-51.62
27-Oct-12,-51.61
28-Oct-12,-51.57
29-Oct-12,-51.56
30-Oct-12,-51.52
31-Oct-12,-51.47
01-Nov-12,-51.47
02-Nov-12,-51.49
03-Nov-12,-51.50
04-Nov-12,-51.51
05-Nov-12,-51.53
06-Nov-12,-51.54
07-Nov-12,-51.52
08-Nov-12,-51.51
09-Nov-12,-51.47
10-Nov-12,-51.46
11-Nov-12,-51.50
12-Nov-12,-51.50
13-Nov-12,-51.50
14-Nov-12,-51.51
15-Nov-12,-51.48
16-Nov-12,-51.45
17-Nov-12,-51.44
18-Nov-12,-51.43
19-Nov-12,-51.41
20-Nov-12,-51.40
21-Nov-12,-51.40
22-Nov-12,-51.37
23-Nov-12,-51.40
24-Nov-12,-51.37
25-Nov-12,-51.34
26-Nov-12,-51.33
27-Nov-12,-51.34
28-Nov-12,-51.34
29-Nov-12,-51.32
30-Nov-12,-51.32
01-Dec-12,-51.32
02-Dec-12,-51.30
03-Dec-12,-51.26
04-Dec-12,-51.26
05-Dec-12,-51.27
06-Dec-12,-51.22
07-Dec-12,-51.26
08-Dec-12,-51.26
09-Dec-12,-51.25
10-Dec-12,-51.28
11-Dec-12,-51.27
12-Dec-12,-51.22
13-Dec-12,-51.18
14-Dec-12,-51.11
15-Dec-12,-51.13
16-Dec-12,-51.14
17-Dec-12,-51.15
18-Dec-12,-51.19
19-Dec-12,-51.16
20-Dec-12,-51.10
21-Dec-12,-51.10
22-Dec-12,-51.05
23-Dec-12,-51.05
24-Dec-12,-51.03
25-Dec-12,-51.03
26-Dec-12,-51.03
27-Dec-12,-51.06
28-Dec-12,-51.02
29-Dec-12,-51.00
30-Dec-12,-51.00
31-Dec-12,-50.98
01-Jan-13,-51.02
02-Jan-13,-51.04
03-Jan-13,-51.06
04-Jan-13,-51.06
05-Jan-13,-51.05
06-Jan-13,-51.03
07-Jan-13,-51.01
08-Jan-13,-51.00
09-Jan-13,-50.99
10-Jan-13,-50.97
11-Jan-13,-50.96
12-Jan-13,-50.96
13-Jan-13,-50.95
14-Jan-13,-50.90
15-Jan-13,-50.84
16-Jan-13,-50.79
17-Jan-13,-50.80
18-Jan-13,-50.89
19-Jan-13,-50.87
20-Jan-13,-50.90
21-Jan-13,-50.89
22-Jan-13,-50.82
23-Jan-13,-50.82
24-Jan-13,-50.84
25-Jan-13,-50.84
26-Jan-13,-50.80
27-Jan-13,-50.72
28-Jan-13,-50.75
29-Jan-13,-50.75
30-Jan-13,-50.77
31-Jan-13,-50.78
01-Feb-13,-50.77
02-Feb-13,-50.80
03-Feb-13,-50.77
04-Feb-13,-50.74
05-Feb-13,-50.72
06-Feb-13,-50.77
07-Feb-13,-50.77
08-Feb-13,-50.77
09-Feb-13,-50.74
10-Feb-13,-50.70
11-Feb-13,-50.72
12-Feb-13,-50.74
13-Feb-13,-50.70
14-Feb-13,-50.71
15-Feb-13,-50.72
16-Feb-13,-50.72
17-Feb-13,-50.71
18-Feb-13,-50.71
19-Feb-13,-50.71
