Date,Easington
04-May-11,-11.6932
05-May-11,-12.4939
06-May-11,-12.23977
07-May-11,-11.67821
08-May-11,-11.22483
09-May-11,-10.8009
10-May-11,-10.78094
11-May-11,-11.07452
12-May-11,-11.2826
13-May-11,-11.41017
14-May-11,-11.5106
15-May-11,-11.72477
16-May-11,-11.78862
17-May-11,-11.88683
18-May-11,-11.6926
19-May-11,-11.75917
20-May-11,-11.79419
21-May-11,-12.02554
22-May-11,-12.02048
23-May-11,-12.18977
24-May-11,-12.09721
25-May-11,-12.27417
26-May-11,-12.21202
27-May-11,-12.25185
28-May-11,-12.00835
29-May-11,-11.94288
30-May-11,-11.87402
31-May-11,-11.9091
01-Jun-11,-11.6865
02-Jun-11,-11.5906
03-Jun-11,-11.60331
04-Jun-11,-11.39579
05-Jun-11,-10.96625
06-Jun-11,-10.59175
07-Jun-11,-10.55067
08-Jun-11,-10.59165
09-Jun-11,-10.569
10-Jun-11,-10.72996
11-Jun-11,-10.85417
12-Jun-11,-10.77592
13-Jun-11,-10.61948
14-Jun-11,-10.68887
15-Jun-11,-10.71487
16-Jun-11,-10.80094
17-Jun-11,-10.83031
18-Jun-11,-10.81031
19-Jun-11,-10.92806
20-Jun-11,-10.99844
21-Jun-11,-11.06392
22-Jun-11,-11.05788
23-Jun-11,-11.04958
24-Jun-11,-11.10444
25-Jun-11,-11.0606
26-Jun-11,-11.03283
27-Jun-11,-10.97079
28-Jun-11,-11.05452
29-Jun-11,-11.11998
30-Jun-11,-11.16558
01-Jul-11,-11.19552
02-Jul-11,-11.28927
03-Jul-11,-11.31815
04-Jul-11,-11.42575
05-Jul-11,-11.43023
06-Jul-11,-11.45683
07-Jul-11,-11.30915
08-Jul-11,-11.15269
09-Jul-11,-11.18933
10-Jul-11,-11.19821
11-Jul-11,-11.25706
12-Jul-11,-11.05563
13-Jul-11,-10.89296
14-Jul-11,-11.09615
15-Jul-11,-11.40579
16-Jul-11,-11.40579
17-Jul-11,-11.46844
18-Jul-11,-11.42513
19-Jul-11,-11.2964
20-Jul-11,-11.2459
21-Jul-11,-11.27483
22-Jul-11,-11.18652
23-Jul-11,-11.0145
24-Jul-11,-11.11112
25-Jul-11,-11.18442
26-Jul-11,-11.266
03-Aug-11,-10.22
08-Sep-11,-8.62
11-Oct-11,-8.62
18-Oct-11,-8.42
09-Nov-11,-8.32
07-Dec-11,-8.62
04-Jan-12,-8.22
15-Feb-12,-8.42
07-Mar-12,-9.52
11-Apr-12,-9.72
03-May-12,-8.52
06-Jun-12,-10.12
12-Jul-12,-7.92
02-Aug-12,-9.72
10-Sep-12,-7.52
15-Oct-12,-9.12
07-Nov-12,-8.12
06-Dec-12,-7.92
14-Jan-13,-8.72
13-Feb-13,-8.12
21-Mar-13,-6.12
15-Apr-13,-7.82
29-May-13,-8.02
10-Jun-13,-8.82
05-Jul-13,-6.82
07-Aug-13,-7.92
19-Sep-13,-8.02
08-Oct-13,-8.92
05-Nov-13,-10.52
04-Dec-13,-10.32
10-Jan-14,-8.52
05-Feb-14,-9.12
05-Mar-14,-9.12
04-Apr-14,-8.82
06-May-14,-8.12
16-Jul-14,-8.82
06-Aug-14,-8.52
06-Aug-14,-8.52
04-Sep-14,-7.02
04-Sep-14,-7.02
15-Oct-14,-7.92
13-Nov-14,-8.22
10-Dec-14,-8.52
14-Jan-15,-7.02
06-Feb-15,-8.92
06-Feb-15,-8.92
09-Mar-15,-9.42
09-Mar-15,-9.42
,
,
,
,
,
15-Oct-15,-10.42
05-Nov-15,-10.62
02-Dec-15,-9.89
03-Mar-16,-9.52
27-Apr-16,-9.45
12-May-16,-8.89
07-Jun-16,-11.38
15-Jul-16,-10.55
22-Sep-16,-12.21
26-Oct-16,-12.14
23-Dec-16,-9.38
20-Jan-17,-10.01
16-Feb-17,-10.08
17-Mar-17,-11.22
27-Apr-17,-11.12
18-May-17,-9.68
22-Jun-17,-11.64
21-Jul-17,-10.45
17-Aug-17,-9.82
29-Sep-17,-10.21
18-Oct-17,-11.81
16-Nov-17,-8.81
17-Jan-18,-10.57
25-Feb-18,-9.72
22-Mar-18,-11.1
18-Apr-18,-11.05
14-Jun-18,-11.54
23-Jul-18,-9.97
09-Aug-18,-15.26
14-Sep-18,-10.42
18-Oct-18,-9.52
08-Nov-18,-11.53
10-Dec-18,-12.32
09-Jan-19,-11.92
13-Feb-19,-11.67
13-Mar-19,-10.92
10-Apr-19,-9.43
08-May-19,-10.76
05-Jun-19,-10.72
02-Jul-19,-12.12
16-Aug-19,-11.41
12-Sep-19,-11.37
04-Oct-19,-11.27
14-Nov-19,-10.67
12-Dec-19,-10.75
09-Jan-20,-11
06-Feb-20,-10.84
05-Mar-20,-9.2
02-Apr-20,-10.33
