Borehole_name,Region,Grid_reference,X,Y,LAT,LON,Depth,Temp,T_grad,Type,Source,ROCK,gradient,COND,HEAT_FLUX,HF_+_CLIMATE,Source
Hopton_Pool,,SJ_95_26,395000,326000,52.831498,-2.0756556,878,31.6,24.0,VST,,,,,,,
Hopton_Pool,,SJ_95_26,395000,326000,52.831498,-2.0756556,1061,39.0,26.9,VST,,,,,,,
Florence_Coll,,SJ_9098_4251,390980,342510,52.979858,-2.1357871,948,36.7,28.5,VST,,,,,,,
Florence_Coll,,SJ_9084_4239,390840,342390,52.978777,-2.1378687,986,38.0,28.7,VST,,,,,,,
Holditch_Coll,,SJ_82304770,382300,347700,53.026293,-2.2653474,862,30.5,24.4,VST,,,,,,,
Holditch_Coll,,SJ_8350_4610,383500,346100,53.011949,-2.2473738,820,26.9,20.9,VST,,,,,,,
Holditch_Coll,,SJ_8300_4640,383000,346400,53.014630,-2.2548419,869,28.0,21.1,VST,,,,,,,
Holditch_Coll,,SJ_8305_4732,383050,347320,53.022901,-2.2541453,1133,43.0,29.4,VST,,,,,,,
Silverdale_Coll,,SJ_8325_4629,383250,346290,53.013649,-2.2511098,445,17.7,17.8,VST,,,,,,,
Hem_Heath_Coll,,SJ_8690_4244,386900,342440,52.979143,-2.1965492,960,39.9,31.4,VST,,,,,,,
Hem_Heath_Coll,,SJ_8972_4011,389720,340110,52.958261,-2.1544757,970,25.3,26.5,VST,,,,,,,
Hem_Heath_Coll,,SJ_9027_4011,390270,340110,52.958271,-2.1462884,801,30.5,26.1,VST,,,,,,,
Parkside_Coll,,SJ_6185_9462,361850,394620,53.446955,-2.5758686,808,25.5,18.2,VST,,,,,,,
Parkside_Coll,,SJ_6152_9530,361520,395300,53.453043,-2.5809204,698,24.2,19.2,VST,,,,,,,
Bold_Coll,,SJ_5672_9008,356720,390080,53.405752,-2.6524774,1021,31.0,20.1,VST,,,,,,,
Bold_Coll,,SJ_5568_9138,355680,391380,53.417350,-2.6683030,884,28.8,20.4,VST,,,,,,,
Parsonage_Coll,,SJ_6549_9293,365490,392930,53.432017,-2.5208801,1000,30.5,19.7,VST,,,,,,,
Bickershaw_Coll,,SJ_5427_9671,354270,396710,53.465134,-2.6902925,834,27.2,19.7,VST,,,,,,,
Bickershaw_Coll,,SJ_6574_9660,365740,396600,53.465019,-2.5175184,999,28.2,17.3,VST,,,,,,,
Wolstanton_Coll,,SJ_8739_4827,387390,348270,53.031562,-2.1894812,1100,41.8,29.3,VST,,,,,,,
Florence_Coll,,SJ_9080_3875,390800,338750,52.946055,-2.1383598,521,19.4,18.8,VST,,,,,,,
Florence_Coll,,SJ_9117_3920,391170,339200,52.950107,-2.1328659,728,23.9,19.8,VST,,,,,,,
Florence_Coll,,SJ_9091_4010,390910,340100,52.958193,-2.1367611,954,35.6,27.4,VST,,,,,,,
Florence_Coll,,SJ_9064_4072,390640,340720,52.963761,-2.1407985,1003,37.3,27.7,VST,,,,,,,
Florence_Coll,,SJ_9100_3885,391000,338850,52.946958,-2.1353862,963,35.0,26.5,VST,,,,,,,
Florence_Coll,,SJ_9108_4022,391080,340220,52.959274,-2.1342338,1006,38.6,28.9,VST,,,,,,,
Florence_Coll,,SJ_9136_4282,391360,342820,52.982651,-2.1301360,801,31.6,27.5,VST,,,,,,,
Hem_Heath_Coll,,SJ_8734_4113,387340,341130,52.967378,-2.1899445,652,22.8,19.8,VST,,,,,,,
Hem_Heath_Coll,,SJ_8986_4072,389860,340720,52.963747,-2.1524110,951,34.8,26.4,VST,,,,,,,
Hem_Heath_Coll,,SJ_8665_4276,386650,342760,52.982014,-2.2002858,937,39.2,31.3,VST,,,,,,,
Silverdale_Coll,,SJ_8248_4720,382480,347200,53.021804,-2.2626364,537,20.4,20.1,VST,,,,,,,
Wolstanton_Coll,,SJ_8554_5222,385540,352220,53.067021,-2.2172456,910,31.3,23.5,VST,,,,,,,
Wolstanton_Coll,,SJ_8534_5211,385340,352110,53.066027,-2.2202252,925,31.8,23.5,VST,,,,,,,
Wolstanton_Coll,,SJ_8526_5088,385260,350880,53.054968,-2.2213623,875,33.1,26.2,VST,,,,,,,
Wolstanton_Coll,,SJ_8636_5172,386360,351720,53.062548,-2.2049870,1036,38.1,27.0,VST,,,,,,,
Wolstanton_Coll,,SJ_8645_5148,386450,351480,53.060393,-2.2036339,1038,38.3,27.2,VST,,,,,,,
Sneyd_Coll,,SJ_8716_4941,387160,349410,53.041804,-2.1929566,1051,40.0,28.9,VST,,,,,,,
Sneyd_Coll,,SJ_8725_4926,387250,349260,53.040458,-2.1916083,1049,39.7,28.7,VST,,,,,,,
Sneyd_Coll,,SJ_8725_4926,387250,349260,53.040458,-2.1916083,1053,40.1,29.0,VST,,,,,,,
Sneyd_Coll,,SJ_8720_5070,387200,350700,53.053401,-2.1924117,929,32.2,23.9,VST,,,,,,,
Sneyd_Coll,,SJ_8715_5080,387150,350800,53.054298,-2.1931617,903,32.9,25.4,VST,,,,,,,
Sneyd_Coll,,SJ_8710_5093,387100,350930,53.055466,-2.1939129,954,36.3,29.6,VST,,,,,,,
Victoria_Coll,,SJ_8640_5485,386400,354850,53.090685,-2.2045236,833,25.6,19.1,VST,,,,,,,
Victoria_Coll,,SJ_8625_5480,386250,354800,53.090232,-2.2067612,689,21.4,17.0,VST,,,,,,,
Victoria_Coll,,SJ_8615_5475,386150,354750,53.089780,-2.2082521,680,20.7,16.2,VST,,,,,,,
Deep_Pit,,SJ_8850_4963,388500,349630,53.043812,-2.1729788,609,25.9,26.9,VST,,,,,,,
Deep_Pit,,SJ_8845_4978,388450,349780,53.045159,-2.1737300,561,26.5,26.1,VST,,,,,,,
Deep_Pit,,SJ_8888_4908,388880,349080,53.038876,-2.1672918,604,25.3,26.2,VST,,,,,,,
Berry_Hill_Coll,,SJ_8965_4560,389650,345600,53.007610,-2.1556954,900,34.4,27.4,VST,,,,,,,
IRONVILLE_NO3,,SK_4324_5231,443240,352310,53.066289,-1.3561663,836,33.3,28.1,BHT,,,,,,,
IRONVILLE_NO4,,SK_4317_5190,443170,351900,53.062609,-1.3572657,362,27.0,47.2,DST,,,,,,,
IRONVILLE_NO4,,SK_4317_5190,443170,351900,53.062609,-1.3572657,463,26.1,35.0,BHT,,,,,,,
HIGH_MARNHAM,,SK_8093_7028,480930,370280,53.223414,-0.78927779,1063,43.0,30.7,DST,,,,,,,
HIGH_MARNHAM,,SK_8093_7028,480930,370280,53.223414,-0.78927779,1156,37.2,23.2,BHT,,,,,,,
MANSFIELD_NO1,,SK_5551_5905,455510,359050,53.125737,-1.1719135,887,42.2,36.6,BHT,,,,,,,
MANSFIELD_NO1,,SK_5551_5905,455510,359050,53.125737,-1.1719135,1329,53.0,32.6,DST,,,,,,,
MANSFIELD_NO1,,SK_5551_5905,455510,359050,53.125737,-1.1719135,1368,52.8,31.5,BHT,,,,,,,
MORTON_NO1,,SK_7932_9241,479320,392410,53.422532,-0.80785728,1296,41.7,24.1,BHT,,,,,,,
MORTON_NO1,,SK_7932_9241,479320,392410,53.422532,-0.80785728,1558,53.0,27.3,DST,,,,,,,
MORTON_NO1,,SK_7932_9241,479320,392410,53.422532,-0.80785728,1672,45.0,20.6,BHT,,,,,,,
RANSKILL_NO1,,SK_6423_8814,464230,388140,53.386207,-1.0357603,1263,47.6,29.5,DST,,,,,,,
RANSKILL_NO1,,SK_6423_8814,464230,388140,53.386207,-1.0357603,1339,40.6,22.6,BHT,,,,,,,
RANSKILL_NO1,,SK_6423_8814,464230,388140,53.386207,-1.0357603,1527,43.3,21.5,BHT,,,,,,,
RANSKILL_NO1,,SK_6423_8814,464230,388140,53.386207,-1.0357603,1729,48.3,21.9,BHT,,,,,,,
STAPLEFORD_NO1,,SK_4907_3595,449070,335950,52.918735,-1.2716479,164,13.9,22.6,BHT,,,,,,,
SOUTH_LEVERTON_1,,SK_7933_8040,479330,380400,53.314601,-0.81071629,1158,45.8,30.5,LOG,,,,,,,
SOUTH_LEVERTON_1,,SK_7933_8040,479330,380400,53.314601,-0.81071629,1538,47.2,23.9,BHT,,,,,,,
SOUTH_LEVERTON_L,,SK_7620_7885,476200,378850,53.301130,-0.85805893,1158,45.8,30.6,LOG,,,,,,,
TICKHILL,,SK_5773_9297,457730,392970,53.430365,-1.1325930,1709,71.7,35.9,BHT,,,,,,,
DARNUY_MOOR,,SK_6630_8364,466300,383640,53.345509,-1.0055847,815,30.6,24.8,BHT,,,,,,,
DARNUY_MOOR,,SK_6630_8364,466300,383640,53.345509,-1.0055847,1029,40.0,28.8,BHT,,,,,,,
BILDY,,SK_6385_8338,463850,383380,53.343473,-1.0424322,1015,40.6,29.8,LOG,,,,,,,
CARR_BANK,,SK_6397_5579,463970,355790,53.095491,-1.0461538,942,42.8,34.7,LOG,,,,,,,
CLIPSON,,SK_6416_3384,464160,333840,52.898184,-1.0476664,569,19.7,17.0,LOG,,,,,,,
COTGRAVE_NO1,,SK_6511_3642,465110,336420,52.921259,-1.0330301,585,28.9,32.0,LOG,,,,,,,
COTGRAVE_NO3,,SK_6494_3595,464940,335950,52.917055,-1.0356520,578,29.4,33.0,LOG,,,,,,,
MATTERSEY,,SK_6862_8898,468620,388980,53.393205,-0.96958529,1143,50.0,34.6,LOG,,,,,,,
NORNAY,,SK_6251_8868,462510,388680,53.391266,-1.0615101,930,40.0,31.8,LOG,,,,,,,
NORNAY,,SK_6251_8868,462510,388680,53.391266,-1.0615101,1088,50.0,36.4,LOG,,,,,,,
PAPPLEWICK,,SK_5168_5213,451680,352130,53.063923,-1.2302536,240,16.1,25.8,EQM,,SDST,36.6,,71,,MULLINS_AND_HINSEY_(1957-1958)
PAPPLEWICK,,SK_5168_5213,451680,352130,53.063923,-1.2302536,355,19.8,27.9,EQM,,MARL,,,,,
PAPPLEWICK,,SK_5168_5213,451680,352130,53.063923,-1.2302536,625,30.1,32.3,EQM,,LMST,,,,,
PAPPLEWICK,,SK_5168_5213,451680,352130,53.063923,-1.2302536,847,32.7,26.9,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,246,14.9,19.1,EQM,,SDST,20.5,,83,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,357,16.7,18.2,EQM,,MARL,38.8,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,454,19.6,20.7,EQM,,LMST,35.6,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,569,23.5,23.4,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,636,26.8,26.1,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,709,18.6,26.0,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,774,31.7,27.8,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,846,35.9,30.4,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,937,39.6,31.4,EQM,,,,,,,
RANBY_CAMP,,SK_6638_8075,466380,380750,53.319525,-1.0049877,985,41.2,31.5,EQM,,,,,,,
CALOW_NO1,,SK_4084_7041,440840,370410,53.229168,-1.3896788,621,31.1,34.3,BHT,,,,,,,
CALOW_NO1,,SK_4084_7041,440840,370410,53.229168,-1.3896788,1110,46.0,32.6,DST,,,,,,,
CALOW_NO1,,SK_4084_7041,440840,370410,53.229168,-1.3896788,1133,40.0,26.7,LOG,,,,,,,
EYAM,,SK_2096_7603,420960,376030,53.280836,-1.6871040,622,11.3,3.5,EQM,,LMST,4.1,3.47,17,,OXBURGH_AND_RICHARDSSON
HANDSACRE_HALL,,SK_0884_1558,408840,315580,52.737781,-1.8705110,689,21.1,16.1,BHT,,,,,,,
CALOW_NO4,,SK_4097_7002,440970,370020,53.225652,-1.3877815,339,28.3,54.6,BHT,,,,,,,
PATHWAY,,SK_0721_1978,407210,319780,52.775561,-1.8945617,406,16.0,15.0,VST,,,,,,,
PATHWAY,,SK_0721_1978,407210,319780,52.775561,-1.8945617,418,14.6,14.6,LOG,,,,,,,
DASSINGFIELD_1,,SK_6122_3722,461220,337220,52.928906,-1.0907293,488,23.6,27.3,LOG,,,,,,,
EGMANTON_67,,SK_1964_3290,419640,332900,52.893194,-1.7095206,1003,40.0,29.9,BHT,,,,,,,
FOREST_LANE,,SK_5548_5104,455480,351040,53.053746,-1.1737415,698,30.0,28.7,BHT,,,,,,,
GLAPWELL_VILLAGE,,SK_4823_6639,448230,366390,53.192417,-1.2795923,381,21.1,30.7,LOG,,,,,,,
ROTHERWOOD,,SK_3458_1559,434580,315590,52.736843,-1.4892899,198,14.0,20.7,BHT,,,,,,,
OVERFIELD,,SK_2317_1526,423170,315260,52.734483,-1.6582973,779,40.0,38.5,BHT,,,,,,,
HILL_COVERT,,SK_2303_1813,423030,318130,52.760289,-1.6601701,706,22.8,18.0,LOG,,,,,,,
LADY_LEYS,,SK_2403_1394,424030,313940,52.722580,-1.6456574,749,21.1,14.8,BHT,,,,,,,
BULLS_HEAD,,SK_2401_1684,424010,316840,52.748650,-1.6457423,340,20.0,29.1,BHT,,,,,,,
COTON_HALL_FM,,SK_1871_0556,418710,305560,52.647457,-1.7248958,568,15.0,8.5,BHT,,,,,,,
COMBERFORD_LANE,,SK_2010_0669,420100,306690,52.657565,-1.7042830,657,20.4,15.7,BHT,,,,,,,
BONDHAY_LANE,,SK_5158_7789,451580,377890,53.295466,-1.2275989,750,30.5,27.7,LOG,,,,,,,
TWYCHOSS,,SK_3387_0564,433870,305640,52.647444,-1.5008256,490,20.6,22.0,LOG,,,,,45,,OXBURGH_AND_OTHERS_(1980)
DOLSOVER,,SK_4523_7086,445230,370860,53.232858,-1.3238581,610,27.1,28.0,VST,,,,,,,
HOLLYBANK_COLL,,SK_045_045,404500,304500,52.638229,-1.9349375,729,22.9,18.4,CFM,,,,,,,
BRERETON_COLL,,SK_045_150,404500,315000,52.732620,-1.9347976,317,13.4,9.1,VST,,,,,,,
BETHS_NO3,,SN_6694_0969,266940,209690,51.770025,-3.9297866,1105,30.0,18.5,BHT,,,,,,,
CYNHEIDRE_6/5,,SN_5352_0949,253520,209490,51.764875,-4.1240552,866,31.5,24.4,BHT,,,,,,,
CYNHEIDRE_5/5,,SN_51960348,251960,203480,51.710466,-4.1440857,850,26.0,18.9,BHT,,,,,,,
CYNHEIDRE_5/4,,SN_5153_0845,251530,208450,51.755006,-4.1524260,750,30.0,26.7,BHT,,,,,,,
CYNHEIDRE_3/1,,SN_5014_0734,250140,207340,51.744663,-4.1720700,886,36.8,29.7,BHT,,,,,,,
CYNHEIDRE_3/2,,SN_5057_0697,250570,206970,51.741454,-4.1656874,965,31.4,21.9,BHT,,,,,,,
CYNHEIDRE_4/1,,SN_5083_0827,250830,208270,51.753203,-4.1624825,860,30.6,23.6,BHT,,,,,,,
CYNHEIDRE_4/2,,SN_5119_0761,251190,207610,51.747369,-4.1569884,1018,33.2,22.9,BHT,,,,,,,
CYNHEIDRE_4/3,,SN_5136_0635,251360,206350,51.736093,-4.1539891,1039,39.2,27.9,BHT,,,,,,,
CYNHEIDRE_5/2,,SN_5192_0810,251920,208100,51.751965,-4.1466308,950,40.6,32.2,BHT,,,,,,,
CYNHEIDRE_6/1,,SN_5314_0973,253140,209730,51.766932,-4.1296592,824,32.8,27.3,BHT,,,,,,,
CYNHEIDRE_6/3,,SN_5333__879,253000,233000,51.975967,-4.1416001,1018,41.7,30.9,BHT,,,,,,,
MAIN_NO1_COLL,,SN_738_003,273800,200300,51.687231,-3.8270169,379,18.6,19.8,CFM,,,,,,,
MAIN_NO1_COLL,,SN_738_003,273800,200300,51.687231,-3.8270169,381,18.7,19.9,CFM,,,,,,,
RESOLUEN_COLL,,SN_835_028,283500,202800,51.711798,-3.6876003,207,12.2,13.0,CFM,,,,,,,
GLYN_CASTLE_PIT,,SN_846_020,284600,202000,51.704835,-3.6714213,547,24.6,26.3,CFM,,,,,,,
GLYN_CASTLE_PIT,,SN_846_020,284600,202000,51.704835,-3.6714213,576,23.3,22.7,CFM,,,,,,,
GLYN_CASTLE_PIT,,SN_846_020,284600,202000,51.704835,-3.6714213,617,25.0,24.0,CFM,,,,,,,
PONT_HENRY,,SN_483_097,248300,209700,51.765371,-4.1997313,311,19.1,25.7,CFM,,,,,,,
PONT_HENRY,,SN_483_097,248300,209700,51.765371,-4.1997313,343,19.3,23.9,CFM,,,,,,,
NEW_CROSSHANDS,,SN_563_131,256300,213100,51.798032,-4.0852947,205,14.4,18.5,CFM,,,,,,,
NEW_CROSSHANDS,,SN_563_131,256300,213100,51.798032,-4.0852947,258,15.6,19.4,CFM,,,,,,,
NEW_CROSSHANDS,,SN_563_131,256300,213100,51.798032,-4.0852947,422,20.6,23.7,CFM,,,,,,,
NEW_CROSSHANDS,,SN_563_131,256300,213100,51.798032,-4.0852947,424,21.9,26.7,CFM,,,,,,,
GHAUN_CAE_GURWEN,,SN_712_120,271200,212000,51.791780,-3.8689420,311,18.0,26.4,CFM,,,,,,,
GHAUN_CAE_GURWEN,,SN_712_120,271200,212000,51.791780,-3.8689420,360,20.6,30.0,CFM,,,,,,,
GHAUN_CAE_GURWEN,,SN_712_120,271200,212000,51.791780,-3.8689420,479,20.8,23.0,CFM,,,,,,,
GHAUN_CAE_GURWEN,,SN_712_120,271200,212000,51.791780,-3.8689420,498,21.4,23.3,CFM,,,,,,,
GHAUN_CAE_GURWEN,,SN_712_120,271200,212000,51.791780,-3.8689420,536,22.3,23.3,CFM,,,,,,,
OLGIVIE_COLL,,SO_121_029,312100,202900,51.717913,-3.2738024,428,21.7,27.6,CFM,,,,,,,
COVENTRY_COLL,,SP_3230_8280,432300,282800,52.442218,-1.5262443,732,20.5,13.8,VST,,,,,,,
HAMSTEAD_COLL,,SP_042_930,404200,293000,52.534848,-1.9395125,646,20.2,15.3,CFX,,,,,,,
MASTEG,,SS_8528_9245,285280,192450,51.619145,-3.6584474,2642,71.1,22.9,BHT,,,,,,,
MARGAM_NO2,,SS_8111_8632,281110,186320,51.563187,-3.7165729,485,25.6,30.1,LOG,,,,,,,
MARGAM_6,,SS_8362_8603,283620,186030,51.561104,-3.6802830,831,27.5,20.1,BHT,,,,,,,
MARGAM_7,,SS_8539_8557,285390,185570,51.557333,-3.6546106,846,30.0,22.7,BHT,,,,,,,
MARGAM_8,,SS_8262_8619,282620,186190,51.562335,-3.6947556,790,28.0,22.5,BHT,,,,,,,
CAREAU_COLL,,SS_866_946,286600,194600,51.638736,-3.6400863,376,24.6,38.6,CFM,,,,,,,
CAREAU_COLL,,SS_866_946,286600,194600,51.638736,-3.6400863,396,25.1,3709.0,CFM,,,,,,,
NANTEWLAETH_COLL,,SS_863_977,286300,197700,51.666537,-3.6454285,160,12.5,13.8,CFM,,,,,,,
RHONDA_MAIN_COLL,,SS_936_890,293600,189000,51.589772,-3.5372713,323,16.2,16.7,CFM,,,,,,,
RHONDA_MAIN_COLL,,SS_936_890,293600,189000,51.589772,-3.5372713,336,16.6,17.2,CFM,,,,,,,
RHONDA_MAIN_COLL,,SS_936_890,293600,189000,51.589772,-3.5372713,421,19.2,20.0,BHT,,,,,,,
BLAEN_CWM_COLL,,SS_917_986,291700,198600,51.675694,-3.5676595,217,17.5,34.6,CFM,,,,,,,
BLAEN_CWM_COLL,,SS_917_986,291700,198600,51.675694,-3.5676595,234,17.2,30.8,CFM,,,,,,,
BLAEN_CWM_COLL,,SS_917_986,291700,198600,51.675694,-3.5676595,279,18.9,31.9,CFM,,,,,,,
COURT_HERBERT,,SS_941_975,294100,197500,51.666265,-3.5326298,329,17.5,19.1,CFM,,,,,,,
WYNDAM_COLL,,SS_933_921,293300,192100,51.617578,-3.5425443,552,23.3,26.8,CFM,,,,,,,
LLANHARAN_COLL,,SS_995_828,299500,182800,51.535128,-3.4503609,191,14.9,19.9,CFM,,,,,,,
LLANHARAN_COLL,,SS_995_828,299500,182800,51.535128,-3.4503609,237,15.1,16.9,CFM,,,,,,,
LLANHARAN_COLL,,SS_995_828,299500,182800,51.535128,-3.4503609,296,16.6,18.6,CFM,,,,,,,
LLANHARAN_COLL,,SS_995_828,299500,182800,51.535128,-3.4503609,304,16.8,18.7,CFM,,,,,,,
MAIN_NO3_COLL,,SS_723_977,272300,197700,51.663527,-3.8477524,325,15.6,15.4,CFM,,,,,,,
MAIN_NO3_COLL,,SS_723_977,272300,197700,51.663527,-3.8477524,402,16.7,15.2,CFM,,,,,,,
MAIN_NO7,,SS_72_95,272000,195000,51.639195,-3.8510985,288,16.3,16.7,CFM,,,,,,,
BRITANNIC_MERTHY,,SS_972_895,297200,189500,51.594935,-3.4854713,440,23.9,31.8,CFM,,,,,,,
BRITANNIC_MERTHY,,SS_972_895,297200,189500,51.594935,-3.4854713,531,25.4,29.2,CFM,,,,,,,
BRITANNIC_MERTHY,,SS_972_895,297200,189500,51.594935,-3.4854713,289,27.0,29.0,CFM,,,,,,,
BRITANNIC_MERTHY,,SS_972_895,297200,189500,51.594935,-3.4854713,609,24.3,23.6,CFM,,,,,,,
CRIBBWR_FAWR,,SS_81_83,281000,183000,51.533326,-3.7170350,241,17.4,23.2,CFM,,,,,,,
CRIBBWR_FAWR,,SS_81_83,281000,183000,51.533326,-3.7170350,322,19.3,23.3,CFM,,,,,,,
TRANE_COLL,,SS_978_392,297800,139200,51.142913,-3.4623340,210,16.1,26.7,CFM,,,,,,,
TRANE_COLL,,SS_978_392,297800,139200,51.142913,-3.4623340,217,16.4,27.2,CFM,,,,,,,
TRANE_COLL,,SS_978_392,297800,139200,51.142913,-3.4623340,246,15.6,20.7,CFM,,,,,,,
TRANE_COLL,,SS_978_392,297800,139200,51.142913,-3.4623340,396,18.8,21.0,LOG,,,,,,,
TRANE_COLL,,SS_978_392,297800,139200,51.142913,-3.4623340,396,16.9,16.2,CFM,,,,,,,
LADY_WINDSOR1,,ST_0557_9379,305570,193790,51.634964,-3.3658335,770,30.5,26.2,BHT,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,571,22.9,21.7,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,576,23.2,22.0,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,619,24.9,23.3,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,629,26.4,25.3,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,652,27.8,26.5,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,600,25.9,22.6,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,705,26.1,22.1,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,707,25.8,21.6,CFM,,,,,,,
DEEP_NAVIGATION,,ST_094_970,309400,197000,51.664449,-3.3113416,731,27.8,23.7,CFM,,,,,,,
BEDWAS_COLL,,ST_178_894,317800,189400,51.597423,-3.1881327,408,16.4,14.5,CFM,,,,,,,
BEDWAS_COLL,,ST_178_894,317800,189400,51.597423,-3.1881327,569,20.6,17.8,CFM,,,,,,,
BEDWAS_COLL,,ST_178_894,317800,189400,51.597423,-3.1881327,645,21.1,16.4,CFM,,,,,,,
BEDWAS_COLL,,ST_178_894,317800,189400,51.597423,-3.1881327,679,24.9,21.2,CFM,,,,,,,
BEDWAS_COLL,,ST_178_894,317800,189400,51.597423,-3.1881327,715,24.9,20.1,CFM,,,,,,,
BEDWAS_COLL,,ST_178_894,317800,189400,51.597423,-3.1881327,728,25.7,20.9,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,527,23.9,26.4,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,573,23.3,23.2,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,622,23.2,21.2,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,631,20.2,16.2,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,633,19.9,15.6,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,639,21.6,18.2,CFM,,,,,,,
LLANBRADACH_COLL,,ST_149_909,314900,190900,51.610476,-3.2303549,686,23.3,19.4,CFM,,,,,,,
YNIS_MAERDY_SINK,,ST_032_839,303200,183900,51.545663,-3.3973361,156,14.0,16.7,CFM,,,,,,,
YNIS_MAERDY_SINK,,ST_032_839,303200,183900,51.545663,-3.3973361,201,15.3,19.4,CFM,,,,,,,
BRITANNIA_COLL,,ST_158_930,315800,193000,51.629489,-3.2178662,701,24.9,20.5,CFM,,,,,,,
BRITANNIA_COLL,,ST_158_930,315800,193000,51.629489,-3.2178662,736,25.0,19.7,CFM,,,,,,,
NANTGARW_COLL,,ST_119_857,311900,185700,51.563271,-3.2723608,804,21.7,13.6,CFM,,,,,,,
NANTGARW_COLL,,ST_119_857,311900,185700,51.563271,-3.2723608,810,21.4,13.1,CFM,,,,,,,
CWM_COLL,,ST_085_820,308500,182000,51.529469,-3.3204334,823,23.3,15.2,CFM,,,,,,,
KINSWOOD_COLL,,ST_66_73,366000,173000,51.454952,-2.4907188,376,12.6,2.9,CFM,,,,,,,
KINSWOOD_COLL,,ST_66_73,366000,173000,51.454952,-2.4907188,417,19.3,18.7,CFM,,,,,,,
KINSWOOD_COLL,,ST_66_73,366000,173000,51.454952,-2.4907188,439,20.9,21.4,CFM,,,,,,,
KINSWOOD_COLL,,ST_66_73,366000,173000,51.454952,-2.4907188,539,23.7,22.6,CFM,,,,,,,
ALBION_COLL,,ST_086_932,308600,193200,51.630162,-3.3219110,496,23.7,16.1,CFM,,,,,,,
ALBION_COLL,,ST_086_932,308600,193200,51.630162,-3.3219110,503,22.2,22.7,CFM,,,,,,,
ALBION_COLL,,ST_086_932,308600,193200,51.630162,-3.3219110,522,22.3,22.0,CFM,,,,,,,
MARSHWOOD_NO1,,SY_3885_9880,338850,98800,50.785532,-2.8688150,1898,68.2,30.2,BHT,,,,,,,
KIMMERIDGE_NO2,,SY_9114_7915,391140,79150,50.611994,-2.1265810,625,36.0,39.5,DST,,,,,,,
KIMMERIDGE_NO2,,SY_9114_7915,391140,79150,50.611994,-2.1265810,463,29.4,28.1,BHT,,,,,,,
ARRETON_NO1,,SZ_5309_8564,453090,85640,50.668016,-1.2501332,1195,53.3,35.1,BHT,,,,,,,
ARRETON_NO2,,SZ_532_858,453200,85800,50.669444,-1.2485539,817,48.7,45.8,BHT,,,,,,,
ARRETON_NO2,,SZ_532_858,453200,85800,50.669444,-1.2485539,817,52.1,49.9,BHT,,,,,,,
ARRETON_NO2,,SZ_532_858,453200,85800,50.669444,-1.2485539,817,53.8,52.0,BHT,,,,,,,
ARRETON_NO2,,SZ_532_858,453200,85800,50.669444,-1.2485539,817,53.8,52.0,BHT,,,,,,,
ARRETON_NO2,,SZ_532_858,453200,85800,50.669444,-1.2485539,2017,70.0,29.1,BHT,,,,,,,
ARRETON_NO2,,SZ_532_858,453200,85800,50.669444,-1.2485539,3024,94.1,27.4,BHT,,,,,,,
WYTCH_FARM__F15,,SZ_0104_3574,401040,35740,50.221670,-1.9867691,1029,26.7,14.9,BHT,,,,,,,
