summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2008-06-30,175.81285
2008-07-01,136.31866
2008-07-02,178.9262
2008-07-03,161.38782
2008-07-04,254.60492
2008-07-05,179.38853
2008-07-06,140.61661
2008-07-07,154.43808
2008-07-08,199.52615
2008-07-09,154.99992
2008-07-10,115.85195
2008-07-11,142.69962
2008-07-12,182.12723
2008-07-13,225.41518
2008-07-14,145.24992
2008-07-15,199.43231
2008-07-16,157.95203
2008-07-17,147.94495
2008-07-18,108.757545
2008-07-19,198.40091
2008-07-20,230.7328
2008-07-21,268.81085
2008-07-22,168.2524
2008-07-23,165.14175
2008-07-24,226.37723
2008-07-25,219.63666
2008-07-26,142.70145
2008-07-27,219.93713
2008-07-28,248.82181
2008-07-29,151.18692
2008-07-30,133.70229
2008-07-31,106.38887
2008-08-01,127.48156
2008-08-02,168.38748
2008-08-03,169.93718
2008-08-04,216.05199
2008-08-05,151.15096
2008-08-06,51.92295
2008-08-07,107.47022
2008-08-08,137.02298
2008-08-09,112.28391
2008-08-10,168.14897
2008-08-11,129.42957
2008-08-12,103.42013
2008-08-13,135.76721
2008-08-14,152.8676
2008-08-15,92.99954
2008-08-16,106.23993
2008-08-17,140.76202
2008-08-18,100.75687
2008-08-19,111.56309
2008-08-20,106.60153
2008-08-21,134.25668
2008-08-22,128.48941
2008-08-23,159.43994
2008-08-24,151.42955
2008-08-25,122.42818
2008-08-26,43.207092
2008-08-27,98.64733
2008-08-28,127.980064
2008-08-29,105.42833
2008-08-30,79.42403
2008-08-31,78.22549
2008-09-01,148.12659
2008-09-02,140.95969
2008-09-03,110.646736
2008-09-04,156.7764
2008-09-05,100.53854
2008-09-06,78.478134
2008-09-07,75.941505
2008-09-08,104.91193
2008-09-09,76.333725
2008-09-10,82.431145
2008-09-11,92.267334
2008-09-12,114.034195
2008-09-13,78.45841
2008-09-14,89.71355
2008-09-15,33.38704
2008-09-16,63.543232
2008-09-17,59.640297
2008-09-18,61.67065
2008-09-19,70.10077
2008-09-20,88.30111
2008-09-21,100.39912
2008-09-22,122.11607
2008-09-23,94.19576
2008-09-24,57.90547
2008-09-25,70.476524
2008-09-26,87.39617
2008-09-27,67.6268
2008-09-28,103.52095
2008-09-29,57.072327
2008-09-30,63.571423
2008-10-01,76.35248
2008-10-02,88.5456
2008-10-03,107.72232
2008-10-04,46.477707
2008-10-05,115.539276
2008-10-06,50.52072
2008-10-07,41.78109
2008-10-08,100.235535
2008-10-09,40.094246
2008-10-10,39.045437
2008-10-11,82.495514
2008-10-12,54.121956
2008-10-13,52.501644
2008-10-14,38.1304
2008-10-15,49.217712
2008-10-16,78.769394
2008-10-17,41.373756
2008-10-18,55.250824
2008-10-19,33.03046
2008-10-20,46.452408
2008-10-21,65.0724
2008-10-22,64.566185
2008-10-23,32.476986
2008-10-24,57.435467
2008-10-25,15.702456
2008-10-26,44.322803
2008-10-27,57.879513
2008-10-28,52.6638
2008-10-29,32.568695
2008-10-30,48.70204
2008-10-31,57.188873
2008-11-01,49.26118
2008-11-02,66.10016
2008-11-03,57.56083
2008-11-04,30.833448
2008-11-05,22.497238
2008-11-06,11.958172
2008-11-07,26.21963
2008-11-08,25.822905
2008-11-09,27.523466
2008-11-10,28.854189
2008-11-11,22.797049
2008-11-12,32.061275
2008-11-13,10.210174
2008-11-14,20.29311
2008-11-15,34.4481
2008-11-16,37.93909
2008-11-17,16.891052
2008-11-18,31.016113
2008-11-19,18.54123
2008-11-20,16.391607
2008-11-21,20.788866
2008-11-22,17.30116
2008-11-23,18.391088
2008-11-24,27.711967
2008-11-25,26.144402
2008-11-26,17.85753
2008-11-27,21.832264
2008-11-28,30.359066
2008-11-29,29.298195
2008-11-30,32.037674
2008-12-01,30.856625
2008-12-02,17.25124
2008-12-03,30.028515
2008-12-04,14.913749
2008-12-05,14.345144
2008-12-06,35.456196
2008-12-07,13.855788
2008-12-08,11.998574
2008-12-09,28.409695
2008-12-10,27.597683
2008-12-11,17.201508
2008-12-12,11.53171
2008-12-13,12.065547
2008-12-14,14.206555
2008-12-15,11.296424
2008-12-16,11.251834
2008-12-17,12.649359
2008-12-18,12.267424
2008-12-19,6.2044954
2008-12-20,17.337063
2008-12-21,13.614965
2008-12-22,13.217062
2008-12-23,12.558655
2008-12-24,12.720334
2008-12-25,11.930802
2008-12-26,15.127152
2008-12-27,29.068836
2008-12-28,19.719845
2008-12-29,25.532452
2008-12-30,25.103098
2008-12-31,12.145775
2009-01-01,17.846786
2009-01-02,16.260294
2009-01-03,20.610323
2009-01-04,14.631392
2009-01-05,36.956078
2009-01-06,7.016596
2009-01-07,13.110097
2009-01-08,21.381485
2009-01-09,20.076962
2009-01-10,7.462125
2009-01-11,13.860966
2009-01-12,24.699997
2009-01-13,24.040777
2009-01-14,15.658774
2009-01-15,14.784155
2009-01-16,16.825216
2009-01-17,26.668358
2009-01-18,18.82496
2009-01-19,16.587147
2009-01-20,19.51156
2009-01-21,27.33876
2009-01-22,28.079147
2009-01-23,25.316505
2009-01-24,32.14897
2009-01-25,31.939442
2009-01-26,38.90676
2009-01-27,22.287237
2009-01-28,41.927216
2009-01-29,20.533905
2009-01-30,20.745619
2009-01-31,35.471226
2009-02-01,33.35011
2009-02-02,40.73655
2009-02-03,34.377583
2009-02-04,47.280224
2009-02-05,27.4306
2009-02-06,52.79508
2009-02-07,53.53176
2009-02-08,33.827263
2009-02-09,40.222404
2009-02-10,62.275013
2009-02-11,72.78236
2009-02-12,27.823812
2009-02-13,35.101162
2009-02-14,31.319366
2009-02-15,35.361202
2009-02-16,33.736553
2009-02-17,35.330635
2009-02-18,36.783955
2009-02-19,58.914925
2009-02-20,35.02857
2009-02-21,47.5887
2009-02-22,46.68103
2009-02-23,19.291395
2009-02-24,44.044018
2009-02-25,72.58179
2009-02-26,37.013165
2009-02-27,44.58976
2009-02-28,53.3524
2009-03-01,74.738014
2009-03-02,49.876835
2009-03-03,44.052853
2009-03-04,90.354965
2009-03-05,83.23016
2009-03-06,91.14755
2009-03-07,47.771408
2009-03-08,71.77696
2009-03-09,104.40846
2009-03-10,141.29364
2009-03-11,54.66845
2009-03-12,105.51374
2009-03-13,69.80074
2009-03-14,75.66203
2009-03-15,70.66846
2009-03-16,57.126884
2009-03-17,139.71922
2009-03-18,152.32404
2009-03-19,179.81017
2009-03-20,160.9414
2009-03-21,117.788216
2009-03-22,75.020065
2009-03-23,140.69641
2009-03-24,64.84553
2009-03-25,134.46611
2009-03-26,123.89685
2009-03-27,100.88102
2009-03-28,127.21798
2009-03-29,170.73843
2009-03-30,77.0078
2009-03-31,127.297134
2009-04-01,133.60179
2009-04-02,218.18742
2009-04-03,176.15952
2009-04-04,94.00691
2009-04-05,204.49678
2009-04-06,77.22856
2009-04-07,125.27122
2009-04-08,138.67334
2009-04-09,75.94094
2009-04-10,103.59439
2009-04-11,235.5198
2009-04-12,216.9294
2009-04-13,213.27715
2009-04-14,126.869934
2009-04-15,125.950836
2009-04-16,137.5755
2009-04-17,147.5235
2009-04-18,221.81227
2009-04-19,281.18243
2009-04-20,238.99667
2009-04-21,185.31209
2009-04-22,190.00577
2009-04-23,126.918
2009-04-24,96.64469
2009-04-25,189.24908
2009-04-26,120.85698
2009-04-27,126.7591
2009-04-28,122.507484
2009-04-29,131.05412
2009-04-30,115.43434
2009-05-01,162.4763
2009-05-02,264.62195
2009-05-03,246.45554
2009-05-04,104.133865
2009-05-05,96.78814
2009-05-06,138.71037
2009-05-07,176.72067
2009-05-08,201.69432
2009-05-09,164.19746
2009-05-10,276.30908
2009-05-11,322.36267
2009-05-12,322.90356
2009-05-13,299.8587
2009-05-14,208.92294
2009-05-15,101.755325
2009-05-16,146.16599
2009-05-17,203.2485
2009-05-18,132.68533
2009-05-19,179.15097
2009-05-20,211.1189
2009-05-21,221.40869
2009-05-22,246.01814
2009-05-23,121.957596
2009-05-24,245.79636
2009-05-25,137.9848
2009-05-26,273.10196
2009-05-27,163.18713
2009-05-28,144.08655
2009-05-29,305.68228
2009-05-30,362.91974
2009-05-31,382.45392
2009-06-01,364.5027
2009-06-02,306.27536
2009-06-03,264.1507
2009-06-04,182.41946
2009-06-05,191.55327
2009-06-06,236.96143
2009-06-07,196.91577
2009-06-08,243.47855
2009-06-09,231.60577
2009-06-10,231.79288
2009-06-11,275.0408
2009-06-12,277.4421
2009-06-13,199.90018
2009-06-14,222.91003
2009-06-15,143.10153
2009-06-16,233.36264
2009-06-17,161.79547
2009-06-18,201.24677
2009-06-19,174.80403
2009-06-20,145.47032
2009-06-21,148.15016
2009-06-22,174.91156
2009-06-23,319.9163
2009-06-24,269.29523
2009-06-25,296.73428
2009-06-26,243.12875
2009-06-27,149.35751
2009-06-28,180.32613
2009-06-29,222.52487
2009-06-30,208.4683
