summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2005-06-30,136.21231
2005-07-01,244.57874
2005-07-02,164.31163
2005-07-03,238.23848
2005-07-04,237.68286
2005-07-05,137.08548
2005-07-06,156.32327
2005-07-07,210.30731
2005-07-08,268.42868
2005-07-09,203.51907
2005-07-10,202.1889
2005-07-11,337.94916
2005-07-12,309.59137
2005-07-13,193.7909
2005-07-14,112.99008
2005-07-15,120.5436
2005-07-16,169.08682
2005-07-17,140.24829
2005-07-18,188.61081
2005-07-19,144.10146
2005-07-20,195.4195
2005-07-21,177.77275
2005-07-22,221.26942
2005-07-23,165.56981
2005-07-24,205.72897
2005-07-25,142.56961
2005-07-26,199.18741
2005-07-27,178.29701
2005-07-28,55.495956
2005-07-29,109.21334
2005-07-30,104.23739
2005-07-31,181.8348
2005-08-01,193.4906
2005-08-02,148.05899
2005-08-03,182.47194
2005-08-04,118.12472
2005-08-05,176.62207
2005-08-06,224.84515
2005-08-07,234.27394
2005-08-08,213.04292
2005-08-09,141.24924
2005-08-10,176.74619
2005-08-11,103.74114
2005-08-12,133.07259
2005-08-13,158.588
2005-08-14,199.36215
2005-08-15,96.91858
2005-08-16,128.12587
2005-08-17,93.46676
2005-08-18,93.44451
2005-08-19,184.28625
2005-08-20,260.35425
2005-08-21,139.9235
2005-08-22,211.98099
2005-08-23,97.525635
2005-08-24,214.7804
2005-08-25,187.60379
2005-08-26,128.88165
2005-08-27,108.665215
2005-08-28,91.504265
2005-08-29,211.38617
2005-08-30,140.04251
2005-08-31,90.883675
2005-09-01,175.27551
2005-09-02,162.12064
2005-09-03,144.8449
2005-09-04,169.0476
2005-09-05,83.73962
2005-09-06,190.4399
2005-09-07,88.72065
2005-09-08,100.95649
2005-09-09,73.33193
2005-09-10,70.87687
2005-09-11,138.0971
2005-09-12,145.62964
2005-09-13,70.4898
2005-09-14,102.06435
2005-09-15,94.03436
2005-09-16,147.467
2005-09-17,32.890602
2005-09-18,76.865944
2005-09-19,62.842487
2005-09-20,120.00356
2005-09-21,72.8965
2005-09-22,63.76633
2005-09-23,83.91295
2005-09-24,92.6819
2005-09-25,96.48604
2005-09-26,53.131954
2005-09-27,112.37634
2005-09-28,65.405136
2005-09-29,81.14345
2005-09-30,54.31988
