summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
1998-06-30,145.29773
1998-07-01,226.39658
1998-07-02,196.17282
1998-07-03,236.99747
1998-07-04,143.05157
1998-07-05,143.33084
1998-07-06,193.63293
1998-07-07,247.97247
1998-07-08,112.73995
1998-07-09,182.25046
1998-07-10,130.95386
1998-07-11,251.92447
1998-07-12,107.815834
1998-07-13,178.48947
1998-07-14,191.2392
1998-07-15,180.90204
1998-07-16,203.63951
1998-07-17,235.01569
1998-07-18,218.86354
1998-07-19,58.12256
1998-07-20,164.14865
1998-07-21,144.59535
1998-07-22,150.59465
1998-07-23,153.61284
1998-07-24,226.4402
1998-07-25,114.79624
1998-07-26,107.15696
1998-07-27,133.29123
1998-07-28,122.73688
1998-07-29,122.91753
1998-07-30,143.13455
1998-07-31,204.81297
1998-08-01,207.42001
1998-08-02,157.11629
1998-08-03,147.87376
1998-08-04,141.12173
1998-08-05,170.89897
1998-08-06,129.19264
1998-08-07,95.376274
1998-08-08,199.82837
1998-08-09,149.33884
1998-08-10,128.3516
1998-08-11,149.24106
1998-08-12,111.30388
1998-08-13,108.64948
1998-08-14,132.67955
1998-08-15,183.52417
1998-08-16,48.216698
1998-08-17,151.3663
1998-08-18,156.943
1998-08-19,113.85708
1998-08-20,106.0912
1998-08-21,177.67558
1998-08-22,205.07095
1998-08-23,109.66155
1998-08-24,183.38647
1998-08-25,101.907486
1998-08-26,172.50424
1998-08-27,149.06601
1998-08-28,85.957466
1998-08-29,160.93048
1998-08-30,202.334
1998-08-31,163.69327
1998-09-01,101.00312
1998-09-02,151.25104
1998-09-03,99.31721
1998-09-04,104.16344
1998-09-05,113.10435
1998-09-06,92.39813
1998-09-07,159.31253
1998-09-08,82.118774
1998-09-09,96.88452
1998-09-10,78.26812
1998-09-11,130.83812
1998-09-12,124.52131
1998-09-13,137.56201
1998-09-14,136.43613
1998-09-15,94.051476
1998-09-16,87.927826
