summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":241843.56108712236,"y":666182.5804098262,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2010-06-30,212.63956
2010-07-01,133.22693
2010-07-02,253.45917
2010-07-03,205.63208
2010-07-04,155.48387
2010-07-05,210.06714
2010-07-06,60.76855
2010-07-07,234.33096
2010-07-08,214.02774
2010-07-09,132.8651
2010-07-10,111.96645
2010-07-11,170.57944
2010-07-12,155.35515
2010-07-13,194.61644
2010-07-14,110.9545
2010-07-15,144.12991
2010-07-16,154.21375
2010-07-17,176.28592
2010-07-18,137.33707
2010-07-19,119.20111
2010-07-20,170.32271
2010-07-21,135.30193
2010-07-22,206.77539
2010-07-23,253.62277
2010-07-24,117.60672
2010-07-25,112.92834
2010-07-26,116.30655
2010-07-27,170.5798
2010-07-28,120.21254
2010-07-29,162.49841
2010-07-30,109.93508
2010-07-31,125.39108
2010-08-01,130.32869
2010-08-02,118.60369
2010-08-03,132.68607
2010-08-04,149.89835
2010-08-05,152.08641
2010-08-06,98.00769
2010-08-07,159.53906
2010-08-08,197.22208
2010-08-09,134.08499
2010-08-10,178.32965
2010-08-11,111.052475
2010-08-12,185.34549
2010-08-13,174.48087
2010-08-14,164.20865
2010-08-15,266.92078
2010-08-16,105.93523
2010-08-17,155.60916
2010-08-18,155.30144
2010-08-19,190.89243
2010-08-20,148.92575
2010-08-21,182.9949
2010-08-22,178.22318
2010-08-23,88.6981
2010-08-24,109.70876
2010-08-25,158.02
2010-08-26,178.63628
2010-08-27,182.26195
2010-08-28,94.83982
2010-08-29,193.14844
2010-08-30,222.25883
2010-08-31,222.9694
2010-09-01,128.31862
2010-09-02,210.75407
2010-09-03,201.07637
2010-09-04,142.35526
2010-09-05,105.300514
2010-09-06,82.79364
2010-09-07,93.89493
2010-09-08,156.67259
2010-09-09,135.48376
2010-09-10,104.997116
2010-09-11,128.58388
2010-09-12,112.42614
2010-09-13,63.64844
2010-09-14,121.48131
2010-09-15,109.53624
2010-09-16,128.09987
2010-09-17,133.22849
2010-09-18,76.4979
2010-09-19,62.675793
2010-09-20,78.43097
2010-09-21,60.27579
2010-09-22,65.81138
2010-09-23,59.61455
2010-09-24,121.46162
2010-09-25,124.73161
2010-09-26,116.7115
2010-09-27,27.995462
2010-09-28,27.516619
2010-09-29,65.992485
2010-09-30,109.32356
2010-10-01,54.476143
2010-10-02,66.512764
2010-10-03,75.7402
2010-10-04,99.53754
2010-10-05,101.03969
2010-10-06,83.8376
2010-10-07,97.37254
2010-10-08,55.536278
2010-10-09,97.68213
2010-10-10,99.17096
2010-10-11,108.08862
2010-10-12,68.6468
2010-10-13,37.40974
2010-10-14,38.412876
2010-10-15,38.64246
2010-10-16,74.76005
2010-10-17,40.860744
2010-10-18,43.419735
2010-10-19,59.805077
2010-10-20,85.00378
2010-10-21,41.338406
2010-10-22,34.333794
2010-10-23,51.994286
2010-10-24,76.968445
2010-10-25,67.65866
2010-10-26,32.02171
2010-10-27,54.12619
2010-10-28,33.928947
2010-10-29,32.97455
2010-10-30,61.53859
2010-10-31,54.80037
2010-11-01,41.417747
2010-11-02,32.840374
2010-11-03,32.190536
2010-11-04,12.8069935
2010-11-05,12.517459
2010-11-06,32.396957
2010-11-07,43.557304
2010-11-08,11.688458
2010-11-09,40.175537
2010-11-10,53.95855
2010-11-11,26.364017
2010-11-12,24.54792
2010-11-13,32.551807
2010-11-14,32.853073
2010-11-15,41.957314
2010-11-16,9.770827
2010-11-17,26.022644
2010-11-18,20.93536
2010-11-19,33.552753
2010-11-20,24.188673
2010-11-21,17.596977
2010-11-22,18.993446
2010-11-23,29.183249
2010-11-24,34.76832
2010-11-25,25.956617
2010-11-26,32.320568
2010-11-27,35.893456
2010-11-28,24.411413
2010-11-29,23.801214
2010-11-30,27.596222
2010-12-01,27.931662
2010-12-02,26.524698
2010-12-03,12.931284
2010-12-04,22.978073
2010-12-05,31.77071
2010-12-06,18.184946
2010-12-07,30.856926
2010-12-08,31.794167
2010-12-09,14.043267
2010-12-10,11.9385395
2010-12-11,16.719542
2010-12-12,25.43745
2010-12-13,21.256224
2010-12-14,15.508631
2010-12-15,17.372078
2010-12-16,20.466179
2010-12-17,12.3284025
2010-12-18,12.464539
2010-12-19,15.586472
2010-12-20,26.692707
2010-12-21,29.627361
2010-12-22,30.938152
2010-12-23,22.733414
2010-12-24,30.146423
2010-12-25,13.176735
2010-12-26,6.295747
2010-12-27,11.694979
2010-12-28,11.511315
2010-12-29,11.846167
2010-12-30,6.4739523
2010-12-31,13.956964
2011-01-01,12.217446
2011-01-02,12.124626
2011-01-03,13.659169
2011-01-04,12.506099
2011-01-05,15.233967
2011-01-06,27.71777
2011-01-07,20.441463
2011-01-08,23.555632
2011-01-09,25.113304
2011-01-10,13.679936
2011-01-11,31.985703
2011-01-12,15.801455
2011-01-13,15.1715355
2011-01-14,21.056162
2011-01-15,14.745922
2011-01-16,20.660978
2011-01-17,33.72081
2011-01-18,29.652815
2011-01-19,31.479702
2011-01-20,36.783432
2011-01-21,22.723534
2011-01-22,19.055428
2011-01-23,9.622716
2011-01-24,20.453337
2011-01-25,18.788944
2011-01-26,24.895988
2011-01-27,28.00849
2011-01-28,27.422932
2011-01-29,30.823006
2011-01-30,25.165632
2011-01-31,23.871134
2011-02-01,46.06816
2011-02-02,27.272228
2011-02-03,36.3641
2011-02-04,26.699417
2011-02-05,33.831783
2011-02-06,29.827734
2011-02-07,33.174652
2011-02-08,32.638817
2011-02-09,25.583895
2011-02-10,79.52165
2011-02-11,26.97193
2011-02-12,56.945763
2011-02-13,35.12146
2011-02-14,34.05148
2011-02-15,43.223866
2011-02-16,49.215256
2011-02-17,46.564438
2011-02-18,35.332138
2011-02-19,35.07374
2011-02-20,44.193325
2011-02-21,38.4791
2011-02-22,52.035324
2011-02-23,35.90928
2011-02-24,56.000412
2011-02-25,58.13158
2011-02-26,93.22528
2011-02-27,93.020905
2011-02-28,123.90065
2011-03-01,89.967964
2011-03-02,69.03176
2011-03-03,45.022713
2011-03-04,50.96438
2011-03-05,54.112507
2011-03-06,67.02442
2011-03-07,80.63885
2011-03-08,58.96213
2011-03-09,78.763336
2011-03-10,83.041336
2011-03-11,75.92332
2011-03-12,26.880535
2011-03-13,59.122353
2011-03-14,95.533264
2011-03-15,52.529606
2011-03-16,162.78954
2011-03-17,85.99853
2011-03-18,147.58212
2011-03-19,102.06656
2011-03-20,63.772865
2011-03-21,88.92177
2011-03-22,89.81373
2011-03-23,112.81517
2011-03-24,163.87689
2011-03-25,103.64067
2011-03-26,106.119286
2011-03-27,115.15085
2011-03-28,138.32063
2011-03-29,100.078125
2011-03-30,76.43319
2011-03-31,109.195496
2011-04-01,73.06738
2011-04-02,140.4634
2011-04-03,166.02998
2011-04-04,92.9286
2011-04-05,105.646774
2011-04-06,97.43761
2011-04-07,176.09644
2011-04-08,166.22913
2011-04-09,225.53601
2011-04-10,220.8898
2011-04-11,145.83212
2011-04-12,222.34036
2011-04-13,82.56373
2011-04-14,109.9367
2011-04-15,103.119675
2011-04-16,117.534546
2011-04-17,267.60062
2011-04-18,149.97568
2011-04-19,199.05602
2011-04-20,181.15732
2011-04-21,185.68701
2011-04-22,226.10834
2011-04-23,144.8358
2011-04-24,178.54184
2011-04-25,197.11508
2011-04-26,264.93185
2011-04-27,297.20633
2011-04-28,267.542
2011-04-29,221.21823
2011-04-30,311.52878
2011-05-01,333.79642
2011-05-02,315.4317
2011-05-03,322.65564
2011-05-04,316.41882
2011-05-05,97.11224
2011-05-06,145.47078
2011-05-07,127.5845
2011-05-08,176.3496
2011-05-09,205.13019
2011-05-10,146.19383
2011-05-11,162.19852
2011-05-12,179.11978
2011-05-13,226.36327
2011-05-14,162.13809
2011-05-15,55.90138
2011-05-16,103.73635
2011-05-17,116.99627
2011-05-18,189.3376
2011-05-19,203.16289
2011-05-20,236.11713
2011-05-21,118.81665
2011-05-22,213.09702
2011-05-23,137.61327
2011-05-24,253.46487
2011-05-25,58.698235
2011-05-26,125.40804
2011-05-27,142.08165
2011-05-28,201.39876
2011-05-29,223.9733
2011-05-30,249.31958
2011-05-31,258.01324
2011-06-01,138.53664
2011-06-02,269.97577
2011-06-03,361.93973
2011-06-04,147.31218
2011-06-05,129.47527
2011-06-06,178.0777
2011-06-07,146.60915
2011-06-08,155.3913
2011-06-09,199.22142
2011-06-10,272.90887
2011-06-11,173.2648
2011-06-12,215.57562
2011-06-13,150.77997
2011-06-14,288.8758
2011-06-15,141.87735
2011-06-16,235.93637
2011-06-17,131.4351
2011-06-18,122.95981
2011-06-19,157.27515
