summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2010-06-30,247.29364
2010-07-01,130.83691
2010-07-02,246.43584
2010-07-03,237.98648
2010-07-04,164.64653
2010-07-05,207.23682
2010-07-06,127.38405
2010-07-07,239.51501
2010-07-08,198.45029
2010-07-09,131.36055
2010-07-10,113.562675
2010-07-11,174.95332
2010-07-12,167.11102
2010-07-13,208.25064
2010-07-14,61.097584
2010-07-15,139.2117
2010-07-16,170.20775
2010-07-17,186.60156
2010-07-18,139.9447
2010-07-19,121.17557
2010-07-20,177.20782
2010-07-21,138.29611
2010-07-22,167.15205
2010-07-23,250.47006
2010-07-24,136.06085
2010-07-25,129.27786
2010-07-26,131.24478
2010-07-27,181.99185
2010-07-28,119.71706
2010-07-29,167.63239
2010-07-30,125.26631
2010-07-31,129.22632
2010-08-01,123.7781
2010-08-02,113.34936
2010-08-03,139.14592
2010-08-04,154.66417
2010-08-05,161.77893
2010-08-06,105.02007
2010-08-07,117.0749
2010-08-08,160.64537
2010-08-09,126.56875
2010-08-10,145.02055
2010-08-11,121.036476
2010-08-12,163.01422
2010-08-13,134.90524
2010-08-14,179.89076
2010-08-15,238.43648
2010-08-16,110.07523
2010-08-17,132.98993
2010-08-18,160.19391
2010-08-19,185.15506
2010-08-20,144.43767
2010-08-21,168.76205
2010-08-22,202.60385
2010-08-23,84.51259
2010-08-24,115.69313
2010-08-25,145.3927
2010-08-26,149.98163
2010-08-27,159.44427
2010-08-28,100.621124
2010-08-29,168.31392
2010-08-30,196.78728
2010-08-31,212.76288
2010-09-01,130.3787
2010-09-02,177.37378
2010-09-03,188.31828
2010-09-04,138.66167
2010-09-05,121.244804
2010-09-06,117.17432
2010-09-07,85.21944
2010-09-08,112.53393
2010-09-09,136.69322
2010-09-10,104.39004
2010-09-11,119.82567
2010-09-12,123.807045
2010-09-13,65.05993
2010-09-14,134.73662
2010-09-15,110.7605
2010-09-16,117.41581
2010-09-17,113.7569
2010-09-18,86.92407
2010-09-19,64.070435
2010-09-20,84.38278
2010-09-21,68.52329
2010-09-22,70.233284
2010-09-23,62.836212
2010-09-24,105.85809
2010-09-25,107.375015
2010-09-26,102.20233
2010-09-27,28.87917
2010-09-28,28.386217
2010-09-29,51.427357
2010-09-30,102.25055
2010-10-01,50.036034
2010-10-02,75.32526
2010-10-03,56.31166
2010-10-04,96.87489
2010-10-05,78.476654
2010-10-06,73.30762
2010-10-07,92.00113
2010-10-08,44.101624
2010-10-09,61.13809
2010-10-10,61.719193
2010-10-11,72.13388
2010-10-12,60.62826
2010-10-13,40.875805
2010-10-14,37.569622
2010-10-15,39.472023
2010-10-16,51.675716
2010-10-17,46.463852
2010-10-18,43.391483
2010-10-19,50.31247
2010-10-20,76.0077
2010-10-21,43.438717
2010-10-22,33.817425
2010-10-23,45.308655
2010-10-24,59.73317
2010-10-25,65.42706
2010-10-26,32.980682
2010-10-27,53.952038
2010-10-28,39.330467
2010-10-29,31.822819
2010-10-30,53.57168
2010-10-31,49.378708
2010-11-01,41.083866
2010-11-02,38.49424
2010-11-03,37.620102
2010-11-04,24.042465
2010-11-05,12.939056
2010-11-06,35.046284
2010-11-07,40.66008
2010-11-08,22.232992
2010-11-09,27.95206
2010-11-10,39.518032
2010-11-11,28.804821
2010-11-12,30.357307
2010-11-13,31.02732
2010-11-14,25.365816
2010-11-15,35.80132
2010-11-16,21.443554
2010-11-17,20.321774
2010-11-18,19.304167
2010-11-19,22.915073
2010-11-20,17.767813
2010-11-21,16.728315
2010-11-22,8.914049
2010-11-23,24.728617
2010-11-24,23.13002
2010-11-25,21.51347
2010-11-26,22.738937
2010-11-27,24.545393
2010-11-28,18.358784
2010-11-29,18.004189
2010-11-30,17.291836
2010-12-01,17.199373
2010-12-02,17.771282
2010-12-03,14.803916
2010-12-04,17.726435
2010-12-05,20.333836
2010-12-06,16.772915
2010-12-07,20.33834
2010-12-08,20.27446
2010-12-09,13.921177
2010-12-10,12.676137
2010-12-11,17.952488
2010-12-12,16.419497
2010-12-13,14.073535
2010-12-14,13.247962
2010-12-15,16.36392
2010-12-16,16.669949
2010-12-17,13.553902
2010-12-18,13.360686
2010-12-19,14.464571
2010-12-20,17.906397
2010-12-21,18.148357
2010-12-22,17.753508
2010-12-23,16.141521
2010-12-24,18.28468
2010-12-25,12.375653
2010-12-26,11.676001
2010-12-27,12.206461
2010-12-28,11.86097
2010-12-29,12.501683
2010-12-30,12.344715
2010-12-31,16.193233
2011-01-01,12.672127
2011-01-02,6.911782
2011-01-03,13.936877
2011-01-04,12.995258
2011-01-05,16.02895
2011-01-06,19.381428
2011-01-07,16.630707
2011-01-08,20.132423
2011-01-09,20.026974
2011-01-10,13.865409
2011-01-11,22.274347
2011-01-12,15.516219
2011-01-13,16.956749
2011-01-14,20.70642
2011-01-15,8.450233
2011-01-16,20.340134
2011-01-17,24.110485
2011-01-18,25.192127
2011-01-19,21.859674
2011-01-20,29.495565
2011-01-21,25.024002
2011-01-22,21.499434
2011-01-23,9.956076
2011-01-24,22.112865
2011-01-25,19.095613
2011-01-26,19.982616
2011-01-27,21.095697
2011-01-28,26.270464
2011-01-29,29.351864
2011-01-30,25.57452
2011-01-31,25.987219
2011-02-01,42.052895
2011-02-02,25.183746
2011-02-03,38.11622
2011-02-04,27.665977
2011-02-05,32.08872
2011-02-06,25.202137
2011-02-07,32.359604
2011-02-08,36.29084
2011-02-09,26.745476
2011-02-10,59.04744
2011-02-11,15.308672
2011-02-12,41.81389
2011-02-13,28.83624
2011-02-14,34.688194
2011-02-15,36.407753
2011-02-16,44.150887
2011-02-17,39.338657
2011-02-18,34.206314
2011-02-19,35.708237
2011-02-20,40.90466
2011-02-21,37.777454
2011-02-22,52.47561
2011-02-23,19.917511
2011-02-24,54.58564
2011-02-25,53.242035
2011-02-26,68.01601
2011-02-27,70.83639
2011-02-28,89.70815
2011-03-01,93.233215
2011-03-02,80.60649
2011-03-03,23.438099
2011-03-04,57.626236
2011-03-05,57.425938
2011-03-06,80.37493
2011-03-07,95.72261
2011-03-08,72.25911
2011-03-09,92.632996
2011-03-10,93.53183
2011-03-11,89.74484
2011-03-12,27.732054
2011-03-13,64.236046
2011-03-14,89.37742
2011-03-15,29.223059
2011-03-16,119.40016
2011-03-17,68.77351
2011-03-18,146.96951
2011-03-19,106.48312
2011-03-20,73.07293
2011-03-21,126.080124
2011-03-22,88.60521
2011-03-23,113.12155
2011-03-24,142.91074
2011-03-25,99.287674
2011-03-26,78.009575
2011-03-27,122.94293
2011-03-28,120.7993
2011-03-29,100.4073
2011-03-30,67.90736
2011-03-31,112.945724
2011-04-01,83.189186
2011-04-02,134.51607
2011-04-03,159.25166
2011-04-04,93.647095
2011-04-05,129.48428
2011-04-06,115.62972
2011-04-07,183.38983
2011-04-08,193.41754
2011-04-09,217.43599
2011-04-10,215.19833
2011-04-11,128.98224
2011-04-12,211.52081
2011-04-13,90.42549
2011-04-14,107.82166
2011-04-15,102.06011
2011-04-16,141.56711
2011-04-17,266.6368
2011-04-18,140.658
2011-04-19,168.23285
2011-04-20,198.6076
2011-04-21,160.08922
2011-04-22,192.9542
2011-04-23,119.40317
2011-04-24,206.21759
2011-04-25,176.61493
2011-04-26,235.91977
2011-04-27,292.09183
2011-04-28,282.64563
2011-04-29,198.75545
2011-04-30,300.1566
2011-05-01,316.1346
2011-05-02,282.8225
2011-05-03,291.60834
2011-05-04,312.53067
2011-05-05,112.04392
2011-05-06,130.43213
2011-05-07,126.30044
2011-05-08,168.8335
2011-05-09,225.16312
2011-05-10,163.79503
2011-05-11,186.10764
2011-05-12,196.68103
2011-05-13,202.06122
2011-05-14,171.02136
2011-05-15,107.71697
2011-05-16,114.29908
2011-05-17,133.38554
2011-05-18,204.13751
2011-05-19,226.1376
2011-05-20,241.12433
