summary,Climate Hydrology Ecology Support System subset,
originalResource,{"url":"https://eip.ceh.ac.uk/apps/chess/","title":"EIP | CHESS"},
metadataURL,https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
termsAndConditions,Licensing conditions apply,CHESS Met https://catalogue.ceh.ac.uk/documents/80887755-1426-4dab-a4a6-250919d5020c,CHESS PET https://catalogue.ceh.ac.uk/documents/d329f4d6-95ba-4134-b77a-a377e0755653,
credits,CEH, Terms and conditions apply,
location,{"type":"point","x":334132.7787655574,"y":658017.530274143,"spatialReference":{"wkid":27700}},
DATES,Surface Downwelling Shortwave Radiation (W m-2)
2001-06-30,216.75221
2001-07-01,178.16138
2001-07-02,233.01416
2001-07-03,188.00885
2001-07-04,210.65088
2001-07-05,225.23747
2001-07-06,161.99333
2001-07-07,112.30264
2001-07-08,123.13263
2001-07-09,164.6765
2001-07-10,153.05344
2001-07-11,132.66455
2001-07-12,150.31058
2001-07-13,111.397194
2001-07-14,115.106224
2001-07-15,173.6471
2001-07-16,228.12808
2001-07-17,175.94624
2001-07-18,207.49055
2001-07-19,139.06387
2001-07-20,160.37724
2001-07-21,124.08392
2001-07-22,185.50793
2001-07-23,158.39406
2001-07-24,236.1784
2001-07-25,114.71414
2001-07-26,201.36035
2001-07-27,205.95807
2001-07-28,184.80397
2001-07-29,196.44748
2001-07-30,164.92508
2001-07-31,213.22266
2001-08-01,164.29463
2001-08-02,108.97954
2001-08-03,193.71573
2001-08-04,198.4993
2001-08-05,187.18497
2001-08-06,153.01279
2001-08-07,53.5008
2001-08-08,100.82186
2001-08-09,165.336
2001-08-10,177.7652
2001-08-11,93.086136
2001-08-12,112.31384
2001-08-13,109.89574
2001-08-14,118.37294
2001-08-15,130.00867
2001-08-16,134.00404
2001-08-17,159.37686
2001-08-18,117.60855
2001-08-19,86.92424
2001-08-20,218.82005
2001-08-21,103.249275
2001-08-22,212.94083
2001-08-23,195.08604
2001-08-24,121.54639
2001-08-25,105.807945
2001-08-26,207.70787
2001-08-27,180.80505
2001-08-28,149.81534
2001-08-29,121.11242
2001-08-30,111.01644
2001-08-31,135.29247
2001-09-01,102.071915
2001-09-02,123.11531
2001-09-03,115.456764
2001-09-04,136.22858
2001-09-05,110.71812
2001-09-06,96.33732
2001-09-07,39.032375
2001-09-08,161.86276
2001-09-09,134.31265
2001-09-10,98.94075
2001-09-11,89.25229
2001-09-12,94.413574
2001-09-13,95.58502
2001-09-14,113.33937
2001-09-15,105.53301
2001-09-16,120.73682
2001-09-17,107.22865
2001-09-18,85.66063
2001-09-19,73.06229
2001-09-20,81.40996
2001-09-21,58.769142
2001-09-22,84.88718
2001-09-23,56.37441
2001-09-24,71.65674
2001-09-25,77.54426
2001-09-26,67.34211
2001-09-27,63.588905
2001-09-28,62.598896
2001-09-29,73.99081
2001-09-30,58.2244
2001-10-01,86.024315
2001-10-02,89.58127
2001-10-03,83.368706
2001-10-04,74.98932
2001-10-05,57.59984
2001-10-06,80.68227
2001-10-07,69.5865
2001-10-08,45.932224
2001-10-09,64.618454
2001-10-10,47.468258
2001-10-11,68.54886
2001-10-12,53.62058
2001-10-13,64.8304
2001-10-14,37.921593
2001-10-15,53.06066
2001-10-16,57.58209
2001-10-17,44.724476
2001-10-18,45.83903
2001-10-19,41.388725
2001-10-20,18.492817
2001-10-21,18.099209
2001-10-22,35.117928
2001-10-23,37.700684
