X,Y,Elevation,Distance
-147160.19179999828,7323490.085000001,69.74749999999767,4.918256899999993
-147148.18030000105,7323394.517700002,72.568299999999,4.970135899999994
-147136.1686999984,7323298.9516,74.49899999999616,5.022014899999995
-147124.15720000118,7323203.386600003,77.34930000000167,5.073893899999995
-147112.14559999853,7323107.822800003,79.26249999999709,5.1257730000000015
-147100.1341000013,7323012.2601,81.77700000000186,5.177652000000002
-147088.12260000035,7322916.698700003,85.66929999999411,5.229531000000002
-147076.1110999994,7322821.138400003,89.08139999999548,5.281410000000004
-147064.09959999844,7322725.5792,88.82670000000507,5.333289000000004
-147052.08799999952,7322630.021300003,87.30449999999837,5.385168099999995
-147040.07649999857,7322534.464500003,85.55340000000433,5.4370470999999965
-147028.06489999965,7322438.908799998,81.09130000000004,5.488926099999997
-147016.0533999987,7322343.3544000015,77.47980000000098,5.540805099999997
-147004.04179999977,7322247.801100001,76.64770000000135,5.592684099999999
-146992.03029999882,7322152.248999998,78.72960000000603,5.644563200000004
-146980.01889999956,7322056.698100001,83.15150000000722,5.696442200000005
-146968.00730000064,7321961.1483,81.82330000000365,5.748321200000006
-146955.99579999968,7321865.599699996,77.971000000005,5.800200200000007
-146943.98420000076,7321770.052199997,73.53089999999793,5.852079199999993
-146931.9726999998,7321674.505800001,69.39370000000053,5.903958299999998
-146919.9611000009,7321578.960699998,66.5737999999983,5.955837400000004
-146907.94959999993,7321483.4168,61.194699999992736,6.007716400000005
-146895.938000001,7321387.873999998,59.72310000000289,6.059595400000005
-146883.92650000006,7321292.332400002,57.782500000001164,6.111474400000007
-146871.9151000008,7321196.792000003,57.5627999999997,6.163353400000007
-146859.90349999815,7321101.252800003,57.19520000000193,6.215232499999998
-146847.89200000092,7321005.7146999985,56.81699999999546,6.2671114999999995
-146835.88039999828,7320910.1778,56.03160000000207,6.3189905
-146823.86890000105,7320814.641999997,55.57129999999597,6.3708695
-146811.8572999984,7320719.107500002,54.671100000006845,6.422748500000002
-146799.84580000117,7320623.574100003,54.28519999999844,6.474627600000007
-146787.83430000022,7320528.0418,53.48609999999462,6.526506599999993
-146775.8227000013,7320432.510799997,53.16559999999299,6.5783855999999945
-146763.81120000035,7320336.980899997,52.54880000000412,6.630264599999995
-146751.7996999994,7320241.452100001,51.7786999999953,6.682143599999995
-146739.78819999844,7320145.924599998,51.57499999999709,6.734022599999997
-146727.77659999952,7320050.398199998,50.2786999999953,6.785901700000002
-146715.76509999856,7319954.873000003,51.36000000000058,6.837780700000003
-146703.75349999964,7319859.348899998,51.35000000000582,6.889659700000004
-146691.7419999987,7319763.825999998,50.7271000000037,6.941538700000004
-146679.73050000146,7319668.304300003,49.31590000000142,6.9934177000000055
-146667.7188999988,7319572.783799998,49.485799999994924,7.0452967999999965
-146655.7074000016,7319477.264399998,51.15129999999772,7.097175799999997
-146643.69579999894,7319381.746200003,52.131299999993644,7.149054799999998
-146631.68439999968,7319286.229199998,52.576700000005076,7.200933799999999
-146619.67280000076,7319190.713299997,52.123399999996764,7.2528128
-146607.6612999998,7319095.198600002,50.6872000000003,7.304691900000005
-146595.64979999885,7318999.685099997,49.95369999999821,7.356570900000006
-146583.63819999993,7318904.172700003,52.08680000000459,7.408449900000007
-146571.62669999897,7318808.661499999,53.387000000002445,7.460328899999993
-146559.61510000005,7318713.151500002,47.096099999995204,7.512207899999994
-146547.6035999991,7318617.6426,42.283400000000256,7.564086899999995
-146535.59200000018,7318522.134900004,44.68110000000161,7.615966
-146523.58060000092,7318426.628399998,49.632400000002235,7.667845000000002
-146511.56899999827,7318331.122900002,51.89130000000296,7.719724100000007
-146499.55750000104,7318235.618699998,53.41389999999956,7.771603099999993
-146487.5460000001,7318140.115599997,53.86000000000058,7.8234820999999934
-146475.53440000117,7318044.613799997,53.596099999995204,7.8753611999999995
-146463.52290000021,7317949.1131,55.26630000000296,7.9272402
-146451.5113000013,7317853.613600001,61.197000000000116,7.979119200000001
-146439.49980000034,7317758.1153,63.442800000004354,8.030998200000002
-146427.48820000142,7317662.618100002,63.977799999993294,8.082877200000002
-146415.47679999843,7317567.122100003,64.62320000000181,8.134756200000003
-146403.4653000012,7317471.6272,62.386599999998,8.186635299999993
-146391.45369999856,7317376.133599997,63.67470000000321,8.238514299999995
-146379.44220000133,7317280.641000003,63.03500000000349,8.290393299999996
-146367.43059999868,7317185.149700001,62.690300000002026,8.342272299999997
-146355.41910000145,7317089.659500003,63.4600000000064,8.394151299999997
-146343.4074999988,7316994.170500003,63.58139999999548,8.446030400000003
-146331.39600000158,7316898.682700001,65.1021999999939,8.497909400000004
-146319.38439999893,7316803.196000002,65.20209999999497,8.549788400000004
-146307.3729000017,7316707.710500002,64.72269999999844,8.601667400000005
-146265.22019999847,7316645.316200003,64.19490000000223,8.652672600000006
-146223.067400001,7316582.9223000035,63.95840000000317,8.703677800000004
-146180.91470000148,7316520.528999999,64.32099999999627,8.754683000000005
-146138.76190000027,7316458.136100002,62.894899999999325,8.805688200000004
-146096.60909999907,7316395.743799999,61.341400000004796,8.856693400000004
-146054.4563000016,7316333.3521,59.49240000000282,8.907698499999998
-146012.3035000004,7316270.9608,59.039199999999255,8.958703699999997
-145970.15080000088,7316208.569899999,58.35109999999986,9.009708799999993
-145927.99799999967,7316146.1796,56.47950000000128,9.060714000000008
-145885.84519999847,7316083.7897000015,54.81500000000233,9.111719200000006
-145843.692400001,7316021.400300004,53.62859999999637,9.162724499999996
-145801.53959999978,7315959.011500001,54.21050000000105,9.213729699999996
-145759.38690000027,7315896.623099998,55.36000000000058,9.264734800000006
-145717.23420000076,7315834.235200003,56.9716999999946,9.315740000000005
-145675.08139999956,7315771.847900003,59.15549999999348,9.366745200000004
-145632.92859999835,7315709.461000003,60.220900000000256,9.417750400000004
-145590.77580000088,7315647.0748,60.179999999993015,9.468755499999998
-145548.62310000136,7315584.689000003,59.61380000000645,9.519760699999999
-145506.47030000016,7315522.303599998,59.50470000000496,9.570765899999997
-145464.31749999896,7315459.918700002,58.520000000004074,9.621771099999998
-145422.16470000148,7315397.5342999995,56.916500000006636,9.672776299999997
-145380.01199999824,7315335.1504999995,53.290399999998044,9.723781400000007
-145337.85920000076,7315272.767099999,50.194799999997485,9.774786600000005
-145295.70639999956,7315210.384199999,48.52400000000489,9.825791800000006
-145253.55359999835,7315148.001800001,46.64059999999881,9.876797000000005
-145211.40080000088,7315085.619900003,46.03889999999956,9.927802200000005
-145169.24819999933,7315023.238499999,43.41830000000482,9.978807400000004
-145127.09540000185,7314960.857699998,40.54219999999623,10.029812600000005
-145084.94260000065,7314898.477499999,32.99640000000363,10.080817699999999
-145042.78979999945,7314836.097599998,25.55569999999716,10.1318229
-145000.63699999824,7314773.718199998,23.39999999999418,10.182828099999998
-144958.48429999873,7314711.339299999,25.66370000000461,10.233833199999994
-144916.33150000125,7314648.960900001,27.74880000000121,10.284838399999992
-144874.17870000005,7314586.582999997,35.20380000000296,10.335843599999993
